graph6,polynomial
DqC,"0,0,1,3,15,30,66,103,148,174,200,174,148,103,66,30,15,3,1"
DqO,"0,0,1,5,15,32,66,105,144,174,196,174,144,105,66,32,15,5,1"
DiO,"0,1,1,9,16,36,65,109,136,173,188,173,136,109,65,36,16,9,1,1"
