graph6,polynomial
LpCO_a?O??_@?@,"0,0,0,0,1,4,29,109,447,1461,4548,12606,32987,80158,184746,403799,844704,1694921,3280424,6139480,11149998,19694303,33915919,57047191,93892071,151425391,239629582,372511590,569453825,856809829,1269943268,1855551615,2674519086,3805061647,5346415719,7422733131,10187458728,13827671370,18568706663,24678362969,32470995652,42310635198,54613483622,69848688001,88537897330,111252333423,138608005358,171257770909,209881138814,255170423977,307814629370,368479684392,437786822074,516287951907,604440281288,702579084957,810891529275,929390414625,1057891107283,1195990599240,1343052117504,1498193878135,1660285642720,1827951038316,1999579068611,2173342278753,2347224443658,2519054401285,2686548636651,2847358178441,2999121959257,3139521690491,3266339842111,3377515346118,3471198746888,3545801011328,3600038029127,3632965442658,3644006101196,3632965442658,3600038029127,3545801011328,3471198746888,3377515346118,3266339842111,3139521690491,2999121959257,2847358178441,2686548636651,2519054401285,2347224443658,2173342278753,1999579068611,1827951038316,1660285642720,1498193878135,1343052117504,1195990599240,1057891107283,929390414625,810891529275,702579084957,604440281288,516287951907,437786822074,368479684392,307814629370,255170423977,209881138814,171257770909,138608005358,111252333423,88537897330,69848688001,54613483622,42310635198,32470995652,24678362969,18568706663,13827671370,10187458728,7422733131,5346415719,3805061647,2674519086,1855551615,1269943268,856809829,569453825,372511590,239629582,151425391,93892071,57047191,33915919,19694303,11149998,6139480,3280424,1694921,844704,403799,184746,80158,32987,12606,4548,1461,447,109,29,4,1"
LpCO_`??G?_@?A,"0,0,0,0,1,4,25,105,413,1399,4374,12298,32365,79190,183160,401589,841640,1691373,3276608,6136890,11150402,19701949,33936379,57090547,93971297,151561347,239848484,372851662,569962349,857551239,1270994692,1857013235,2676507056,3807719877,5349905681,7427246411,10193202458,13834881902,18577627851,24689260941,32484131054,42326276930,54631874398,69870060011,88562429832,111280171817,138639213468,171292354477,209918994338,255211369965,307858352778,368525784204,437834756168,516337091653,604489862508,702628276461,810939385193,929435958089,1057933283875,1196028372430,1343084423086,1498219727767,1660304074328,1827961226368,1999580265813,2173333926917,2347206106706,2519025872431,2686509858323,2847309344669,2999063420441,3139454048915,3266263843395,3377431964440,3471109066022,3545706304522,3599939627805,3632864812440,3643904704868,3632864812440,3599939627805,3545706304522,3471109066022,3377431964440,3266263843395,3139454048915,2999063420441,2847309344669,2686509858323,2519025872431,2347206106706,2173333926917,1999580265813,1827961226368,1660304074328,1498219727767,1343084423086,1196028372430,1057933283875,929435958089,810939385193,702628276461,604489862508,516337091653,437834756168,368525784204,307858352778,255211369965,209918994338,171292354477,138639213468,111280171817,88562429832,69870060011,54631874398,42326276930,32484131054,24689260941,18577627851,13834881902,10193202458,7427246411,5349905681,3807719877,2676507056,1857013235,1270994692,857551239,569962349,372851662,239848484,151561347,93971297,57090547,33936379,19701949,11150402,6136890,3276608,1691373,841640,401589,183160,79190,32365,12298,4374,1399,413,105,25,4,1"
LpCO_`??G?_@?C,"0,0,0,0,0,1,12,69,320,1193,3901,11381,30503,75757,176842,390739,822930,1660880,3227327,6060062,11032047,19525022,33674850,56713479,93433953,150811349,238814064,371450479,568085350,855077903,1267770304,1852871021,2671241614,3801117058,5341708741,7417200346,10181010047,13820263282,18560268561,24668886112,32460442859,42299050293,54600874625,69835161490,88523517053,111237274448,138592385538,171241834033,209865048025,255154477800,307799020589,368464744182,437772747402,516275083184,604428787370,702569285873,810883542841,929384512228,1057887330789,1195989157416,1343052960914,1498197144520,1660291193979,1827958941229,1999589106727,2173354465859,2347238498249,2519070305526,2686566073163,2847377113745,2999142063726,3139542940249,3266361908953,3377538227869,3471222130061,3545824914555,3600062158543,3632989835320,3644030469880,3632989835320,3600062158543,3545824914555,3471222130061,3377538227869,3266361908953,3139542940249,2999142063726,2847377113745,2686566073163,2519070305526,2347238498249,2173354465859,1999589106727,1827958941229,1660291193979,1498197144520,1343052960914,1195989157416,1057887330789,929384512228,810883542841,702569285873,604428787370,516275083184,437772747402,368464744182,307799020589,255154477800,209865048025,171241834033,138592385538,111237274448,88523517053,69835161490,54600874625,42299050293,32460442859,24668886112,18560268561,13820263282,10181010047,7417200346,5341708741,3801117058,2671241614,1852871021,1267770304,855077903,568085350,371450479,238814064,150811349,93433953,56713479,33674850,19525022,11032047,6060062,3227327,1660880,822930,390739,176842,75757,30503,11381,3901,1193,320,69,12,1"
LpCO_`??G?_@?G,"0,0,0,0,1,4,27,103,421,1377,4322,12102,31865,77962,180678,396549,832338,1674763,3248368,6090028,11075628,19584957,33758577,56825531,93585041,151008099,239071696,371777116,568501491,855593215,1268409370,1853644241,2672178130,3802224287,5343018983,7418716313,10182763406,13822248432,18562514963,24671373533,32463196812,42302033684,54604103808,69838580659,88527135088,111241011405,138596244846,171245715657,209868949426,255158282655,307802728254,368468223148,437776007910,516277987039,604431356650,702571385249,810885217547,929385628153,1057887963135,1195989181894,1343052478262,1498196043373,1660289603836,1827956755552,1999586483915,2173351304125,2347234971088,2519066316239,2686561808531,2847372466525,2999137231235,3139537807977,3266356670795,3377532762886,3471216630324,3545819245364,3600056514261,3632984073532,3644024777816,3632984073532,3600056514261,3545819245364,3471216630324,3377532762886,3266356670795,3139537807977,2999137231235,2847372466525,2686561808531,2519066316239,2347234971088,2173351304125,1999586483915,1827956755552,1660289603836,1498196043373,1343052478262,1195989181894,1057887963135,929385628153,810885217547,702571385249,604431356650,516277987039,437776007910,368468223148,307802728254,255158282655,209868949426,171245715657,138596244846,111241011405,88527135088,69838580659,54604103808,42302033684,32463196812,24671373533,18562514963,13822248432,10182763406,7418716313,5343018983,3802224287,2672178130,1853644241,1268409370,855593215,568501491,371777116,239071696,151008099,93585041,56825531,33758577,19584957,11075628,6090028,3248368,1674763,832338,396549,180678,77962,31865,12102,4322,1377,421,103,27,4,1"
LpCO_`??G?_@O?,"0,0,0,0,0,1,10,67,302,1165,3820,11244,30241,75379,176242,389967,821946,1659833,3226249,6059594,11032586,19527829,33681185,56725922,93455144,150845890,238866576,371528364,568196125,855232231,1267978926,1853148662,2671601709,3801577660,5342286001,7417914248,10181876921,13821303054,18561494922,24670316157,32462084378,42300912967,54602956940,69837463319,88526023391,111239972812,138595246666,171244831121,209868137697,255157621616,307802162821,368467838409,437775729989,516277904010,604431382802,702571609068,810885534141,929386135810,1057888538592,1195989927903,1343053262286,1498196972711,1660290533412,1827957807290,1999587499315,2173352415992,2347236020479,2519067441320,2686562844490,2847373570846,2999138230840,3139538868218,3266357622438,3377533775763,3471217534184,3545820221889,3600057385521,3632985026005,3644025640082,3632985026005,3600057385521,3545820221889,3471217534184,3377533775763,3266357622438,3139538868218,2999138230840,2847373570846,2686562844490,2519067441320,2347236020479,2173352415992,1999587499315,1827957807290,1660290533412,1498196972711,1343053262286,1195989927903,1057888538592,929386135810,810885534141,702571609068,604431382802,516277904010,437775729989,368467838409,307802162821,255157621616,209868137697,171244831121,138595246666,111239972812,88526023391,69837463319,54602956940,42300912967,32462084378,24670316157,18561494922,13821303054,10181876921,7417914248,5342286001,3801577660,2671601709,1853148662,1267978926,855232231,568196125,371528364,238866576,150845890,93455144,56725922,33681185,19527829,11032586,6059594,3226249,1659833,821946,389967,176242,75379,30241,11244,3820,1165,302,67,10,1"
LpCO`?@O??_@?@,"0,0,0,0,0,1,5,36,161,672,2342,7419,20991,55103,134019,307270,666528,1380342,2739378,5239225,9686291,17376048,30317545,51582706,85740617,139492607,222440050,348156815,535448478,810033336,1206459973,1770562239,2562158118,3658382486,5157188766,7181506659,9883387014,13448703149,18101485156,24108592645,31783455945,41489776284,53643572581,68714665960,87225656988,109749823119,136905596299,169349558928,207765298249,252850608100,305300171636,365786940296,434939048826,513316421205,601383644284,699484104431,807811780710,926386513368,1055028677037,1193339969426,1340685571069,1496184914450,1658705652974,1826868324315,1999055223470,2173431263544,2347969007948,2520485590185,2688682622066,2850196526103,3002649219843,3143706686578,3271134229635,3382856061466,3477007597592,3551988216177,3606502734618,3639600109803,3650697647932,3639600109803,3606502734618,3551988216177,3477007597592,3382856061466,3271134229635,3143706686578,3002649219843,2850196526103,2688682622066,2520485590185,2347969007948,2173431263544,1999055223470,1826868324315,1658705652974,1496184914450,1340685571069,1193339969426,1055028677037,926386513368,807811780710,699484104431,601383644284,513316421205,434939048826,365786940296,305300171636,252850608100,207765298249,169349558928,136905596299,109749823119,87225656988,68714665960,53643572581,41489776284,31783455945,24108592645,18101485156,13448703149,9883387014,7181506659,5157188766,3658382486,2562158118,1770562239,1206459973,810033336,535448478,348156815,222440050,139492607,85740617,51582706,30317545,17376048,9686291,5239225,2739378,1380342,666528,307270,134019,55103,20991,7419,2342,672,161,36,5,1"
LpCO`?_O??_@?@,"0,0,0,0,0,0,4,34,182,746,2670,8326,23504,60937,147176,334212,719941,1480050,2919965,5552847,10216894,18245853,31711473,53760467,89076272,144494209,229808421,358813747,550618466,831277448,1235781668,1810439414,2615667393,3729215947,5249784522,7301027091,10035838316,13640843473,18340907329,24403530694,32142804047,41922758329,54159681029,69323169377,87935454635,110568792514,137840381311,170404781877,208943339656,254150737618,306718402687,367315175479,436565111578,515023322063,603149915493,701283286903,809613162021,928154921628,1056725672475,1194923974440,1342113521503,1497412670733,1659690029740,1827567674671,1999431675112,2173451292609,2347605675913,2519718867555,2687501390657,2848598444385,3000642261678,3141308380136,3268372594260,3379768116998,3473639661055,3548393723466,3602741948771,3635737409676,3646800839790,3635737409676,3602741948771,3548393723466,3473639661055,3379768116998,3268372594260,3141308380136,3000642261678,2848598444385,2687501390657,2519718867555,2347605675913,2173451292609,1999431675112,1827567674671,1659690029740,1497412670733,1342113521503,1194923974440,1056725672475,928154921628,809613162021,701283286903,603149915493,515023322063,436565111578,367315175479,306718402687,254150737618,208943339656,170404781877,137840381311,110568792514,87935454635,69323169377,54159681029,41922758329,32142804047,24403530694,18340907329,13640843473,10035838316,7301027091,5249784522,3729215947,2615667393,1810439414,1235781668,831277448,550618466,358813747,229808421,144494209,89076272,53760467,31711473,18245853,10216894,5552847,2919965,1480050,719941,334212,147176,60937,23504,8326,2670,746,182,34,4"
LpCO`A?O??_@?@,"0,0,0,0,0,1,6,38,181,739,2568,8019,22559,58647,141772,322889,696972,1436461,2839772,5412002,9976088,17847624,31068243,52748853,87517223,142143988,226329099,353759487,543394943,821125129,1221722276,1791261177,2589861028,3694966877,5204906869,7242973879,9961639112,13547152188,18223956442,24259228276,31966722050,41710297162,53906095410,69023819352,87585869798,110165002901,137379019833,169883481123,208360835596,253507316702,306015962326,366557663724,435758506299,514176008099,602272507216,700388907148,808717053329,927274572014,1055880207879,1194134109627,1341400715738,1496798953887,1659196953886,1827216052993,1999240439927,2173437230177,2347782276927,2520096204331,2688085068881,2849389709800,3001637196171,3142498309657,3269743582319,3381301757787,3475312874693,3550179893594,3604611028965,3637657313280,3648737743272,3637657313280,3604611028965,3550179893594,3475312874693,3381301757787,3269743582319,3142498309657,3001637196171,2849389709800,2688085068881,2520096204331,2347782276927,2173437230177,1999240439927,1827216052993,1659196953886,1496798953887,1341400715738,1194134109627,1055880207879,927274572014,808717053329,700388907148,602272507216,514176008099,435758506299,366557663724,306015962326,253507316702,208360835596,169883481123,137379019833,110165002901,87585869798,69023819352,53906095410,41710297162,31966722050,24259228276,18223956442,13547152188,9961639112,7242973879,5204906869,3694966877,2589861028,1791261177,1221722276,821125129,543394943,353759487,226329099,142143988,87517223,52748853,31068243,17847624,9976088,5412002,2839772,1436461,696972,322889,141772,58647,22559,8019,2568,739,181,38,6,1"
LpCO`@??G?_@?A,"0,0,0,0,0,1,6,42,201,797,2764,8481,23689,61009,146648,332039,713884,1465845,2889922,5493970,10107524,18051834,31379997,53212505,88196023,143116356,227701321,355660335,545992015,824614705,1226351964,1797311503,2597673040,3704915909,5217432707,7258541475,9980777378,13570393888,18251883762,24292396492,32005708764,41755603830,53958213874,69083102170,87652616764,110239313253,137460893595,169972653181,208456915422,253609589856,306123575590,366669417038,435873069033,514291700827,602387577808,700501276614,808824653889,927375080316,1055971412683,1194213631511,1341466428898,1496848648887,1659228813368,1827228282991,1999231748117,2173406430095,2347728795457,2520019608241,2687985607869,2849267799300,3001493938345,3142334953373,3269562053349,3381104044583,3475101588509,3549957625438,3604380877349,3637422247262,3648501132368,3637422247262,3604380877349,3549957625438,3475101588509,3381104044583,3269562053349,3142334953373,3001493938345,2849267799300,2687985607869,2520019608241,2347728795457,2173406430095,1999231748117,1827228282991,1659228813368,1496848648887,1341466428898,1194213631511,1055971412683,927375080316,808824653889,700501276614,602387577808,514291700827,435873069033,366669417038,306123575590,253609589856,208456915422,169972653181,137460893595,110239313253,87652616764,69083102170,53958213874,41755603830,32005708764,24292396492,18251883762,13570393888,9980777378,7258541475,5217432707,3704915909,2597673040,1797311503,1226351964,824614705,545992015,355660335,227701321,143116356,88196023,53212505,31379997,18051834,10107524,5493970,2889922,1465845,713884,332039,146648,61009,23689,8481,2764,797,201,42,6,1"
LpCO`@??G?_@?C,"0,0,0,0,0,0,3,29,160,685,2480,7854,22318,58321,141495,322818,697629,1438708,2845313,5423336,9997544,17885492,31132254,52852538,87680010,142392116,226698217,354295600,544158099,822190358,1223183256,1793230925,2592475918,3698385677,5209313657,7248575692,9968666904,13555856048,18234603204,24272093372,31982085171,41728429718,53927252260,69048224329,87613705400,110196392993,137414019377,169922059950,208402868296,253552570182,306064089396,366608196477,435810857378,514229470297,602326262103,700442036369,808768554256,927323376253,1055925205920,1194174176388,1341434738812,1496825865007,1659215757079,1827225856035,1999240481532,2173426905835,2347761158805,2520064063705,2688041883517,2849335675593,3001572726655,3142424035115,3269660335955,3381210565638,3475214930179,3550076538939,3604503722469,3637547601240,3648627222022,3637547601240,3604503722469,3550076538939,3475214930179,3381210565638,3269660335955,3142424035115,3001572726655,2849335675593,2688041883517,2520064063705,2347761158805,2173426905835,1999240481532,1827225856035,1659215757079,1496825865007,1341434738812,1194174176388,1055925205920,927323376253,808768554256,700442036369,602326262103,514229470297,435810857378,366608196477,306064089396,253552570182,208402868296,169922059950,137414019377,110196392993,87613705400,69048224329,53927252260,41728429718,31982085171,24272093372,18234603204,13555856048,9968666904,7248575692,5209313657,3698385677,2592475918,1793230925,1223183256,822190358,544158099,354295600,226698217,142392116,87680010,52852538,31132254,17885492,9997544,5423336,2845313,1438708,697629,322818,141495,58321,22318,7854,2480,685,160,29,3"
LpCO`@??G?_@?G,"0,0,0,0,0,1,6,40,189,759,2634,8167,22931,59415,143414,326007,702856,1446869,2858000,5442240,10025482,17925590,31189157,52931133,87787831,142536326,226889579,354544425,544478821,822595737,1223692060,1793857725,2593242352,3699307505,5210413651,7249867193,9970173082,13557584100,18236571850,24274301934,31984544478,41731125324,53930187070,69051366498,87617045622,110199883911,137417638787,169925742335,208406585668,253556240124,306067678556,366611616538,435814074419,514232390921,602328865408,700444228784,808770329821,927324654834,1055925998735,1194174415033,1341434464040,1496825017933,1659214401176,1827223951657,1999238108169,2173424032147,2347757887343,2520060362391,2688037864271,2849331312090,3001568128703,3142419171213,3269655322951,3381205357565,3475209640207,3550071121388,3604498279993,3637542081860,3648621733280,3637542081860,3604498279993,3550071121388,3475209640207,3381205357565,3269655322951,3142419171213,3001568128703,2849331312090,2688037864271,2520060362391,2347757887343,2173424032147,1999238108169,1827223951657,1659214401176,1496825017933,1341434464040,1194174415033,1055925998735,927324654834,808770329821,700444228784,602328865408,514232390921,435814074419,366611616538,306067678556,253556240124,208406585668,169925742335,137417638787,110199883911,87617045622,69051366498,53930187070,41731125324,31984544478,24274301934,18236571850,13557584100,9970173082,7249867193,5210413651,3699307505,2593242352,1793857725,1223692060,822595737,544478821,354544425,226889579,142536326,87787831,52931133,31189157,17925590,10025482,5442240,2858000,1446869,702856,326007,143414,59415,22931,8167,2634,759,189,40,6,1"
LpCO`@??G?_@O?,"0,0,0,0,0,0,3,31,168,713,2567,8045,22782,59235,143301,326042,703367,1448139,2860743,5447382,10034531,17940383,31212609,52966693,87840539,142611963,226995811,354690133,544675270,822855092,1224029340,1794288716,2593784937,3699980071,5211236383,7250859026,9971353782,13558970546,18238180009,24276143747,31986628498,41733453408,53932757229,69054168246,87620062552,110203091389,137421005399,169929227790,208410145028,253559820618,306071223882,366615066394,435817366397,514235462073,602331656105,700446680644,808772389892,927326277455,1055927144899,1194175055043,1341434577988,1496824594362,1659213438418,1827222458852,1999236100242,2173421533786,2347754928777,2520056978181,2688034092334,2849327195460,3001563707119,3142414487502,3269650417068,3381200268958,3475204405440,3550065777511,3604492857385,3637536614083,3648616250316,3637536614083,3604492857385,3550065777511,3475204405440,3381200268958,3269650417068,3142414487502,3001563707119,2849327195460,2688034092334,2520056978181,2347754928777,2173421533786,1999236100242,1827222458852,1659213438418,1496824594362,1341434577988,1194175055043,1055927144899,927326277455,808772389892,700446680644,602331656105,514235462073,435817366397,366615066394,306071223882,253559820618,208410145028,169929227790,137421005399,110203091389,87620062552,69054168246,53932757229,41733453408,31986628498,24276143747,18238180009,13558970546,9971353782,7250859026,5211236383,3699980071,2593784937,1794288716,1224029340,822855092,544675270,354690133,226995811,142611963,87840539,52966693,31212609,17940383,10034531,5447382,2860743,1448139,703367,326042,143301,59235,22782,8045,2567,713,168,31,3"
LpCOc?@O??_@?@,"0,0,0,0,0,1,7,42,199,780,2680,8229,22891,59051,141921,321996,693148,1426056,2815842,5362801,9881355,17675458,30768295,52245820,86699071,140851183,224335508,350756145,538962482,814711080,1212605025,1778522745,2572343204,3671245602,5173246390,7201308447,9907535738,13477813801,18136203434,24149538359,31831245533,41544947672,53706613567,68785925764,87305380244,109838049819,137002214333,169454188582,207877369309,252969242432,305424282964,365915114346,435069682804,513447598481,601513311056,699609945869,807931428798,926497421154,1055128365081,1193425880072,1340755345021,1496236235058,1658736532918,1826876926085,1999040164966,2173391398766,2347903736036,2520394607079,2688566221082,2850055313369,3002484414121,3143519788502,3270927317437,3382631438498,3476768067354,3551736703921,3606242567820,3639334613319,3650430419292,3639334613319,3606242567820,3551736703921,3476768067354,3382631438498,3270927317437,3143519788502,3002484414121,2850055313369,2688566221082,2520394607079,2347903736036,2173391398766,1999040164966,1826876926085,1658736532918,1496236235058,1340755345021,1193425880072,1055128365081,926497421154,807931428798,699609945869,601513311056,513447598481,435069682804,365915114346,305424282964,252969242432,207877369309,169454188582,137002214333,109838049819,87305380244,68785925764,53706613567,41544947672,31831245533,24149538359,18136203434,13477813801,9907535738,7201308447,5173246390,3671245602,2572343204,1778522745,1212605025,814711080,538962482,350756145,224335508,140851183,86699071,52245820,30768295,17675458,9881355,5362801,2815842,1426056,693148,321996,141921,59051,22891,8229,2680,780,199,42,7,1"
LpCOcA?O??_@?@,"0,0,0,0,1,4,29,106,428,1369,4245,11743,30763,75040,173721,381495,801882,1616252,3141152,5901302,10754402,19054690,32906685,55489960,91538295,147935990,234548682,365238375,559208237,842595937,1250508781,1829347675,2639656688,3759275674,5287029884,7346636080,10091091073,13707032112,18419374947,24495551551,32249625828,42045448614,54299184271,69480121518,88110257373,110761407802,138050436861,170631343206,209185068116,254405650721,306984087301,367588548453,436842701016,515301026509,603423363434,701547587588,809863336401,928385651538,1056931792795,1195100196069,1342254983278,1497514624082,1659748424189,1827578796890,1999392750450,2173360060037,2347460998000,2519520227860,2687249500673,2848294670933,3000289211738,3140909256329,3267931770198,3379290427289,3473130958037,3547860117716,3602190352274,3635174745219,3646234575616,3635174745219,3602190352274,3547860117716,3473130958037,3379290427289,3267931770198,3140909256329,3000289211738,2848294670933,2687249500673,2519520227860,2347460998000,2173360060037,1999392750450,1827578796890,1659748424189,1497514624082,1342254983278,1195100196069,1056931792795,928385651538,809863336401,701547587588,603423363434,515301026509,436842701016,367588548453,306984087301,254405650721,209185068116,170631343206,138050436861,110761407802,88110257373,69480121518,54299184271,42045448614,32249625828,24495551551,18419374947,13707032112,10091091073,7346636080,5287029884,3759275674,2639656688,1829347675,1250508781,842595937,559208237,365238375,234548682,147935990,91538295,55489960,32906685,19054690,10754402,5901302,3141152,1616252,801882,381495,173721,75040,30763,11743,4245,1369,428,106,29,4,1"
LpCOc@??G?_@?A,"0,0,0,0,1,4,25,92,364,1183,3725,10467,27873,68928,161417,357947,758496,1539190,3008508,5679364,10392324,18478046,32007725,54116728,89479771,144904440,230158012,358980099,550421181,830435613,1233911927,1806995637,2609938346,3720253942,5236407236,7281733420,10008832297,13603943340,18291601575,24338899273,32059618740,41817425170,54028416493,69161965242,87740336439,110335827376,137566011835,170085859706,208577545096,253736601109,306255775531,366805221257,436010768622,514429209623,602522761196,700631662440,808947824535,927488367158,1056072324283,1194299522645,1341534983774,1496897494816,1659256050961,1827232060486,1999210802806,2173359624475,2347655684858,2519919901896,2687859768221,2849116456163,3001318473328,3142136880659,3269343617364,3380867538055,3474849968957,3549693802172,3604108311270,3637144235567,3648221409648,3637144235567,3604108311270,3549693802172,3474849968957,3380867538055,3269343617364,3142136880659,3001318473328,2849116456163,2687859768221,2519919901896,2347655684858,2173359624475,1999210802806,1827232060486,1659256050961,1496897494816,1341534983774,1194299522645,1056072324283,927488367158,808947824535,700631662440,602522761196,514429209623,436010768622,366805221257,306255775531,253736601109,208577545096,170085859706,137566011835,110335827376,87740336439,69161965242,54028416493,41817425170,32059618740,24338899273,18291601575,13603943340,10008832297,7281733420,5236407236,3720253942,2609938346,1806995637,1233911927,830435613,550421181,358980099,230158012,144904440,89479771,54116728,32007725,18478046,10392324,5679364,3008508,1539190,758496,357947,161417,68928,27873,10467,3725,1183,364,92,25,4,1"
LpCOc@??G?_@?C,"0,0,0,0,0,1,10,56,255,959,3178,9452,25751,65149,154401,346115,738124,1506471,2955595,5597808,10266979,18292033,31733436,53723752,88920771,144128154,229089302,357537900,548492448,827902147,1230613207,1802769163,2604571802,3713538137,5228077964,7271543269,9996473562,13589147544,18274042261,24318314790,32035698391,41789961131,53997156450,69126807051,87701144174,110292656173,137518893975,170035064182,208523309265,253679443960,306196169474,366743939109,435948513836,514366997960,602461480274,700572519716,808891832317,927436830653,1056026286553,1194260291961,1341503509572,1496874976293,1659243240700,1827229922907,1999219796410,2173380398329,2347688308719,2519964651793,2687916294119,2849184614739,3001397495949,3142226228395,3269442116406,3380974308714,3474963511248,3549812952547,3604231346346,3637269819199,3648347685456,3637269819199,3604231346346,3549812952547,3474963511248,3380974308714,3269442116406,3142226228395,3001397495949,2849184614739,2687916294119,2519964651793,2347688308719,2173380398329,1999219796410,1827229922907,1659243240700,1496874976293,1341503509572,1194260291961,1056026286553,927436830653,808891832317,700572519716,602461480274,514366997960,435948513836,366743939109,306196169474,253679443960,208523309265,170035064182,137518893975,110292656173,87701144174,69126807051,53997156450,41789961131,32035698391,24318314790,18274042261,13589147544,9996473562,7271543269,5228077964,3713538137,2604571802,1802769163,1230613207,827902147,548492448,357537900,229089302,144128154,88920771,53723752,31733436,18292033,10266979,5597808,2955595,1506471,738124,346115,154401,65149,25751,9452,3178,959,255,56,10,1"
LpCOc@??G?_@?G,"0,0,0,0,1,4,27,94,382,1199,3767,10501,27839,68646,160643,355921,754254,1530832,2993144,5652288,10347008,18404052,31891183,53937516,89211197,144510210,229592016,358181185,549314985,828927865,1231889735,1804322533,2606457242,3715779158,5230733672,7274628668,10000046925,13593207420,18278639107,24323422541,32041354152,41796105538,54003808287,69133868308,87708613023,110300393162,137526878177,170043116558,208531397726,253687355435,306203869393,366751193765,435955300776,514373072765,602466848124,700576940172,808895351359,927439224198,1056027650075,1194260424607,1341502564724,1496872776310,1659239992463,1827225473986,1999214399720,2173373914413,2347681029300,2519956441188,2687907466977,2849175030285,3001387476808,3142215620541,3269431245876,3380962999157,3474952082649,3549801214594,3604219610002,3637257879569,3648335851484,3637257879569,3604219610002,3549801214594,3474952082649,3380962999157,3269431245876,3142215620541,3001387476808,2849175030285,2687907466977,2519956441188,2347681029300,2173373914413,1999214399720,1827225473986,1659239992463,1496872776310,1341502564724,1194260424607,1056027650075,927439224198,808895351359,700576940172,602466848124,514373072765,435955300776,366751193765,306203869393,253687355435,208531397726,170043116558,137526878177,110300393162,87708613023,69133868308,54003808287,41796105538,32041354152,24323422541,18278639107,13593207420,10000046925,7274628668,5230733672,3715779158,2606457242,1804322533,1231889735,828927865,549314985,358181185,229592016,144510210,89211197,53937516,31891183,18404052,10347008,5652288,2993144,1530832,754254,355921,160643,68646,27839,10501,3767,1199,382,94,27,4,1"
LpCOc@??G?_@O?,"0,0,0,0,0,1,8,50,225,885,2969,8971,24723,63079,150443,338961,725548,1485196,2920691,5542024,10179924,18159446,31535257,53433519,88503382,143537877,228267866,356412673,546972805,825878845,1227955359,1799322508,2600157881,3707954715,5221097146,7262916373,9985932228,13576408050,18258812958,24300304575,32014622560,41765557287,53969194001,69095099830,87665566348,110253156445,137475504275,169987918612,208472651213,253625632214,306139687972,366685397650,435888640235,514306639948,602401590688,700514138165,808836073177,927384857661,1055979281964,1194219437592,1341469953200,1496849795556,1659227424077,1827224336218,1999225151442,2173397239614,2347716990891,2520005316703,2687968874562,2849248821834,3001472816087,3142311939088,3269537294289,3381077836330,3475074113575,3549929212127,3604351727218,3637392707090,3648471417530,3637392707090,3604351727218,3549929212127,3475074113575,3381077836330,3269537294289,3142311939088,3001472816087,2849248821834,2687968874562,2520005316703,2347716990891,2173397239614,1999225151442,1827224336218,1659227424077,1496849795556,1341469953200,1194219437592,1055979281964,927384857661,808836073177,700514138165,602401590688,514306639948,435888640235,366685397650,306139687972,253625632214,208472651213,169987918612,137475504275,110253156445,87665566348,69095099830,53969194001,41765557287,32014622560,24300304575,18258812958,13576408050,9985932228,7262916373,5221097146,3707954715,2600157881,1799322508,1227955359,825878845,546972805,356412673,228267866,143537877,88503382,53433519,31535257,18159446,10179924,5542024,2920691,1485196,725548,338961,150443,63079,24723,8971,2969,885,225,50,8,1"
LpCOa?@?G?_A?C,"0,0,0,0,1,4,25,98,388,1291,4053,11417,30217,74336,172931,381141,802762,1620330,3151484,5923436,10796546,19130338,33034835,55699134,91867181,148439150,235297296,366327907,560758827,844761913,1253477961,1833351667,2644967926,3766218220,5295970744,7357995612,10105328475,13724652448,18440905615,24521547375,32280634722,42082013358,54341798845,69529229908,88166201947,110824430760,138120620347,170708618674,209269155542,254496076137,307080126863,367689265681,436946894422,515407289143,603530043398,701652866822,809965204333,928482007990,1057020425027,1195178904373,1342321563590,1497567000580,1659784632329,1827597123266,1999391697918,2173338488957,2347418075710,2519455553532,2687163037093,2848186854945,3000160853704,3140761638843,3267766522654,3379109597725,3472936872917,3547655440692,3601977916824,3634957609261,3646015843496,3634957609261,3601977916824,3547655440692,3472936872917,3379109597725,3267766522654,3140761638843,3000160853704,2848186854945,2687163037093,2519455553532,2347418075710,2173338488957,1999391697918,1827597123266,1659784632329,1497567000580,1342321563590,1195178904373,1057020425027,928482007990,809965204333,701652866822,603530043398,515407289143,436946894422,367689265681,307080126863,254496076137,209269155542,170708618674,138120620347,110824430760,88166201947,69529229908,54341798845,42082013358,32280634722,24521547375,18440905615,13724652448,10105328475,7357995612,5295970744,3766218220,2644967926,1833351667,1253477961,844761913,560758827,366327907,235297296,148439150,91867181,55699134,33034835,19130338,10796546,5923436,3151484,1620330,802762,381141,172931,74336,30217,11417,4053,1291,388,98,25,4,1"
