graph6,polynomial
KpD?GCCO??_@,"0,0,0,0,0,0,2,24,138,596,2106,6464,17666,44186,102470,223294,460976,908404,1718284,3134828,5536224,9494768,15854252,25830700,41140712,64155536,98090820,147220546,217131732,314984056,449815174,632809036,877606954,1200515528,1620752952,2160490162,2844937852,3702100732,4762597640,6059007020,7625348078,9495929736,11704477522,14282486114,17258066390,20653903916,24486027210,28761585344,33477840914,38620084016,44161222128,50060181264,56262459780,62699325040,69289590526,75939790668,82547267732,89001290980,95187302942,100988728238,106291978442,110988484302,114979879504,118179671408,120517953540,121942141774,122420628648,121942141774,120517953540,118179671408,114979879504,110988484302,106291978442,100988728238,95187302942,89001290980,82547267732,75939790668,69289590526,62699325040,56262459780,50060181264,44161222128,38620084016,33477840914,28761585344,24486027210,20653903916,17258066390,14282486114,11704477522,9495929736,7625348078,6059007020,4762597640,3702100732,2844937852,2160490162,1620752952,1200515528,877606954,632809036,449815174,314984056,217131732,147220546,98090820,64155536,41140712,25830700,15854252,9494768,5536224,3134828,1718284,908404,460976,223294,102470,44186,17666,6464,2106,596,138,24,2"
KpD?GCCO??_A,"0,0,0,0,0,1,7,42,190,745,2465,7299,19418,47771,109241,235831,482882,945951,1779930,3234285,5691182,9732398,16208180,26350036,41884049,65204553,99539154,149193762,219767399,318460030,454316667,638567196,884847775,1209511932,1631749083,2173771386,2860724619,3720642052,4784029089,6083475829,7652830572,9526398228,11737674476,14318143574,17295635287,20692837868,24525465360,28800711048,33515516075,38655289195,44192639535,50086717811,56282773454,62712426836,69294306859,75935434886,82533031388,88976970483,95152614569,100944074054,106237683579,110925587978,114909299656,118103008353,120436595723,121858074343,122335500094,121858074343,120436595723,118103008353,114909299656,110925587978,106237683579,100944074054,95152614569,88976970483,82533031388,75935434886,69294306859,62712426836,56282773454,50086717811,44192639535,38655289195,33515516075,28800711048,24525465360,20692837868,17295635287,14318143574,11737674476,9526398228,7652830572,6083475829,4784029089,3720642052,2860724619,2173771386,1631749083,1209511932,884847775,638567196,454316667,318460030,219767399,149193762,99539154,65204553,41884049,26350036,16208180,9732398,5691182,3234285,1779930,945951,482882,235831,109241,47771,19418,7299,2465,745,190,42,7,1"
KpD?GCCO??g?,"0,0,0,0,0,0,2,27,159,684,2391,7236,19547,48294,110976,239741,491353,962065,1809953,3285888,5778610,9872726,16429831,26686615,42387617,65934261,100581864,150644801,221759508,321132971,457857123,643160843,890733806,1216912492,1640940007,2184983561,2874236770,3736646272,4802752739,6105007222,7677276430,9553667196,11767681157,14350546373,17330098089,20728722832,24562161590,28837282061,33551104782,38688717491,44222893461,50112497859,56303057229,62725964117,69300253595,75932785849,82521313096,88955605602,95121657919,100903504194,106188167002,110867699563,114844301114,118032005625,120361323132,121780004219,122256628268,121780004219,120361323132,118032005625,114844301114,110867699563,106188167002,100903504194,95121657919,88955605602,82521313096,75932785849,69300253595,62725964117,56303057229,50112497859,44222893461,38688717491,33551104782,28837282061,24562161590,20728722832,17330098089,14350546373,11767681157,9553667196,7677276430,6105007222,4802752739,3736646272,2874236770,2184983561,1640940007,1216912492,890733806,643160843,457857123,321132971,221759508,150644801,100581864,65934261,42387617,26686615,16429831,9872726,5778610,3285888,1809953,962065,491353,239741,110976,48294,19547,7236,2391,684,159,27,2"
KpD?GCCOA?G?,"0,0,0,0,0,1,13,77,333,1191,3701,10265,26052,61420,136017,285475,571511,1097923,2032884,3642017,6332290,10714312,17679530,28506046,44982744,69570883,105584684,157417043,230772747,332950277,473107038,662563117,915049698,1246973508,1677565570,2229015597,2926418099,3797667349,4873086858,6184981656,7766864523,9652601920,11875209273,14465605179,17451039482,20853576614,24688336831,28961937358,33670830243,38800022994,44321868253,50195415575,56365999427,62765527249,69313113284,75916479225,82473716495,88875756280,95009118492,100759187855,106013570734,110665705473,114618276264,117786563622,120101309214,121511218255,121984731252,121511218255,120101309214,117786563622,114618276264,110665705473,106013570734,100759187855,95009118492,88875756280,82473716495,75916479225,69313113284,62765527249,56365999427,50195415575,44321868253,38800022994,33670830243,28961937358,24688336831,20853576614,17451039482,14465605179,11875209273,9652601920,7766864523,6184981656,4873086858,3797667349,2926418099,2229015597,1677565570,1246973508,915049698,662563117,473107038,332950277,230772747,157417043,105584684,69570883,44982744,28506046,17679530,10714312,6332290,3642017,2032884,1097923,571511,285475,136017,61420,26052,10265,3701,1191,333,77,13,1"
KpD?GD??G?g?,"0,0,0,0,0,1,9,49,223,819,2660,7685,20217,49197,111839,240132,490073,957250,1797573,3260633,5730248,9788376,16287483,26459443,42033242,65403428,99801084,149532161,220199077,319001355,454987396,639384833,885832613,1210680634,1633118768,2175353875,2862530673,3722673392,4786284988,6085945423,7655496542,9529232734,11740643281,14321199689,17298726364,20695901844,24528433084,28803508693,33518067459,38657514112,44194461346,50088064296,56283575203,62712626945,69293858076,75934302489,82531195580,88974430943,95149381098,100940181060,106233177733,110920533035,114903772266,118097103288,120430408741,121851717942,122329085942,121851717942,120430408741,118097103288,114903772266,110920533035,106233177733,100940181060,95149381098,88974430943,82531195580,75934302489,69293858076,62712626945,56283575203,50088064296,44194461346,38657514112,33518067459,28803508693,24528433084,20695901844,17298726364,14321199689,11740643281,9529232734,7655496542,6085945423,4786284988,3722673392,2862530673,2175353875,1633118768,1210680634,885832613,639384833,454987396,319001355,220199077,149532161,99801084,65403428,42033242,26459443,16287483,9788376,5730248,3260633,1797573,957250,490073,240132,111839,49197,20217,7685,2660,819,223,49,9,1"
KpD?GD??G@?C,"0,0,0,0,0,1,10,57,257,931,2985,8476,22030,52946,119264,253879,514727,999365,1867723,3373382,5907299,10058545,16691592,27049416,42878978,66590937,101440747,151754617,223165125,322893583,460020097,645791523,893873734,1220624263,1645247533,2189936640,2879826455,3742898400,4809611435,6112464033,7685217794,9562046012,11776320210,14359362342,17338853564,20737308794,24570292213,28844842002,33557778965,38694409055,44227283414,50115534230,56304442078,62725715269,69298116432,75928866222,82515415780,88947933704,95112082707,100892325387,106175321312,110853572113,114828884442,118015752016,120344265494,121762637616,122239007028,121762637616,120344265494,118015752016,114828884442,110853572113,106175321312,100892325387,95112082707,88947933704,82515415780,75928866222,69298116432,62725715269,56304442078,50115534230,44227283414,38694409055,33557778965,28844842002,24570292213,20737308794,17338853564,14359362342,11776320210,9562046012,7685217794,6112464033,4809611435,3742898400,2879826455,2189936640,1645247533,1220624263,893873734,645791523,460020097,322893583,223165125,151754617,101440747,66590937,42878978,27049416,16691592,10058545,5907299,3373382,1867723,999365,514727,253879,119264,52946,22030,8476,2985,931,257,57,10,1"
KpD?GD??G@G?,"0,0,0,0,0,0,5,40,198,786,2627,7719,20497,50067,114063,244983,499906,975677,1830754,3317341,5824335,9938721,16521827,26814055,42558660,66162807,100878241,151027910,222240780,321736052,458592515,644055762,891794107,1218167217,1642385291,2186647575,2876100974,3738734498,4805025823,6107484106,7679892008,9556434354,11770508155,14353441163,17332941666,20731525306,24564778181,28839731283,33553225160,38690542359,44224250620,50113448732,56303424245,62725842128,69299471514,75931474853,82519311348,88953087515,95118470759,100899861583,106183932019,110863116002,114839243156,118026746668,120355742043,121774390578,122250868698,121774390578,120355742043,118026746668,114839243156,110863116002,106183932019,100899861583,95118470759,88953087515,82519311348,75931474853,69299471514,62725842128,56303424245,50113448732,44224250620,38690542359,33553225160,28839731283,24564778181,20731525306,17332941666,14353441163,11770508155,9556434354,7679892008,6107484106,4805025823,3738734498,2876100974,2186647575,1642385291,1218167217,891794107,644055762,458592515,321736052,222240780,151027910,100878241,66162807,42558660,26814055,16521827,9938721,5824335,3317341,1830754,975677,499906,244983,114063,50067,20497,7719,2627,786,198,40,5"
KpD?GD??I??@,"0,0,0,0,0,0,2,26,146,632,2214,6770,18404,45844,105914,230086,473610,931076,1757270,3199800,5641262,9660076,16107670,26210526,41697404,64955078,99216742,148777384,219246288,317808302,453525676,637607458,883716734,1208179016,1630223138,2172023582,2858781154,3718478318,4781694172,6080951104,7650191730,9523631532,11734883678,14315316834,17292902698,20690182654,24523039552,28798484596,33513656346,38653743592,44191582842,50086066946,56282704330,62712819312,69295332956,75936935354,82535171686,88979553160,95155798720,100947628646,106241762410,110929932728,114914060796,118107908262,120441783324,121863259986,122340832236,121863259986,120441783324,118107908262,114914060796,110929932728,106241762410,100947628646,95155798720,88979553160,82535171686,75936935354,69295332956,62712819312,56282704330,50086066946,44191582842,38653743592,33513656346,28798484596,24523039552,20690182654,17292902698,14315316834,11734883678,9523631532,7650191730,6080951104,4781694172,3718478318,2858781154,2172023582,1630223138,1208179016,883716734,637607458,453525676,317808302,219246288,148777384,99216742,64955078,41697404,26210526,16107670,9660076,5641262,3199800,1757270,931076,473610,230086,105914,45844,18404,6770,2214,632,146,26,2"
KpD?GD??I?G?,"0,0,0,0,0,1,12,69,303,1091,3421,9592,24548,58296,129898,274061,551127,1062883,1974433,3547572,6183609,10486123,17337124,28003496,44259416,68550271,104169769,155489975,228190737,329546857,468688893,656915359,907934318,1238139579,1666751839,2215965814,2910887259,3779443534,4852000335,6160930687,7739826350,9622658334,11842555636,14430572840,17414096934,20815342306,24649570559,28923537610,33633812305,38765499469,44291013180,50169428922,56346061352,62752750303,69308494948,75920850470,82487700684,88899724422,95043165869,100803104833,106066844344,110727512457,114687514074,117861867846,120181110702,121593780684,122068227864,121593780684,120181110702,117861867846,114687514074,110727512457,106066844344,100803104833,95043165869,88899724422,82487700684,75920850470,69308494948,62752750303,56346061352,50169428922,44291013180,38765499469,33633812305,28923537610,24649570559,20815342306,17414096934,14430572840,11842555636,9622658334,7739826350,6160930687,4852000335,3779443534,2910887259,2215965814,1666751839,1238139579,907934318,656915359,468688893,329546857,228190737,155489975,104169769,68550271,44259416,28003496,17337124,10486123,6183609,3547572,1974433,1062883,551127,274061,129898,58296,24548,9592,3421,1091,303,69,12,1"
KpD?GD?OA?G?,"0,0,0,0,1,8,42,186,651,2044,5741,14772,35399,79650,170036,346146,676144,1272134,2315134,4086492,7016281,11741790,19192023,30686378,48069212,73859520,111445644,165292462,241193194,346523898,490532437,684605210,942545263,1280789052,1718592758,2278108034,2984375576,3865153046,4950603742,6272775592,7864901247,9760467272,11992099595,14590240664,17581681668,20987971342,24823774824,29095240600,33798463117,38918129344,44426432106,50282344076,56431320729,62805501406,69324443325,75896424814,82420285230,88787787270,94886422627,100602570172,105824892554,110447827884,114375032539,117522619266,119822051680,121222547316,121692890614,121222547316,119822051680,117522619266,114375032539,110447827884,105824892554,100602570172,94886422627,88787787270,82420285230,75896424814,69324443325,62805501406,56431320729,50282344076,44426432106,38918129344,33798463117,29095240600,24823774824,20987971342,17581681668,14590240664,11992099595,9760467272,7864901247,6272775592,4950603742,3865153046,2984375576,2278108034,1718592758,1280789052,942545263,684605210,490532437,346523898,241193194,165292462,111445644,73859520,48069212,30686378,19192023,11741790,7016281,4086492,2315134,1272134,676144,346146,170036,79650,35399,14772,5741,2044,651,186,42,8,1"
KpG`@?_O??_@,"0,0,0,1,3,26,95,381,1174,3432,8946,21917,49944,108244,223132,441303,839996,1546288,2759375,4788574,8097823,13371452,21594121,34158210,52990865,80713296,120825115,177919875,257922723,368351520,518587253,720143780,986923901,1335436537,1784957877,2357605943,3078309431,3974634527,5076454861,6415433034,8024311564,9935993260,12182430603,14793324608,17794677014,21207231591,25044865195,29312996652,34007091009,39111346602,44597650123,50424884195,56538657494,62871524456,69343726489,75864486621,82333830981,88644917033,94686792635,100347497762,105517394015,110092587567,113978298451,117092032303,119366407831,120751511206,121216662862,120751511206,119366407831,117092032303,113978298451,110092587567,105517394015,100347497762,94686792635,88644917033,82333830981,75864486621,69343726489,62871524456,56538657494,50424884195,44597650123,39111346602,34007091009,29312996652,25044865195,21207231591,17794677014,14793324608,12182430603,9935993260,8024311564,6415433034,5076454861,3974634527,3078309431,2357605943,1784957877,1335436537,986923901,720143780,518587253,368351520,257922723,177919875,120825115,80713296,52990865,34158210,21594121,13371452,8097823,4788574,2759375,1546288,839996,441303,223132,108244,49944,21917,8946,3432,1174,381,95,26,3,1"
KpG`@A?O??_@,"0,0,0,0,1,7,45,187,674,2099,5931,15243,36473,82012,174850,355341,692966,1301800,2365393,4169095,7147991,11946487,19502249,31146221,48736073,74807711,112768137,167104328,243632570,349754284,494741960,690006431,949370916,1289288141,1729022071,2290723464,2999418868,3882837955,4971098882,6296187160,7891254289,9789687774,12023997755,14624496926,17617837391,21025423667,24861778487,29132915589,33834812037,38952060145,44456790633,50307951017,56451015601,62818188717,69329142425,75892316343,82406756240,88764468739,94853221046,100559686822,105772832419,110387394250,114307309742,117448942037,119743963437,121141747848,121611176548,121141747848,119743963437,117448942037,114307309742,110387394250,105772832419,100559686822,94853221046,88764468739,82406756240,75892316343,69329142425,62818188717,56451015601,50307951017,44456790633,38952060145,33834812037,29132915589,24861778487,21025423667,17617837391,14624496926,12023997755,9789687774,7891254289,6296187160,4971098882,3882837955,2999418868,2290723464,1729022071,1289288141,949370916,690006431,494741960,349754284,243632570,167104328,112768137,74807711,48736073,31146221,19502249,11946487,7147991,4169095,2365393,1301800,692966,355341,174850,82012,36473,15243,5931,2099,674,187,45,7,1"
KpG`@@??G?_A,"0,0,0,1,3,22,77,299,918,2706,7138,17749,41102,90536,189462,380019,732794,1364974,2462123,4314398,7360577,12251998,19931459,31738958,49538815,75877546,114169293,168911803,245926973,352624824,498280075,694307130,954523999,1295378849,1736121585,2298888183,3008679989,3893200295,4982531617,6308623434,7904584494,9803760634,12038616271,14639423158,17632793360,21040098701,24875833295,29145992688,33846544481,38962084172,44464755747,50313532521,56453924054,62818181856,69326033737,75885983381,82397144641,88751597025,94837182029,100540647902,105751030757,110363132835,114280948951,117420893411,119714678811,121111710188,121580885686,121111710188,119714678811,117420893411,114280948951,110363132835,105751030757,100540647902,94837182029,88751597025,82397144641,75885983381,69326033737,62818181856,56453924054,50313532521,44464755747,38962084172,33846544481,29145992688,24875833295,21040098701,17632793360,14639423158,12038616271,9803760634,7904584494,6308623434,4982531617,3893200295,3008679989,2298888183,1736121585,1295378849,954523999,694307130,498280075,352624824,245926973,168911803,114169293,75877546,49538815,31738958,19931459,12251998,7360577,4314398,2462123,1364974,732794,380019,189462,90536,41102,17749,7138,2706,918,299,77,22,3,1"
KpG`@@??G?_C,"0,0,0,0,1,9,49,217,760,2333,6489,16492,39000,86884,183705,370728,718704,1343578,2430996,4269292,7297355,12163976,19812045,31578638,49328001,75603326,113819154,168469770,245378001,351950946,497465266,693333347,953376901,1294043727,1734588873,2297150034,3006735868,3891053162,4980193370,6306111339,7901925287,9800987325,12035771311,14636554604,17629956898,21037354284,24873245610,29143627712,33844469493,38960363498,44463450711,50312698185,56453608199,62818422607,69326859273,75887409390,82399175202,88754223087,94840381901,100544386998,105755263640,110367802536,114285990038,117426231851,119720234636,121117397965,121586618178,121117397965,119720234636,117426231851,114285990038,110367802536,105755263640,100544386998,94840381901,88754223087,82399175202,75887409390,69326859273,62818422607,56453608199,50312698185,44463450711,38960363498,33844469493,29143627712,24873245610,21037354284,17629956898,14636554604,12035771311,9800987325,7901925287,6306111339,4980193370,3891053162,3006735868,2297150034,1734588873,1294043727,953376901,693333347,497465266,351950946,245378001,168469770,113819154,75603326,49328001,31578638,19812045,12163976,7297355,4269292,2430996,1343578,718704,370728,183705,86884,39000,16492,6489,2333,760,217,49,9,1"
KpG`@@??G?g?,"0,0,0,1,3,24,77,313,942,2778,7268,18005,41548,91260,190526,381593,734880,1367570,2465123,4317498,7363071,12252748,19928647,31729990,49520009,75844066,114114825,168828357,245804971,352453006,498045355,693995010,954119119,1294865345,1735483661,2298110869,3007750243,3892107863,4981270341,6307192160,7902987958,9802010194,12036730807,14637429046,17630724328,21037995503,24873743419,29143969108,33844644085,38960365998,44463278889,50312353999,56453097148,62817753946,69326044105,75886461645,82398109605,88753055461,94839127601,100543061014,105753879247,110366372691,114284525423,117424742523,119718728575,121115882612,121585099342,121115882612,119718728575,117424742523,114284525423,110366372691,105753879247,100543061014,94839127601,88753055461,82398109605,75886461645,69326044105,62817753946,56453097148,50312353999,44463278889,38960365998,33844644085,29143969108,24873743419,21037995503,17630724328,14637429046,12036730807,9802010194,7902987958,6307192160,4981270341,3892107863,3007750243,2298110869,1735483661,1294865345,954119119,693995010,498045355,352453006,245804971,168828357,114114825,75844066,49520009,31729990,19928647,12252748,7363071,4317498,2465123,1367570,734880,381593,190526,91260,41548,18005,7268,2778,942,313,77,24,3,1"
KpG`C?@O??_@,"0,0,0,0,1,4,30,114,453,1436,4279,11351,28230,65210,142807,296575,589826,1126324,2076909,3707189,6428213,10850571,17871473,28768705,45338716,70041607,106200833,158206468,231773541,334194714,474637953,664413384,917261744,1249574092,1680589356,2232475238,2930331744,3802024373,4877880068,6190169623,7772408297,9658424679,11881237607,14471727328,17457150713,20859536509,24694018189,28967183263,33675504991,38803969521,44324959800,50197513554,56367003541,62765334132,69311664719,75913721253,82469643618,88870371072,95002472566,100751342308,106004632309,110655787692,114607532537,117775149404,120089412009,121499020147,121972437508,121499020147,120089412009,117775149404,114607532537,110655787692,106004632309,100751342308,95002472566,88870371072,82469643618,75913721253,69311664719,62765334132,56367003541,50197513554,44324959800,38803969521,33675504991,28967183263,24694018189,20859536509,17457150713,14471727328,11881237607,9658424679,7772408297,6190169623,4877880068,3802024373,2930331744,2232475238,1680589356,1249574092,917261744,664413384,474637953,334194714,231773541,158206468,106200833,70041607,45338716,28768705,17871473,10850571,6428213,3707189,2076909,1126324,589826,296575,142807,65210,28230,11351,4279,1436,453,114,30,4,1"
KpG`CA?O??_@,"0,0,0,0,0,4,26,124,466,1556,4583,12231,30173,69620,151548,313613,620793,1181141,2169594,3860097,6671996,11230458,18447770,29624888,46582411,71814087,108677718,161607715,236362336,340285749,482592483,674643136,930217718,1265743069,1700474119,2256581539,2959139283,3835963721,4917295576,6235288679,7823300621,9714969999,11943089123,14538285715,17527541454,20932600518,24768312211,29040996330,33746887929,38870781628,44384929790,50248314034,56406336955,62791025710,69321759156,75906578253,82444027085,88825526823,94938189666,100667994627,105903195468,110537832049,114475187475,117631044291,119936591080,121340840792,121812449728,121340840792,119936591080,117631044291,114475187475,110537832049,105903195468,100667994627,94938189666,88825526823,82444027085,75906578253,69321759156,62791025710,56406336955,50248314034,44384929790,38870781628,33746887929,29040996330,24768312211,20932600518,17527541454,14538285715,11943089123,9714969999,7823300621,6235288679,4917295576,3835963721,2959139283,2256581539,1700474119,1265743069,930217718,674643136,482592483,340285749,236362336,161607715,108677718,71814087,46582411,29624888,18447770,11230458,6671996,3860097,2169594,1181141,620793,313613,151548,69620,30173,12231,4583,1556,466,124,26,4"
KpG`C@??G?_A,"0,0,0,0,1,5,33,141,512,1645,4756,12523,30624,70191,152114,313744,619680,1177195,2159998,3840037,6634117,11163389,18334882,29442288,46297259,71381914,108040329,160690250,235071134,338506000,480187578,671453591,926062251,1260420983,1693770421,2248273330,2949004946,3823793882,4902907028,6218539409,7804106906,9693322762,11919070193,14512082804,17499460421,20903072951,24737897526,29010378066,33716863783,38842245869,44358848354,50225692674,56388183513,62778308945,69315365267,75907266589,82452387935,88841944242,94962812426,100700714995,105943638718,110585357530,114528902752,117689831337,119999144166,121405712519,121878104486,121405712519,119999144166,117689831337,114528902752,110585357530,105943638718,100700714995,94962812426,88841944242,82452387935,75907266589,69315365267,62778308945,56388183513,50225692674,44358848354,38842245869,33716863783,29010378066,24737897526,20903072951,17499460421,14512082804,11919070193,9693322762,7804106906,6218539409,4902907028,3823793882,2949004946,2248273330,1693770421,1260420983,926062251,671453591,480187578,338506000,235071134,160690250,108040329,71381914,46297259,29442288,18334882,11163389,6634117,3840037,2159998,1177195,619680,313744,152114,70191,30624,12523,4756,1645,512,141,33,5,1"
KpG`C@??G?_C,"0,0,0,0,0,3,24,114,448,1500,4449,11930,29532,68250,148863,308336,611077,1163812,2139764,3809991,6590687,11101561,18248817,29324423,46138758,71172080,107767218,160339904,234628676,337955077,479511499,670635232,925085516,1259270895,1692434586,2246742443,2947274306,3821864016,4900784773,6216238669,7801649077,9690737233,11916394032,14509361022,17496744138,20900419866,24735369337,29008039855,33714781270,38840484303,44357469145,50224753062,56387732961,62778388777,69316006078,75908488024,82454196725,88844334978,94965766008,100704199999,105947611386,110589763433,114533677272,117694901961,120004431211,121411131447,121883567674,121411131447,120004431211,117694901961,114533677272,110589763433,105947611386,100704199999,94965766008,88844334978,82454196725,75908488024,69316006078,62778388777,56387732961,50224753062,44357469145,38840484303,33714781270,29008039855,24735369337,20900419866,17496744138,14509361022,11916394032,9690737233,7801649077,6216238669,4900784773,3821864016,2947274306,2246742443,1692434586,1259270895,925085516,670635232,479511499,337955077,234628676,160339904,107767218,71172080,46138758,29324423,18248817,11101561,6590687,3809991,2139764,1163812,611077,308336,148863,68250,29532,11930,4449,1500,448,114,24,3"
KpG`C@??G?g?,"0,0,0,0,1,5,31,131,496,1581,4610,12183,29940,68779,149552,309092,611732,1163931,2138788,3806829,6583833,11088687,18226772,29288862,46084193,71091378,107651731,160179014,234410236,337665104,479134602,670154689,924484249,1258531779,1691541477,2245680812,2946032550,3820434346,4899164584,6214431377,7799665012,9688594260,11914118253,14506986568,17494313071,20897981353,24732979020,29005758396,33712672735,38838614053,44355901712,50223549838,56386950325,62778075817,69316202587,75909222773,82455486391,88846182962,94968161876,100707119149,105951015900,110593602630,114537889278,117699414941,120009165266,121416000481,121888482126,121416000481,120009165266,117699414941,114537889278,110593602630,105951015900,100707119149,94968161876,88846182962,82455486391,75909222773,69316202587,62778075817,56386950325,50223549838,44355901712,38838614053,33712672735,29005758396,24732979020,20897981353,17494313071,14506986568,11914118253,9688594260,7799665012,6214431377,4899164584,3820434346,2946032550,2245680812,1691541477,1258531779,924484249,670154689,479134602,337665104,234410236,160179014,107651731,71091378,46084193,29288862,18226772,11088687,6583833,3806829,2138788,1163931,611732,309092,149552,68779,29940,12183,4610,1581,496,131,31,5,1"
KpG`A?@?G@?C,"0,0,0,1,3,22,71,277,826,2426,6406,15988,37241,82642,174171,351818,682894,1279774,2321362,4088383,7007107,11712599,19126765,30563603,47855959,73512917,110905722,164484023,240017456,344861656,488237347,681508322,938449212,1275476779,1711826319,2269641911,2973960205,3852552162,4935604375,6255209781,7844660330,9737524679,11966524619,14562219148,17551528261,20956140922,24790863084,29061982641,33765721991,38886878275,44397727417,50257290293,56411028172,62791041884,69316801809,75896449798,82428641157,88804912177,94912495950,100637489356,105868259880,110498951237,114432940235,117586089913,119889655074,121292696789,121763900100,121292696789,119889655074,117586089913,114432940235,110498951237,105868259880,100637489356,94912495950,88804912177,82428641157,75896449798,69316801809,62791041884,56411028172,50257290293,44397727417,38886878275,33765721991,29061982641,24790863084,20956140922,17551528261,14562219148,11966524619,9737524679,7844660330,6255209781,4935604375,3852552162,2973960205,2269641911,1711826319,1275476779,938449212,681508322,488237347,344861656,240017456,164484023,110905722,73512917,47855959,30563603,19126765,11712599,7007107,4088383,2321362,1279774,682894,351818,174171,82642,37241,15988,6406,2426,826,277,71,22,3,1"
KpG`A?@?G@?G,"0,0,0,0,1,5,35,147,542,1735,4985,13051,31731,72386,156180,320889,631770,1196998,2191329,3888187,6706307,11268977,18485925,29653851,46587705,71773405,108558789,161365200,235935616,339595834,481540752,673109011,928058022,1262792799,1696549695,2251484804,2952664392,3827905665,4907461954,6223512840,7809457717,9698991712,11924979679,14518137692,17505548901,20909068933,24743663113,29015766411,33721724013,38846427519,44362205791,50228090095,56389499331,62778440285,69314232333,75904815889,82448594014,88836811669,94956377094,100693043520,105934827357,110575530120,114518207206,117678437199,119987238511,121393494972,121865782152,121393494972,119987238511,117678437199,114518207206,110575530120,105934827357,100693043520,94956377094,88836811669,82448594014,75904815889,69314232333,62778440285,56389499331,50228090095,44362205791,38846427519,33721724013,29015766411,24743663113,20909068933,17505548901,14518137692,11924979679,9698991712,7809457717,6223512840,4907461954,3827905665,2952664392,2251484804,1696549695,1262792799,928058022,673109011,481540752,339595834,235935616,161365200,108558789,71773405,46587705,29653851,18485925,11268977,6706307,3888187,2191329,1196998,631770,320889,156180,72386,31731,13051,4985,1735,542,147,35,5,1"
KpG`A?@?G@G?,"0,0,0,1,3,22,67,265,774,2296,6035,15097,35299,78601,166210,337092,656642,1234589,2246352,3967552,6817541,11422666,18693556,29930135,46948519,72237813,109146409,162098521,236836693,340688238,482845949,674648002,929847814,1264847321,1698876475,2254085491,2955532109,3831025442,4910809011,6227052795,7813146153,9702774616,11928794749,14521914366,17509211380,20912535917,24746852402,29018595461,33724113453,38848302032,44363498476,50228741726,56389463386,62777681660,69312730095,75902562373,82445597222,88833092928,94951972129,100688000199,105929205764,110569400593,114511649873,117671539205,119980093016,121386199181,121858435828,121386199181,119980093016,117671539205,114511649873,110569400593,105929205764,100688000199,94951972129,88833092928,82445597222,75902562373,69312730095,62777681660,56389463386,50228741726,44363498476,38848302032,33724113453,29018595461,24746852402,20912535917,17509211380,14521914366,11928794749,9702774616,7813146153,6227052795,4910809011,3831025442,2955532109,2254085491,1698876475,1264847321,929847814,674648002,482845949,340688238,236836693,162098521,109146409,72237813,46948519,29930135,18693556,11422666,6817541,3967552,2246352,1234589,656642,337092,166210,78601,35299,15097,6035,2296,774,265,67,22,3,1"
KpG`A?@?GA?@,"0,0,0,0,1,4,30,118,477,1500,4464,11828,29260,67339,146946,304039,602780,1148107,2112095,3762220,6512145,10975248,18052360,29025373,45695370,70527687,106851260,159061474,232878546,335599596,476396369,666580862,919893560,1252722962,1684302708,2236792178,2935279464,3807614517,4884105658,6197002137,7779795646,9666289098,11889474641,14480206702,17465717682,20868015076,24702213695,28974887091,33682501349,38810041574,44329896533,50201117191,56369095255,62765761436,69310307905,75910497848,82464511621,88863331833,94993572779,100740673877,105992330547,110642027816,114592525517,117759137820,120072664207,121481823289,121955089912,121481823289,120072664207,117759137820,114592525517,110642027816,105992330547,100740673877,94993572779,88863331833,82464511621,75910497848,69310307905,62765761436,56369095255,50201117191,44329896533,38810041574,33682501349,28974887091,24702213695,20868015076,17465717682,14480206702,11889474641,9666289098,7779795646,6197002137,4884105658,3807614517,2935279464,2236792178,1684302708,1252722962,919893560,666580862,476396369,335599596,232878546,159061474,106851260,70527687,45695370,29025373,18052360,10975248,6512145,3762220,2112095,1148107,602780,304039,146946,67339,29260,11828,4464,1500,477,118,30,4,1"
KpG`A?@?GA?G,"0,0,0,0,0,6,32,160,588,1878,5375,14024,33820,76688,164519,336178,658661,1242783,2266617,4008528,6893656,11553641,18908742,30268981,47464911,73001288,110247263,163648117,238972215,343572129,486668765,679625160,936219067,1272869959,1708819579,2266218881,2970114923,3848289908,4930944170,6250185548,7839321751,9731937974,11960771837,14556398227,17545749633,20950527675,24785545782,29057097991,33761407119,38883268453,44394949232,50255460702,56410247509,62791393008,69318344956,75899222220,82432653347,88810149363,94918915449,100645023021,105876814491,110508411497,114443170357,117596937671,119900954041,121304270537,121775566126,121304270537,119900954041,117596937671,114443170357,110508411497,105876814491,100645023021,94918915449,88810149363,82432653347,75899222220,69318344956,62791393008,56410247509,50255460702,44394949232,38883268453,33761407119,29057097991,24785545782,20950527675,17545749633,14556398227,11960771837,9731937974,7839321751,6250185548,4930944170,3848289908,2970114923,2266218881,1708819579,1272869959,936219067,679625160,486668765,343572129,238972215,163648117,110247263,73001288,47464911,30268981,18908742,11553641,6893656,4008528,2266617,1242783,658661,336178,164519,76688,33820,14024,5375,1878,588,160,32,6"
