graph6,polynomial
KpCa?C@?I?G?,"0,0,0,0,0,1,11,64,278,1001,3151,8848,22777,54383,121810,258344,522022,1011163,1886033,3401222,5948298,10118057,16775492,27166065,43037461,66803070,101719103,152115044,223623186,323468176,460729033,646654894,894908850,1221849778,1646676483,2191582004,2881693381,3744989229,4811918621,6114975738,7687910142,9564890087,11779274718,14362380414,17341877640,20740277245,24573135129,28847487983,33560153087,38696438060,44228896229,50116665205,56305032940,62725716582,69297491443,75927588993,82513477078,88945335451,95108845990,100888481632,106170921166,110848673966,114823564192,118010089413,120338355286,121756573644,122232893760,121756573644,120338355286,118010089413,114823564192,110848673966,106170921166,100888481632,95108845990,88945335451,82513477078,75927588993,69297491443,62725716582,56305032940,50116665205,44228896229,38696438060,33560153087,28847487983,24573135129,20740277245,17341877640,14362380414,11779274718,9564890087,7687910142,6114975738,4811918621,3744989229,2881693381,2191582004,1646676483,1221849778,894908850,646654894,460729033,323468176,223623186,152115044,101719103,66803070,43037461,27166065,16775492,10118057,5948298,3401222,1886033,1011163,522022,258344,121810,54383,22777,8848,3151,1001,278,64,11,1"
KpCa?C@?OA?G,"0,0,0,0,1,6,34,142,525,1638,4744,12402,30308,69271,150164,309449,611390,1161585,2132473,3792574,6556011,11037736,18139336,29144541,45855542,70739711,107127084,159415228,233325102,336155430,477078137,667405830,920877806,1253881544,1685647926,2238333342,2937021194,3809556259,4886240444,6199315929,7782266866,9668888194,11892164295,14482941730,17468446622,20870679980,24704752587,28977234679,33684591599,38811808982,44331279413,50202058171,56369544701,62765677964,69309660809,75909267496,82462691297,88860927103,94990602825,100737170359,105988337359,110637599734,114587727373,117754042502,120067351623,121476378329,121949600472,121476378329,120067351623,117754042502,114587727373,110637599734,105988337359,100737170359,94990602825,88860927103,82462691297,75909267496,69309660809,62765677964,56369544701,50202058171,44331279413,38811808982,33684591599,28977234679,24704752587,20870679980,17468446622,14482941730,11892164295,9668888194,7782266866,6199315929,4886240444,3809556259,2937021194,2238333342,1685647926,1253881544,920877806,667405830,477078137,336155430,233325102,159415228,107127084,70739711,45855542,29144541,18139336,11037736,6556011,3792574,2132473,1161585,611390,309449,150164,69271,30308,12402,4744,1638,525,142,34,6,1"
KpCa?C@?OA?O,"0,0,0,0,0,1,10,62,272,1003,3184,9031,23304,55764,124937,264821,534576,1034346,1926759,3470041,6060871,10296550,17050957,27580388,43646551,67678887,102953586,153821328,225939576,326557594,464782156,651885892,901556047,1230166809,1656929516,2204034979,2896600921,3762575693,4832367698,6138405134,7714359690,9594295313,11811456825,14397024183,17378528284,20778327883,24611833948,28885940142,33597342973,38731248533,44260144597,50143139403,56325537357,62739120328,69302778205,75923908380,82500186834,88922046844,95075449703,100845176563,106118214135,110787385272,114754798062,117935215477,120258952201,121674389112,122149768350,121674389112,120258952201,117935215477,114754798062,110787385272,106118214135,100845176563,95075449703,88922046844,82500186834,75923908380,69302778205,62739120328,56325537357,50143139403,44260144597,38731248533,33597342973,28885940142,24611833948,20778327883,17378528284,14397024183,11811456825,9594295313,7714359690,6138405134,4832367698,3762575693,2896600921,2204034979,1656929516,1230166809,901556047,651885892,464782156,326557594,225939576,153821328,102953586,67678887,43646551,27580388,17050957,10296550,6060871,3470041,1926759,1034346,534576,264821,124937,55764,23304,9031,3184,1003,272,62,10,1"
KpCa?C@?OAG?,"0,0,0,0,1,6,32,124,450,1400,4080,10746,26615,61560,134988,281184,560993,1074880,1988440,3560412,6191671,10480264,17306004,27925442,44108051,68282528,103734128,154810880,227179988,328084598,466640928,654110804,904189669,1233234708,1660463364,2208042542,2901093730,3767534802,4837776052,6144209838,7720509412,9600700096,11818030236,14403641234,17385072172,20784646700,24617791132,28891371216,33602107043,38735185460,44263127218,50145030338,56326240406,62738537908,69300859186,75920606736,82495506170,88915999130,95068095614,100836585532,106108500407,110776669452,114743239604,117922974838,120246220772,121661352482,122136634540,121661352482,120246220772,117922974838,114743239604,110776669452,106108500407,100836585532,95068095614,88915999130,82495506170,75920606736,69300859186,62738537908,56326240406,50145030338,44263127218,38735185460,33602107043,28891371216,24617791132,20784646700,17385072172,14403641234,11818030236,9600700096,7720509412,6144209838,4837776052,3767534802,2901093730,2208042542,1660463364,1233234708,904189669,654110804,466640928,328084598,227179988,154810880,103734128,68282528,44108051,27925442,17306004,10480264,6191671,3560412,1988440,1074880,560993,281184,134988,61560,26615,10746,4080,1400,450,124,32,6,1"
KpCa?C@?OC?@,"0,0,0,0,0,1,7,42,190,743,2462,7316,19466,47920,109632,236637,484466,948952,1785190,3243086,5705480,9754787,16242237,26400444,41956767,65307073,99680631,149385038,220021042,318790162,454739041,639098584,885505333,1210312600,1632708867,2174904554,2862042401,3722151456,4785732009,6085367993,7654900763,9528627321,11740034970,14320599920,17298143876,20695348025,24527919862,28803047418,33517668731,38657191236,44194225080,50087924504,56283543782,62712710830,69294064463,75934637407,82531662361,88975026686,95150107288,100941029103,106234140519,110921598864,114904927988,118098327975,120431688811,121853029079,122330408390,121853029079,120431688811,118098327975,114904927988,110921598864,106234140519,100941029103,95150107288,88975026686,82531662361,75934637407,69294064463,62712710830,56283543782,50087924504,44194225080,38657191236,33517668731,28803047418,24527919862,20695348025,17298143876,14320599920,11740034970,9528627321,7654900763,6085367993,4785732009,3722151456,2862042401,2174904554,1632708867,1210312600,885505333,639098584,454739041,318790162,220021042,149385038,99680631,65307073,41956767,26400444,16242237,9754787,5705480,3243086,1785190,948952,484466,236637,109632,47920,19466,7316,2462,743,190,42,7,1"
KpCa?C@?OC?O,"0,0,0,0,0,0,5,45,227,884,2936,8508,22309,53941,121792,259473,525985,1020724,1905930,3438784,6015361,10231192,16959604,27454437,43476723,67453021,102659130,153442205,225460513,325959477,464048090,650995679,900493946,1228914167,1655475618,2202366830,2894716814,3760472599,4830057490,6135898283,7711685096,9591479065,11808545754,14394060366,17375575214,20775439767,24609086876,28883395215,33595081630,38729330701,44258648519,50142115021,56325051268,62739204007,69303478715,75925232785,82502157440,88924642125,95078665031,100848961773,106122538394,110792172387,114759995032,117940725899,120264707026,121680278480,122155714716,121680278480,120264707026,117940725899,114759995032,110792172387,106122538394,100848961773,95078665031,88924642125,82502157440,75925232785,69303478715,62739204007,56325051268,50142115021,44258648519,38729330701,33595081630,28883395215,24609086876,20775439767,17375575214,14394060366,11808545754,9591479065,7711685096,6135898283,4830057490,3760472599,2894716814,2202366830,1655475618,1228914167,900493946,650995679,464048090,325959477,225460513,153442205,102659130,67453021,43476723,27454437,16959604,10231192,6015361,3438784,1905930,1020724,525985,259473,121792,53941,22309,8508,2936,884,227,45,5"
KpCa?C@?OCG?,"0,0,0,0,0,1,8,48,222,851,2768,8036,21113,51260,116202,248724,506092,985772,1846566,3341584,5860385,9991367,16596785,26918921,42702129,66355914,101133193,151359276,222664049,322268482,459251456,644859944,892760262,1219311521,1643720716,2188184337,2877843363,3740682748,4807171524,6109812475,7682380040,9559051138,11773212861,14356187921,17335675229,20734186324,24567303253,28842054353,33555278261,38692263108,44225577065,50114326607,56303807381,62725693472,69298762887,75930194597,82517455166,88950665036,95115505018,100896386605,106179990398,110858765438,114834543932,118021768575,120350561678,121769087761,122245522936,121769087761,120350561678,118021768575,114834543932,110858765438,106179990398,100896386605,95115505018,88950665036,82517455166,75930194597,69298762887,62725693472,56303807381,50114326607,44225577065,38692263108,33555278261,28842054353,24567303253,20734186324,17335675229,14356187921,11773212861,9559051138,7682380040,6109812475,4807171524,3740682748,2877843363,2188184337,1643720716,1219311521,892760262,644859944,459251456,322268482,222664049,151359276,101133193,66355914,42702129,26918921,16596785,9991367,5860385,3341584,1846566,985772,506092,248724,116202,51260,21113,8036,2768,851,222,48,8,1"
KpCa?C@?Q??@,"0,0,0,0,0,1,9,52,228,853,2739,7896,20677,50147,113622,243402,495636,966487,1812361,3283624,5764862,9839363,16360716,26562379,42174913,65594636,100054435,149861900,220621152,319532512,455645383,640187360,886796812,1211821344,1634449197,2176882312,2864261439,3724604527,4788408103,6088243272,7657946290,9531801235,11743290616,14323878220,17301382576,20698475571,24530863629,28805730631,33520016689,38659130202,44195687189,50088848141,56283876220,62712411394,69293102497,75932997847,82529341244,88972038421,95146475180,100936795408,106229354154,110916327102,114899241390,118092313009,120425430700,121846626508,122323954504,121846626508,120425430700,118092313009,114899241390,110916327102,106229354154,100936795408,95146475180,88972038421,82529341244,75932997847,69293102497,62712411394,56283876220,50088848141,44195687189,38659130202,33520016689,28805730631,24530863629,20698475571,17301382576,14323878220,11743290616,9531801235,7657946290,6088243272,4788408103,3724604527,2864261439,2176882312,1634449197,1211821344,886796812,640187360,455645383,319532512,220621152,149861900,100054435,65594636,42174913,26562379,16360716,9839363,5764862,3283624,1812361,966487,495636,243402,113622,50147,20677,7896,2739,853,228,52,9,1"
KpCa?C@?Q?G?,"0,0,0,0,1,6,32,124,447,1392,4048,10655,26407,61101,134043,279430,557854,1069469,1979482,3546151,6169549,10446907,17256934,27854956,44008962,68146138,103549885,154566582,226861701,327676980,466127189,653473552,903411275,1232298264,1659353402,2206746060,2899601154,3765841458,4835882840,6142124520,7718247064,9598283911,11815491823,14401020516,17382416819,20782011335,24615236354,28888962254,33599911571,38733271661,44261561595,50143875273,56325552437,62738365290,69301240099,75921567485,82497060477,88918147055,95070822936,100839863803,106112287764,110780911182,114747870135,117927918546,120251394068,121666665784,122141994958,121666665784,120251394068,117927918546,114747870135,110780911182,106112287764,100839863803,95070822936,88918147055,82497060477,75921567485,69301240099,62738365290,56325552437,50143875273,44261561595,38733271661,33599911571,28888962254,24615236354,20782011335,17382416819,14401020516,11815491823,9598283911,7718247064,6142124520,4835882840,3765841458,2899601154,2206746060,1659353402,1232298264,903411275,653473552,466127189,327676980,226861701,154566582,103549885,68146138,44008962,27854956,17256934,10446907,6169549,3546151,1979482,1069469,557854,279430,134043,61101,26407,10655,4048,1392,447,124,32,6,1"
KpCa?C@?_?_O,"0,0,0,0,0,0,2,27,167,710,2472,7463,20069,49399,113209,243849,498609,974446,1830243,3317953,5828020,9946751,16538074,26841293,42603977,66230779,100980755,151171713,222443565,322006175,458954257,644517921,892387034,1218896456,1643286139,2187718123,2877378558,3740203924,4806723133,6109373258,7682005729,9558710593,11772972163,14356001601,17335618118,20734194119,24567458386,28842269377,33555642702,38692665168,44226113712,50114862184,56304449153,62726284207,69299423579,75930751920,82518047433,88951108465,95115959106,100896662989,106180270556,110858861045,114834656630,118021712055,120350553836,121768944717,122245471200,121768944717,120350553836,118021712055,114834656630,110858861045,106180270556,100896662989,95115959106,88951108465,82518047433,75930751920,69299423579,62726284207,56304449153,50114862184,44226113712,38692665168,33555642702,28842269377,24567458386,20734194119,17335618118,14356001601,11772972163,9558710593,7682005729,6109373258,4806723133,3740203924,2877378558,2187718123,1643286139,1218896456,892387034,644517921,458954257,322006175,222443565,151171713,100980755,66230779,42603977,26841293,16538074,9946751,5828020,3317953,1830243,974446,498609,243849,113209,49399,20069,7463,2472,710,167,27,2"
KpCa?C@?_?g?,"0,0,0,0,0,1,7,42,187,733,2421,7211,19205,47374,108529,234624,480831,942858,1775149,3227265,5681032,9718386,16188832,26324499,41850436,65161810,99485176,149127718,219686997,318364922,454205166,638439958,884703768,1209353312,1631575771,2173587344,2860531495,3720445071,4783831151,6083283686,7652647804,9526232026,11737528389,14318024094,17295545175,20692782206,24525445297,28800728647,33515570481,38655379273,44192762106,50086869482,56282949209,62712620472,69294513328,75935647166,82533245081,88977178260,95152814028,100944259819,106237856375,110925744204,114909442637,118103136845,120436715912,121858186448,122335611870,121858186448,120436715912,118103136845,114909442637,110925744204,106237856375,100944259819,95152814028,88977178260,82533245081,75935647166,69294513328,62712620472,56282949209,50086869482,44192762106,38655379273,33515570481,28800728647,24525445297,20692782206,17295545175,14318024094,11737528389,9526232026,7652647804,6083283686,4783831151,3720445071,2860531495,2173587344,1631575771,1209353312,884703768,638439958,454205166,318364922,219686997,149127718,99485176,65161810,41850436,26324499,16188832,9718386,5681032,3227265,1775149,942858,480831,234624,108529,47374,19205,7211,2421,733,187,42,7,1"
KpCa?C@?_C?O,"0,0,0,0,0,1,13,81,355,1257,3884,10740,27082,63547,140152,292937,584463,1119702,2068058,3697050,6416226,10838983,17860399,28762716,45339416,70056969,106235093,158272059,231877782,334355181,474865452,664730607,917681552,1250122408,1681278928,2233332561,2931365847,3803257505,4879312432,6191814184,7774251898,9660466317,11883446249,14474084533,17459606471,20862055141,24696532237,28969641138,33677826615,38806095019,44326804894,50199019156,56368091159,62765954539,69311756416,75913255808,82468584538,88868717039,95000218679,100748519456,106001269056,110651945601,114603269226,117770552088,120084561528,121494021433,121967383620,121494021433,120084561528,117770552088,114603269226,110651945601,106001269056,100748519456,95000218679,88868717039,82468584538,75913255808,69311756416,62765954539,56368091159,50199019156,44326804894,38806095019,33677826615,28969641138,24696532237,20862055141,17459606471,14474084533,11883446249,9660466317,7774251898,6191814184,4879312432,3803257505,2931365847,2233332561,1681278928,1250122408,917681552,664730607,474865452,334355181,231877782,158272059,106235093,70056969,45339416,28762716,17860399,10838983,6416226,3697050,2068058,1119702,584463,292937,140152,63547,27082,10740,3884,1257,355,81,13,1"
KpCa?C@?_CG?,"0,0,0,0,0,0,5,43,220,862,2868,8357,21967,53248,120481,257137,521864,1013939,1894950,3421699,5989261,10192679,16903560,27375299,43366600,67303349,102458645,153179377,225120510,325528083,463507959,650331039,899686830,1227950295,1654339066,2201047840,2893205964,3758768663,4828161492,6133821715,7709442556,9589097130,11806055139,14391503124,17372997051,20772896200,24606635454,28881100071,33593006628,38727541038,44257205992,50141077968,56324471583,62739124857,69303934720,75926245186,82503738273,88926787086,95081360789,100852176960,106126234819,110796294455,114764483573,117945505961,120269703820,121685404180,122160886374,121685404180,120269703820,117945505961,114764483573,110796294455,106126234819,100852176960,95081360789,88926787086,82503738273,75926245186,69303934720,62739124857,56324471583,50141077968,44257205992,38727541038,33593006628,28881100071,24606635454,20772896200,17372997051,14391503124,11806055139,9589097130,7709442556,6133821715,4828161492,3758768663,2893205964,2201047840,1654339066,1227950295,899686830,650331039,463507959,325528083,225120510,153179377,102458645,67303349,43366600,27375299,16903560,10192679,5989261,3421699,1894950,1013939,521864,257137,120481,53248,21967,8357,2868,862,220,43,5"
KpCa?C@?a??@,"0,0,0,0,0,0,2,25,152,652,2289,6951,18839,46709,107647,233165,479010,939948,1771741,3222123,5675256,9709991,16179847,26311797,41837544,65143941,99467957,149104235,219665747,318336001,454180988,638406431,884678412,1209316914,1631552019,2173550241,2860512332,3720409678,4783819741,6083252178,7652646704,9526205803,11737539540,14318003901,17295569228,20692767533,24525481778,28800718017,33515618000,38655370760,44192818854,50086860756,56283012586,62712609595,69294581404,75935632414,82533315703,88977158835,95152886317,100944235725,106237928991,110925715741,114909515455,118103105301,120436788626,121858153319,122335684554,121858153319,120436788626,118103105301,114909515455,110925715741,106237928991,100944235725,95152886317,88977158835,82533315703,75935632414,69294581404,62712609595,56283012586,50086860756,44192818854,38655370760,33515618000,28800718017,24525481778,20692767533,17295569228,14318003901,11737539540,9526205803,7652646704,6083252178,4783819741,3720409678,2860512332,2173550241,1631552019,1209316914,884678412,638406431,454180988,318336001,219665747,149104235,99467957,65143941,41837544,26311797,16179847,9709991,5675256,3222123,1771741,939948,479010,233165,107647,46709,18839,6951,2289,652,152,25,2"
KpCa?C@?a?G?,"0,0,0,0,0,1,10,60,263,969,3088,8789,22745,54615,122685,260712,527321,1022141,1906804,3438685,6012651,10224634,16945845,27430743,43437316,67392798,102568876,153314146,225281324,325718582,463728309,650584020,899970634,1228266501,1654683146,2201419587,2893597613,3759178514,4828578676,6134243295,7709854966,9589497269,11806427846,14391846245,17373294806,20773148817,24606827665,28881235871,33593072253,38727544827,44257136168,50140946936,56324269374,62738868288,69303614764,75925881322,82503321751,88926339607,95080872704,100851670144,106125697933,110795749364,114763917359,117944939635,120269122642,121684828639,122160300746,121684828639,120269122642,117944939635,114763917359,110795749364,106125697933,100851670144,95080872704,88926339607,82503321751,75925881322,69303614764,62738868288,56324269374,50140946936,44257136168,38727544827,33593072253,28881235871,24606827665,20773148817,17373294806,14391846245,11806427846,9589497269,7709854966,6134243295,4828578676,3759178514,2893597613,2201419587,1654683146,1228266501,899970634,650584020,463728309,325718582,225281324,153314146,102568876,67392798,43437316,27430743,16945845,10224634,6012651,3438685,1906804,1022141,527321,260712,122685,54615,22745,8789,3088,969,263,60,10,1"
KpCa?C@O??_@,"0,0,0,0,0,1,7,41,181,707,2336,6954,18568,45911,105380,228359,469013,921448,1737920,3164932,5579580,9558067,15941943,25953412,41304772,64376605,98376913,147593089,217599384,315573997,450534412,633689865,878651106,1201758290,1622185976,2162149317,2846798969,3704197151,4764883536,6061511060,7627998058,9498748815,11707364147,14285459613,17260996063,20656809367,24488751683,28764155792,33480080423,38622035405,44162696418,50061246704,56262923767,62699288993,69288866430,75938519438,82545272104,88998753373,95184060359,100985004118,106287625140,110983760707,114974651524,118174225996,120512166860,121936318229,122414649876,121936318229,120512166860,118174225996,114974651524,110983760707,106287625140,100985004118,95184060359,88998753373,82545272104,75938519438,69288866430,62699288993,56262923767,50061246704,44162696418,38622035405,33480080423,28764155792,24488751683,20656809367,17260996063,14285459613,11707364147,9498748815,7627998058,6061511060,4764883536,3704197151,2846798969,2162149317,1622185976,1201758290,878651106,633689865,450534412,315573997,217599384,147593089,98376913,64376605,41304772,25953412,15941943,9558067,5579580,3164932,1737920,921448,469013,228359,105380,45911,18568,6954,2336,707,181,41,7,1"
KpCa?C@O??_A,"0,0,0,0,0,0,4,35,183,734,2491,7373,19682,48324,110477,238054,487045,952865,1791532,3252367,5719352,9774005,16269363,26436428,42005085,65368770,99759979,149482777,220142089,318934395,454911317,639297147,885734711,1210568702,1632995299,2175214163,2862377332,3722501433,4786097895,6085736421,7655271696,9528984987,11740379545,14320914403,17298429506,20695587455,24528116557,28803185704,33517755346,38657212370,44194191111,50087823759,56283390131,62712495073,69293803007,75934322252,82531311850,88974633702,95149690508,100940580618,106233678413,110921114217,114904438360,118097823431,120431185525,121852515876,122329900870,121852515876,120431185525,118097823431,114904438360,110921114217,106233678413,100940580618,95149690508,88974633702,82531311850,75934322252,69293803007,62712495073,56283390131,50087823759,44194191111,38657212370,33517755346,28803185704,24528116557,20695587455,17298429506,14320914403,11740379545,9528984987,7655271696,6085736421,4786097895,3722501433,2862377332,2175214163,1632995299,1210568702,885734711,639297147,454911317,318934395,220142089,149482777,99759979,65368770,42005085,26436428,16269363,9774005,5719352,3252367,1791532,952865,487045,238054,110477,48324,19682,7373,2491,734,183,35,4"
KpCa?C@O??g?,"0,0,0,0,0,1,9,54,238,889,2853,8212,21429,51835,117140,250300,508466,989471,1851847,3349362,5871058,10006319,16616470,26945423,42735903,66399794,101187553,151427704,222746676,322369828,459371061,645002992,892925572,1219505162,1643940403,2188436582,2878124301,3740999145,4807517613,6110194774,7682790172,9559494621,11773678294,14356679398,17336177450,20734700839,24567810811,28842554093,33555747423,38692698604,44225953171,50114639133,56304029916,62725822758,69298774091,75930087653,82517209778,88950287427,95114981952,100895731782,106179198948,110857859770,114833527970,118020672729,120349396658,121767889102,122244305368,121767889102,120349396658,118020672729,114833527970,110857859770,106179198948,100895731782,95114981952,88950287427,82517209778,75930087653,69298774091,62725822758,56304029916,50114639133,44225953171,38692698604,33555747423,28842554093,24567810811,20734700839,17336177450,14356679398,11773678294,9559494621,7682790172,6110194774,4807517613,3740999145,2878124301,2188436582,1643940403,1219505162,892925572,645002992,459371061,322369828,222746676,151427704,101187553,66399794,42735903,26945423,16616470,10006319,5871058,3349362,1851847,989471,508466,250300,117140,51835,21429,8212,2853,889,238,54,9,1"
KpCa?C@OA?G?,"0,0,0,0,1,6,34,140,513,1600,4628,12085,29599,67747,147139,303836,601476,1144607,2104624,3748395,6487859,10935277,17989188,28929410,45553944,70325328,106568493,158675684,232363125,334924936,475529215,665486374,918535545,1251066032,1682313310,2234440876,2932542862,3804478262,4880566046,6193068538,7775491944,9661655329,11884568229,14475101986,17460505651,20862801091,24697116900,28970037076,33678034223,38806095553,44326608243,50198615771,56367499673,62765174558,69310812737,75912153547,82467352233,88867363183,94998771384,100746986399,105999675362,110650296532,114601586577,117768838292,120082833936,121492279390,121965642266,121492279390,120082833936,117768838292,114601586577,110650296532,105999675362,100746986399,94998771384,88867363183,82467352233,75912153547,69310812737,62765174558,56367499673,50198615771,44326608243,38806095553,33678034223,28970037076,24697116900,20862801091,17460505651,14475101986,11884568229,9661655329,7775491944,6193068538,4880566046,3804478262,2932542862,2234440876,1682313310,1251066032,918535545,665486374,475529215,334924936,232363125,158675684,106568493,70325328,45553944,28929410,17989188,10935277,6487859,3748395,2104624,1144607,601476,303836,147139,67747,29599,12085,4628,1600,513,140,34,6,1"
KpE?GD??G?_@,"0,0,0,0,0,1,5,34,147,615,2068,6325,17117,42945,99441,217353,449102,887247,1680511,3072105,5432666,9332436,15602059,25453944,40583988,63358163,96961849,145663596,215009152,312155703,446090104,628002062,871475358,1192840404,1611255679,2148945798,2831067947,3685720843,4743483026,6037080811,7600506873,9468277852,11674106307,14249748956,17223305507,20617769178,24449132742,28724876474,33442178117,38586647619,44131026817,50034526815,56242364542,62686034649,69283946480,75942787427,82559376109,89023078229,95218709955,101029766131,106341982155,111046865678,115045380980,118251178479,120593735208,122020717884,122500011798,122020717884,120593735208,118251178479,115045380980,111046865678,106341982155,101029766131,95218709955,89023078229,82559376109,75942787427,69283946480,62686034649,56242364542,50034526815,44131026817,38586647619,33442178117,28724876474,24449132742,20617769178,17223305507,14249748956,11674106307,9468277852,7600506873,6037080811,4743483026,3685720843,2831067947,2148945798,1611255679,1192840404,871475358,628002062,446090104,312155703,215009152,145663596,96961849,63358163,40583988,25453944,15602059,9332436,5432666,3072105,1680511,887247,449102,217353,99441,42945,17117,6325,2068,615,147,34,5,1"
KpE?GH??G?_@,"0,0,0,0,0,0,4,30,164,660,2272,6807,18359,45498,104805,227317,467596,919114,1734803,3160115,5573262,9548901,15930180,25937083,41284420,64349477,98343853,147550772,217548945,315511416,450461938,633602508,878552219,1201642818,1622058210,2162003926,2846642592,3704023595,4764701334,6061314947,7627797480,9498538513,11707156618,14285248184,17260794863,20656613151,24488574001,28763990897,33479944452,38621919779,44162617442,50061197046,56262916852,62699316096,69288942624,75938631653,82545433886,88998952850,95184306373,100985283098,106287947487,110984107788,114975032118,118174623482,120512585369,121936740319,122415082610,121936740319,120512585369,118174623482,114975032118,110984107788,106287947487,100985283098,95184306373,88998952850,82545433886,75938631653,69288942624,62699316096,56262916852,50061197046,44162617442,38621919779,33479944452,28763990897,24488574001,20656613151,17260794863,14285248184,11707156618,9498538513,7627797480,6061314947,4764701334,3704023595,2846642592,2162003926,1622058210,1201642818,878552219,633602508,450461938,315511416,217548945,147550772,98343853,64349477,41284420,25937083,15930180,9548901,5573262,3160115,1734803,919114,467596,227317,104805,45498,18359,6807,2272,660,164,30,4"
KpE?K@??G?_@,"0,0,0,0,0,1,7,43,195,761,2500,7396,19624,48199,110078,237387,485599,950670,1787626,3246596,5710232,9761315,16250711,26411614,41970830,65325039,99702653,149412413,220053950,318830329,454786614,639155627,885572094,1210391760,1632800798,2175012323,2862166349,3722294971,4785895344,6085554354,7655109640,9528860989,11740291805,14320880605,17298444691,20695666677,24528249995,28803383624,33518002041,38657512771,44194523514,50088188266,56283760859,62712868769,69294152244,75934643510,82531579504,88974847315,95149830101,100940651878,106233669028,110921037557,114904290374,118097624764,120430939352,121852248233,122329619116,121852248233,120430939352,118097624764,114904290374,110921037557,106233669028,100940651878,95149830101,88974847315,82531579504,75934643510,69294152244,62712868769,56283760859,50088188266,44194523514,38657512771,33518002041,28803383624,24528249995,20695666677,17298444691,14320880605,11740291805,9528860989,7655109640,6085554354,4785895344,3722294971,2862166349,2175012323,1632800798,1210391760,885572094,639155627,454786614,318830329,220053950,149412413,99702653,65325039,41970830,26411614,16250711,9761315,5710232,3246596,1787626,950670,485599,237387,110078,48199,19624,7396,2500,761,195,43,7,1"
KpE?I?@?G?_G,"0,0,0,0,0,1,7,41,185,717,2362,7004,18668,46067,105656,228757,469625,922314,1739212,3166574,5581860,9560975,15945701,25957934,41310480,64383193,98384855,147602093,217609634,315585069,450546912,633702743,878664910,1201772310,1622200188,2162162893,2846812655,3704209173,4764894694,6061520648,7628005894,9498754315,11707368359,14285460723,17260995213,20656806749,24488746749,28764148786,33480072631,38622025393,44162685304,50061235654,56262911179,62699276181,69288854206,75938506764,82545259286,88998742317,95184048081,100984992884,106287614890,110983750605,114974641038,118174217672,120512156842,121936309207,122414641268,121936309207,120512156842,118174217672,114974641038,110983750605,106287614890,100984992884,95184048081,88998742317,82545259286,75938506764,69288854206,62699276181,56262911179,50061235654,44162685304,38622025393,33480072631,28764148786,24488746749,20656806749,17260995213,14285460723,11707368359,9498754315,7628005894,6061520648,4764894694,3704209173,2846812655,2162162893,1622200188,1201772310,878664910,633702743,450546912,315585069,217609634,147602093,98384855,64383193,41310480,25957934,15945701,9560975,5581860,3166574,1739212,922314,469625,228757,105656,46067,18668,7004,2362,717,185,41,7,1"
KpE?I?@?G?g?,"0,0,0,0,0,0,2,24,142,604,2134,6512,17766,44338,102750,223682,461596,909260,1719572,3136464,5538524,9497652,15858012,25835208,41146452,64162108,98098772,147229522,217142040,314995116,449827694,632821888,877620826,1200529528,1620767204,2160503718,2844951596,3702112724,4762608820,6059016580,7625355978,9495935188,11704481710,14282487186,17258065594,20653901252,24486022206,28761578292,33477833158,38620073992,44161210924,50060170192,56262447196,62699312248,69289578226,75939778020,82547254908,89001279980,95187290570,100988717086,106291968210,110988474262,114979868904,118179663208,120517943540,121942132846,122420619920,121942132846,120517943540,118179663208,114979868904,110988474262,106291968210,100988717086,95187290570,89001279980,82547254908,75939778020,69289578226,62699312248,56262447196,50060170192,44161210924,38620073992,33477833158,28761578292,24486022206,20653901252,17258065594,14282487186,11704481710,9495935188,7625355978,6059016580,4762608820,3702112724,2844951596,2160503718,1620767204,1200529528,877620826,632821888,449827694,314995116,217142040,147229522,98098772,64162108,41146452,25835208,15858012,9497652,5538524,3136464,1719572,909260,461596,223682,102750,44338,17766,6512,2134,604,142,24,2"
KpE?I?@?G@?C,"0,0,0,0,0,1,12,63,285,1007,3179,8919,22961,54750,122663,259850,524867,1016037,1894292,3414355,5969069,10149328,16822124,27233121,43132538,66934194,101897438,152351795,223933300,323865855,461232185,647279855,895674691,1222771939,1647772403,2192863252,2883171413,3746667397,4813798009,6117047128,7690160768,9567295125,11781804450,14364993718,17344528403,20742909521,24575689686,28849898557,33562352685,38698357914,44230469828,50117830074,56305732048,62725901827,69297123522,75926642841,82511937056,88943203156,95106133192,100885219251,106167148287,110844448029,114818947534,118005161190,120333195617,121751275707,122227546810,121751275707,120333195617,118005161190,114818947534,110844448029,106167148287,100885219251,95106133192,88943203156,82511937056,75926642841,69297123522,62725901827,56305732048,50117830074,44230469828,38698357914,33562352685,28849898557,24575689686,20742909521,17344528403,14364993718,11781804450,9567295125,7690160768,6117047128,4813798009,3746667397,2883171413,2192863252,1647772403,1222771939,895674691,647279855,461232185,323865855,223933300,152351795,101897438,66934194,43132538,27233121,16822124,10149328,5969069,3414355,1894292,1016037,524867,259850,122663,54750,22961,8919,3179,1007,285,63,12,1"
