graph6,polynomial
GpOIA?,"0,0,0,1,5,24,76,223,544,1224,2486,4775,8538,14546,23470,36306,53772,76719,105387,139885,179513,223223,269065,314733,357428,394387,423012,441138,447384,441138,423012,394387,357428,314733,269065,223223,179513,139885,105387,76719,53772,36306,23470,14546,8538,4775,2486,1224,544,223,76,24,5,1"
GsaA?C,"0,0,1,2,16,40,127,304,709,1473,2908,5359,9386,15624,24848,37899,55589,78581,107211,141439,180652,223737,268841,313643,355474,391636,419616,437335,443444,437335,419616,391636,355474,313643,268841,223737,180652,141439,107211,78581,55589,37899,24848,15624,9386,5359,2908,1473,709,304,127,40,16,2,1"
Gs`?GG,"0,0,1,2,14,32,111,268,629,1345,2696,5023,8914,14988,24012,36911,54477,77365,106021,140411,179858,223333,268943,314255,356674,393392,421752,439747,445996,439747,421752,393392,356674,314255,268943,223333,179858,140411,106021,77365,54477,36911,24012,14988,8914,5023,2696,1345,629,268,111,32,14,2,1"
Gs`?I?,"0,0,0,1,6,26,83,239,574,1275,2576,4908,8745,14814,23817,36729,54270,77246,105907,140352,179864,223414,269046,314468,356908,393635,422051,440077,446282,440077,422051,393635,356908,314468,269046,223414,179864,140352,105907,77246,54270,36729,23817,14814,8745,4908,2576,1275,574,239,83,26,6,1"
Gs`AA?,"0,0,0,2,10,30,104,276,648,1388,2788,5196,9194,15392,24572,37610,55318,78328,106996,141298,180578,223764,269000,313882,355814,392052,420076,437854,444004,437854,420076,392052,355814,313882,269000,223764,180578,141298,106996,78328,55318,37610,24572,15392,9194,5196,2788,1388,648,276,104,30,10,2"
GsOGQ?,"0,0,0,1,4,22,75,217,534,1205,2472,4736,8505,14490,23413,36231,53722,76640,105337,139836,179490,223208,269116,314766,357512,394485,423131,441251,447546,441251,423131,394485,357512,314766,269116,223208,179490,139836,105337,76640,53722,36231,23413,14490,8505,4736,2472,1205,534,217,75,22,4,1"
GsOI?C,"0,0,0,1,3,20,60,199,492,1140,2346,4575,8250,14174,22998,35750,53148,76075,104761,139345,179123,223039,269151,315105,358104,395323,424180,442438,448744,442438,424180,395323,358104,315105,269151,223039,179123,139345,104761,76075,53148,35750,22998,14174,8250,4575,2346,1140,492,199,60,20,3,1"
GsOIA?,"0,0,0,0,5,22,77,226,560,1245,2546,4861,8693,14748,23765,36653,54214,77189,105886,140319,179879,223421,269105,314521,356998,393702,422173,440165,446398,440165,422173,393702,356998,314521,269105,223421,179879,140319,105886,77189,54214,36653,23765,14748,8693,4861,2546,1245,560,226,77,22,5"
GsPAA?,"0,0,0,3,11,38,118,303,702,1476,2926,5407,9478,15770,25056,38176,55938,78995,107637,141843,180983,223955,268909,313515,355128,391079,418898,436528,442600,436528,418898,391079,355128,313515,268909,223955,180983,141843,107637,78995,55938,38176,25056,15770,9478,5407,2926,1476,702,303,118,38,11,3"
GqD?I?,"0,0,0,0,2,18,66,198,522,1168,2430,4680,8464,14396,23392,36136,53702,76568,105400,139748,179622,223162,269250,314738,357716,394392,423350,441196,447712,441196,423350,394392,357716,314738,269250,223162,179622,139748,105400,76568,53702,36136,23392,14396,8464,4680,2430,1168,522,198,66,18,2"
GqDAA?,"0,0,0,1,8,34,99,275,654,1403,2788,5244,9217,15450,24653,37717,55382,78462,107097,141380,180658,223818,268944,313856,355708,391879,419915,437665,443730,437665,419915,391879,355708,313856,268944,223818,180658,141380,107097,78462,55382,37717,24653,15450,9217,5244,2788,1403,654,275,99,34,8,1"
GqPAA?,"0,0,1,4,21,60,162,392,873,1744,3348,6038,10347,16904,26495,39852,57799,80964,109525,143452,182175,224494,268636,312398,353100,388186,415385,432584,438466,432584,415385,388186,353100,312398,268636,224494,182175,143452,109525,80964,57799,39852,26495,16904,10347,6038,3348,1744,873,392,162,60,21,4,1"
GiPAA?,"0,1,1,15,36,106,246,569,1162,2220,4082,7099,11810,18810,28849,42603,60858,84155,112568,146063,184038,225311,268185,310514,349748,383482,409613,426140,431776,426140,409613,383482,349748,310514,268185,225311,184038,146063,112568,84155,60858,42603,28849,18810,11810,7099,4082,2220,1162,569,246,106,36,15,1,1"
