graph6,polynomial
MpCGI?@?G?_@?CO??,"0,0,0,0,0,0,0,2,28,200,986,3940,13455,40848,112683,287299,685321,1543787,3308337,6785890,13387382,25507204,47099458,84534240,147843084,252502057,421924337,690904594,1110276207,1753139750,2723020816,4164469033,6276519982,9329705961,13687050433,19829876157,28388741985,40180482226,56251283025,77926846174,106868918089,145139206014,195268863237,260334542077,344037553552,450787145770,585782317775,755093319086,965734618162,1225731190971,1544166764079,1931217321656,2398155254376,2957330020000,3622107275222,4406776651069,5326406711095,6396663440648,7633567676501,9053215980984,10671437259686,12503420087541,14563279491324,16863610259202,19414991545835,22225502980637,25300211435129,28640702506290,32244608017226,36105216755695,40211109330042,44545916037748,49088124817620,53811048257920,58682859389228,63666812881870,68721541773353,73801551805189,78857781740213,83838356299824,88689378017883,93355888380796,97782824308203,101916104663657,105703655589452,109096515749663,112049817555104,114523793762311,116484599135955,117905107019931,118765469553194,119053614141612,118765469553194,117905107019931,116484599135955,114523793762311,112049817555104,109096515749663,105703655589452,101916104663657,97782824308203,93355888380796,88689378017883,83838356299824,78857781740213,73801551805189,68721541773353,63666812881870,58682859389228,53811048257920,49088124817620,44545916037748,40211109330042,36105216755695,32244608017226,28640702506290,25300211435129,22225502980637,19414991545835,16863610259202,14563279491324,12503420087541,10671437259686,9053215980984,7633567676501,6396663440648,5326406711095,4406776651069,3622107275222,2957330020000,2398155254376,1931217321656,1544166764079,1225731190971,965734618162,755093319086,585782317775,450787145770,344037553552,260334542077,195268863237,145139206014,106868918089,77926846174,56251283025,40180482226,28388741985,19829876157,13687050433,9329705961,6276519982,4164469033,2723020816,1753139750,1110276207,690904594,421924337,252502057,147843084,84534240,47099458,25507204,13387382,6785890,3308337,1543787,685321,287299,112683,40848,13455,3940,986,200,28,2"
MpCGI?@?G?_@?G??_,"0,0,0,0,0,0,0,2,27,173,860,3448,11970,36763,102808,264845,638034,1448670,3126865,6451548,12794696,24485901,45391054,81742189,143388654,245534730,411242905,674809416,1086438797,1718370907,2673073144,4093695038,6177590781,9193142979,13500852510,19578914552,28054318637,39739601555,55676177544,77184188678,105919397680,143936763161,193760457356,258459551076,341727891864,447967025348,582368911520,750997067323,960860665092,1219980415852,1537438118555,1923409749526,2389171000910,2947077413119,3610504970644,4393757143324,5311921216495,6380685848976,7616099617829,9034290650660,10651124094211,12481827790243,14540559484133,16839958246380,19390648978292,22200756359958,25275391188788,28616179544750,32220789498264,36082539757948,40190033480129,44526914417167,49071673959185,53797616987948,58672896940664,63660736913252,68719725928823,73804314192759,78865373574044,83850952498530,88707068343347,93378671730635,97810603769596,101948686489622,105740749187173,109137737965843,112094697694317,114571783196024,116535081001288,117957410101772,118818881659569,119107398908254,118818881659569,117957410101772,116535081001288,114571783196024,112094697694317,109137737965843,105740749187173,101948686489622,97810603769596,93378671730635,88707068343347,83850952498530,78865373574044,73804314192759,68719725928823,63660736913252,58672896940664,53797616987948,49071673959185,44526914417167,40190033480129,36082539757948,32220789498264,28616179544750,25275391188788,22200756359958,19390648978292,16839958246380,14540559484133,12481827790243,10651124094211,9034290650660,7616099617829,6380685848976,5311921216495,4393757143324,3610504970644,2947077413119,2389171000910,1923409749526,1537438118555,1219980415852,960860665092,750997067323,582368911520,447967025348,341727891864,258459551076,193760457356,143936763161,105919397680,77184188678,55676177544,39739601555,28054318637,19578914552,13500852510,9193142979,6177590781,4093695038,2673073144,1718370907,1086438797,674809416,411242905,245534730,143388654,81742189,45391054,24485901,12794696,6451548,3126865,1448670,638034,264845,102808,36763,11970,3448,860,173,27,2"
MpCGI?@?G?_@?G?G?,"0,0,0,0,0,0,1,14,78,398,1556,5526,17273,49688,131526,326058,760747,1685953,3566080,7240280,14164644,26805636,49216516,87915287,153135382,260637018,434213758,709174229,1137025319,1791740573,2777970521,4241668185,6383640448,9476559037,13886088395,20096632194,28742481811,40644669514,56854354930,78702633161,107857493917,146387112114,196829965091,262269866600,346416019633,453684794990,589282780697,759286149695,970715403506,1231598719652,1551022671367,1939161919609,2407286741600,2967738813372,3633875001742,4419969025316,5341072620087,6412826634691,7651226513441,9072334278080,10691945510256,12525206033186,14586191592027,16887448705364,19439514880139,22250420044097,25325191983903,28665370560886,32268556863628,36128003918815,40232276087959,44564983641468,49104618242168,53824492985252,58692808367501,63672842875963,68723282271157,73798679342120,78850049269545,83825584042346,88671481458767,93332864350665,97754776191595,101883222523759,105666237651827,109054942207635,112004567675111,114475413807858,116433715422414,117852388771534,118711638924348,118999405811084,118711638924348,117852388771534,116433715422414,114475413807858,112004567675111,109054942207635,105666237651827,101883222523759,97754776191595,93332864350665,88671481458767,83825584042346,78850049269545,73798679342120,68723282271157,63672842875963,58692808367501,53824492985252,49104618242168,44564983641468,40232276087959,36128003918815,32268556863628,28665370560886,25325191983903,22250420044097,19439514880139,16887448705364,14586191592027,12525206033186,10691945510256,9072334278080,7651226513441,6412826634691,5341072620087,4419969025316,3633875001742,2967738813372,2407286741600,1939161919609,1551022671367,1231598719652,970715403506,759286149695,589282780697,453684794990,346416019633,262269866600,196829965091,146387112114,107857493917,78702633161,56854354930,40644669514,28742481811,20096632194,13886088395,9476559037,6383640448,4241668185,2777970521,1791740573,1137025319,709174229,434213758,260637018,153135382,87915287,49216516,26805636,14164644,7240280,3566080,1685953,760747,326058,131526,49688,17273,5526,1556,398,78,14,1"
MpCGI?@?G?_@?G?O?,"0,0,0,0,0,0,0,4,36,214,1008,3920,13306,40224,111044,283200,676610,1525808,3274568,6723576,13279304,25322954,46798790,84050618,147091346,251348716,420202044,688364054,1106612036,1747914306,2715711420,4154351270,6262748516,9311146922,13662410772,19797467166,28346689772,40126398946,56182587024,77840326714,106761206292,145006196100,195106396130,260137645056,343801389962,450506040300,585451031956,754705795172,965285674222,1225214902880,1543578631616,1930552231124,2397410186654,2956501461778,3621194567156,4405778732596,5325326148398,6395502409306,7632332729080,9051913105686,10670077501812,12502013548760,14561841821088,16862155542736,19413539744456,22224071546260,25298823828996,28639378492446,32243373271898,36104091858776,40210120549014,44545082948632,49087472404426,53810593197210,58682623421074,63666807906880,68721784548732,73802047818502,78858541299288,83839377333834,88690663408002,93357427868220,97784613016314,101918124137482,105705893465260,109098946091068,112052421375172,114526538898732,116487461482724,117908049938494,118768465665604,119056624512414,118768465665604,117908049938494,116487461482724,114526538898732,112052421375172,109098946091068,105705893465260,101918124137482,97784613016314,93357427868220,88690663408002,83839377333834,78858541299288,73802047818502,68721784548732,63666807906880,58682623421074,53810593197210,49087472404426,44545082948632,40210120549014,36104091858776,32243373271898,28639378492446,25298823828996,22224071546260,19413539744456,16862155542736,14561841821088,12502013548760,10670077501812,9051913105686,7632332729080,6395502409306,5325326148398,4405778732596,3621194567156,2956501461778,2397410186654,1930552231124,1543578631616,1225214902880,965285674222,754705795172,585451031956,450506040300,343801389962,260137645056,195106396130,145006196100,106761206292,77840326714,56182587024,40126398946,28346689772,19797467166,13662410772,9311146922,6262748516,4154351270,2715711420,1747914306,1106612036,688364054,420202044,251348716,147091346,84050618,46798790,25322954,13279304,6723576,3274568,1525808,676610,283200,111044,40224,13306,3920,1008,214,36,4"
MpCGI?@?G?_@?GO??,"0,0,0,0,0,0,1,12,68,340,1348,4850,15395,44858,120294,301294,709652,1584998,3375566,6892980,13553358,25759048,47473815,85079656,148624959,253602690,423452512,692990976,1113092180,1756880574,2727941157,4170845382,6284709681,9340078786,13700083435,19846032402,28408624861,40204637834,56280430467,77961580310,106910050897,145187320570,195324815663,260398823610,344110994398,450870039448,585875392887,755196544000,965848536495,1225855332672,1544301405897,1931361442022,2398308828749,2957491387484,3622276099995,4406950608992,5326585195098,6396843479380,7633748511030,9053394052726,10671611817035,12503587129846,14563438456469,16863756854790,19415125648920,22225620163578,25300312218645,28640782513246,32244668581887,36105253668502,40211124892268,44545906257044,49088093012305,53810990699458,58682780363117,63666708859424,68721417961023,73801404755378,78857617411206,83838171243562,88689178749160,93355671311598,97782596366580,101915861996952,105703405366264,109096253848208,112049551227740,114523518598770,116484322451934,117904824148932,118765187808000,119053328752356,118765187808000,117904824148932,116484322451934,114523518598770,112049551227740,109096253848208,105703405366264,101915861996952,97782596366580,93355671311598,88689178749160,83838171243562,78857617411206,73801404755378,68721417961023,63666708859424,58682780363117,53810990699458,49088093012305,44545906257044,40211124892268,36105253668502,32244668581887,28640782513246,25300312218645,22225620163578,19415125648920,16863756854790,14563438456469,12503587129846,10671611817035,9053394052726,7633748511030,6396843479380,5326585195098,4406950608992,3622276099995,2957491387484,2398308828749,1931361442022,1544301405897,1225855332672,965848536495,755196544000,585875392887,450870039448,344110994398,260398823610,195324815663,145187320570,106910050897,77961580310,56280430467,40204637834,28408624861,19846032402,13700083435,9340078786,6284709681,4170845382,2727941157,1756880574,1113092180,692990976,423452512,253602690,148624959,85079656,47473815,25759048,13553358,6892980,3375566,1584998,709652,301294,120294,44858,15395,4850,1348,340,68,12,1"
MpCGI?@?G?_@?O??_,"0,0,0,0,0,0,0,2,27,165,836,3360,11786,36323,102000,263281,635414,1444118,3119805,6440144,12777772,24460277,45354438,81689213,143315746,245433238,411107405,674627496,1086202369,1718062827,2672683300,4093200442,6176979405,9192387055,13499938566,19577810512,28053012717,39738058055,55674388792,77182119474,105917046788,143934098381,193757489992,258456253916,341724291384,447963105300,582364714696,750992589427,960855969400,1219975508576,1537433081991,1923404603406,2389165840386,2947072266915,3610499946224,4393752271004,5311916606923,6380681533276,7616095698873,9034287152688,10651121109543,12481825327895,14540557617557,16839956971836,19390648340180,22200756339058,25275391805008,28616180761074,32220791307296,36082542115104,40190036350109,44526917752023,49071677705457,53797621096312,58672901343960,63660741574364,68719730766923,73804319187827,78865378644196,83850957639630,88707073474855,93378676872535,97810608841408,101948691535466,105740754131365,109137742869951,112094702490097,114571787963592,116535085672400,117957414770636,118818886261665,119107403541086,118818886261665,117957414770636,116535085672400,114571787963592,112094702490097,109137742869951,105740754131365,101948691535466,97810608841408,93378676872535,88707073474855,83850957639630,78865378644196,73804319187827,68719730766923,63660741574364,58672901343960,53797621096312,49071677705457,44526917752023,40190036350109,36082542115104,32220791307296,28616180761074,25275391805008,22200756339058,19390648340180,16839956971836,14540557617557,12481825327895,10651121109543,9034287152688,7616095698873,6380681533276,5311916606923,4393752271004,3610499946224,2947072266915,2389165840386,1923404603406,1537433081991,1219975508576,960855969400,750992589427,582364714696,447963105300,341724291384,258456253916,193757489992,143934098381,105917046788,77182119474,55674388792,39738058055,28053012717,19577810512,13499938566,9192387055,6176979405,4093200442,2672683300,1718062827,1086202369,674627496,411107405,245433238,143315746,81689213,45354438,24460277,12777772,6440144,3119805,1444118,635414,263281,102000,36323,11786,3360,836,165,27,2"
MpCGI?@?G?_@?O?O?,"0,0,0,0,0,0,1,10,62,330,1400,5114,16481,48060,128688,320934,752525,1672297,3545374,7208036,14117684,26736242,49119138,87777107,152947814,260380356,433875094,708725529,1136448623,1790997451,2777038707,4240497959,6382205654,9474800037,13883977883,20094101580,28739508141,40641178992,56850333680,78698008969,107852269677,146381221846,196823438403,262262651060,346408176057,453676293126,589273718513,759276519791,970705345404,1231588250538,1551011966865,1939151022289,2407275856792,2967727997712,3633864482672,4419958865646,5341063048703,6412817712673,7651218457165,9072327129060,10691939459904,12525201096938,14586187916035,16887446276680,19439513791667,22250420246055,25325193516005,28665373345308,32268560878130,36128009069425,40232282302857,44564990814606,49104626262850,53824501755358,58692817740233,63672852778081,68723292537535,73798689927952,78850060004901,83825594926476,88671492315533,93332875228641,97754786923869,101883233200263,105666248114535,109054952593453,112004577830307,114475423907046,116433725322632,117852398666814,118711648678218,118999415635040,118711648678218,117852398666814,116433725322632,114475423907046,112004577830307,109054952593453,105666248114535,101883233200263,97754786923869,93332875228641,88671492315533,83825594926476,78850060004901,73798689927952,68723292537535,63672852778081,58692817740233,53824501755358,49104626262850,44564990814606,40232282302857,36128009069425,32268560878130,28665373345308,25325193516005,22250420246055,19439513791667,16887446276680,14586187916035,12525201096938,10691939459904,9072327129060,7651218457165,6412817712673,5341063048703,4419958865646,3633864482672,2967727997712,2407275856792,1939151022289,1551011966865,1231588250538,970705345404,759276519791,589273718513,453676293126,346408176057,262262651060,196823438403,146381221846,107852269677,78698008969,56850333680,40641178992,28739508141,20094101580,13883977883,9474800037,6382205654,4240497959,2777038707,1790997451,1136448623,708725529,433875094,260380356,152947814,87777107,49119138,26736242,14117684,7208036,3545374,1672297,752525,320934,128688,48060,16481,5114,1400,330,62,10,1"
MpCGI?@?G?_@?OO??,"0,0,0,0,0,0,0,2,28,188,944,3772,12992,39648,109926,281344,673363,1520755,3266198,6711370,13260126,25296006,46758467,83995945,147012555,251245286,420057926,688179967,1106363607,1747604797,2715304846,4153857269,6262115571,9310394733,13661469486,19796373088,28345349172,40124874620,56180755881,77838288801,106758804222,145003580066,195103365378,260134418930,343797712851,450502216524,585446741378,754701445645,965280861465,1225210160598,1543573450806,1930547289007,2397404848267,2956496564814,3621189320589,4405774159072,5325321267693,6395498442385,7632328481941,9051910013820,10670074121163,12502011553160,14561839487144,16862154796056,19413538562961,22224072121259,25298823817506,28639380377022,32243374371163,36104094954119,40210122626921,44545087098230,49087475273195,53810598197776,58682626868404,63666813532285,68721788358230,73802053850636,78858545268345,83839383582316,88690667377529,93357434174819,97784616875211,101918130401855,105705897149191,109098952258649,112052424877147,114526544958404,116487464840050,117908055918534,118768468939216,119056630466290,118768468939216,117908055918534,116487464840050,114526544958404,112052424877147,109098952258649,105705897149191,101918130401855,97784616875211,93357434174819,88690667377529,83839383582316,78858545268345,73802053850636,68721788358230,63666813532285,58682626868404,53810598197776,49087475273195,44545087098230,40210122626921,36104094954119,32243374371163,28639380377022,25298823817506,22224072121259,19413538562961,16862154796056,14561839487144,12502011553160,10670074121163,9051910013820,7632328481941,6395498442385,5325321267693,4405774159072,3621189320589,2956496564814,2397404848267,1930547289007,1543573450806,1225210160598,965280861465,754701445645,585446741378,450502216524,343797712851,260134418930,195103365378,145003580066,106758804222,77838288801,56180755881,40124874620,28345349172,19796373088,13661469486,9310394733,6262115571,4153857269,2715304846,1747604797,1106363607,688179967,420057926,251245286,147012555,83995945,46758467,25296006,13260126,6711370,3266198,1520755,673363,281344,109926,39648,12992,3772,944,188,28,2"
MpCGI?@?G?_@O???_,"0,0,0,0,0,0,0,2,27,169,848,3404,11870,36519,102344,263897,636391,1445775,3122149,6443840,12782954,24467785,45364569,81703504,143334107,245458026,411138719,674667929,1086251976,1718125458,2672757768,4093291791,6177086164,9192513848,13500083036,19577979150,28053199651,39738270539,55674620539,77182376281,105917319692,143934395755,193757797536,258456580626,341724622793,447963447800,582365051448,750992931818,960856293935,1219975827270,1537433375567,1923404880955,2389166080263,2947072486261,3610500118953,4393752414708,5311916703674,6380681596235,7616095709990,9034287135550,10651121041168,12481825228467,14540557478967,16839956806850,19390648137691,22200756122409,25275391560570,28616180502680,32220791037925,36082541837011,40190036063566,44526917470003,49071677423932,53797620812580,58672901076732,63660741308257,68719730512205,73804318940833,78865378415553,83850957406730,88707073270272,93378676663030,97810608650971,101948691345341,105740753963620,109137742685580,112094702336442,114571787795884,116535085521186,117957414608526,118818886121291,119107403375282,118818886121291,117957414608526,116535085521186,114571787795884,112094702336442,109137742685580,105740753963620,101948691345341,97810608650971,93378676663030,88707073270272,83850957406730,78865378415553,73804318940833,68719730512205,63660741308257,58672901076732,53797620812580,49071677423932,44526917470003,40190036063566,36082541837011,32220791037925,28616180502680,25275391560570,22200756122409,19390648137691,16839956806850,14540557478967,12481825228467,10651121041168,9034287135550,7616095709990,6380681596235,5311916703674,4393752414708,3610500118953,2947072486261,2389166080263,1923404880955,1537433375567,1219975827270,960856293935,750992931818,582365051448,447963447800,341724622793,258456580626,193757797536,143934395755,105917319692,77182376281,55674620539,39738270539,28053199651,19577979150,13500083036,9192513848,6177086164,4093291791,2672757768,1718125458,1086251976,674667929,411138719,245458026,143334107,81703504,45364569,24467785,12782954,6443840,3122149,1445775,636391,263897,102344,36519,11870,3404,848,169,27,2"
MpCGI?@?G?_@O?O??,"0,0,0,0,0,0,1,12,70,364,1474,5308,16825,48744,129816,322866,755436,1677004,3551986,7218044,14131460,26755838,49145091,87812928,152993451,260440838,433950610,708821990,1136565716,1791143594,2777211321,4240707436,6382448487,9475086534,13884301869,20094476770,28739922037,40641646384,56850840207,78698567752,107852860153,146381861746,196824097557,262263347874,346408879054,453677017726,589274427171,759277236852,970706022605,1231588913090,1551012572651,1939151593612,2407276346609,2967728442542,3633864829271,4419959150854,5341063233494,6412817828624,7651218464162,9072327076130,10691939301719,12525200875504,14586187611229,16887445919246,19439513357174,22250419781386,25325192995301,28665372796706,32268560305287,36128008480880,40232281697782,44564990216394,49104625667903,53824501157148,58692817174015,63672852214824,68723292000379,73798689404026,78850059520792,83825594434056,88671491880534,93332874783826,97754786521264,101883232794090,105666247757402,109054952203304,112004577502262,114475423548544,116433725002594,117852398320472,118711648378190,118999415282996,118711648378190,117852398320472,116433725002594,114475423548544,112004577502262,109054952203304,105666247757402,101883232794090,97754786521264,93332874783826,88671491880534,83825594434056,78850059520792,73798689404026,68723292000379,63672852214824,58692817174015,53824501157148,49104625667903,44564990216394,40232281697782,36128008480880,32268560305287,28665372796706,25325192995301,22250419781386,19439513357174,16887445919246,14586187611229,12525200875504,10691939301719,9072327076130,7651218464162,6412817828624,5341063233494,4419959150854,3633864829271,2967728442542,2407276346609,1939151593612,1551012572651,1231588913090,970706022605,759277236852,589274427171,453677017726,346408879054,262263347874,196824097557,146381861746,107852860153,78698567752,56850840207,40641646384,28739922037,20094476770,13884301869,9475086534,6382448487,4240707436,2777211321,1791143594,1136565716,708821990,433950610,260440838,152993451,87812928,49145091,26755838,14131460,7218044,3551986,1677004,755436,322866,129816,48744,16825,5308,1474,364,70,12,1"
MpCGOOGO??_@?@??_,"0,0,0,0,0,1,5,37,179,759,2758,8964,26293,71436,180407,429615,969295,2087665,4309989,8571994,16475256,30706693,55638033,98249630,169416719,285799688,472399151,766159465,1220715926,1912838001,2950708458,4484790459,6721431282,9940176220,14514912153,20939960660,29861143435,42113018801,58762015657,81156600926,110983754692,150332551763,201763446523,268383504859,353925196740,462828218008,600320835244,772499147140,986399625697,1250062325939,1572578986203,1964122602448,2435952128301,3000388396909,3670755013483,4461280725165,5386957950141,6463355341617,7706381278656,9131998378600,10755889270091,12593077151339,14657505277849,16961582880891,19515706319181,22327766721253,25402657096236,28741793599324,32342666825712,36198439627040,40297608628498,44623745362342,49155332938065,53865711454520,58723143726393,63691009066604,68728130494035,73789235272815,78825545772916,83785492172200,88615534856594,93261079369402,97667463817350,101780994320864,105550002360387,108925895688633,111864173635785,114325377916335,116275951474416,117688979742411,118544791918738,118831404326828,118544791918738,117688979742411,116275951474416,114325377916335,111864173635785,108925895688633,105550002360387,101780994320864,97667463817350,93261079369402,88615534856594,83785492172200,78825545772916,73789235272815,68728130494035,63691009066604,58723143726393,53865711454520,49155332938065,44623745362342,40297608628498,36198439627040,32342666825712,28741793599324,25402657096236,22327766721253,19515706319181,16961582880891,14657505277849,12593077151339,10755889270091,9131998378600,7706381278656,6463355341617,5386957950141,4461280725165,3670755013483,3000388396909,2435952128301,1964122602448,1572578986203,1250062325939,986399625697,772499147140,600320835244,462828218008,353925196740,268383504859,201763446523,150332551763,110983754692,81156600926,58762015657,42113018801,29861143435,20939960660,14514912153,9940176220,6721431282,4484790459,2950708458,1912838001,1220715926,766159465,472399151,285799688,169416719,98249630,55638033,30706693,16475256,8571994,4309989,2087665,969295,429615,180407,71436,26293,8964,2758,759,179,37,5,1"
MpCGOOOO??_@?@??_,"0,0,0,0,0,0,1,9,71,366,1536,5552,17711,51197,136151,337588,787526,1742713,3680498,7458561,14565581,27514347,50432344,89941594,156430785,265872990,442364014,721615881,1155683595,1819255282,2817915844,4298805319,6464232756,9588727541,14040233600,20305901206,29023287259,41017253517,57343376767,79337777513,108674054426,147426563707,198140423389,263906488047,348441185221,456168159612,592300989786,762922353348,975058295118,1236741331215,1557060586890,1946191203643,2415401235556,2977027196137,3644417196617,4431832505168,5354308166528,6427464177920,7667270647143,9089760157806,10710694682700,12545183041332,14607260877431,16909432611909,19462192359450,22273526818078,25348421671540,28688377513804,32290960191881,36149393209149,40252218374233,44583031895930,49120320862609,53837404419650,58702500357078,63678916089190,68725378037379,73796491001632,78843332860835,83814167780826,88655273940436,93311860659162,97729062254316,101852976801596,105631730697913,109016533319481,111962699486226,114430603910688,116386546364096,117803495552950,118661695427575,118949109500408,118661695427575,117803495552950,116386546364096,114430603910688,111962699486226,109016533319481,105631730697913,101852976801596,97729062254316,93311860659162,88655273940436,83814167780826,78843332860835,73796491001632,68725378037379,63678916089190,58702500357078,53837404419650,49120320862609,44583031895930,40252218374233,36149393209149,32290960191881,28688377513804,25348421671540,22273526818078,19462192359450,16909432611909,14607260877431,12545183041332,10710694682700,9089760157806,7667270647143,6427464177920,5354308166528,4431832505168,3644417196617,2977027196137,2415401235556,1946191203643,1557060586890,1236741331215,975058295118,762922353348,592300989786,456168159612,348441185221,263906488047,198140423389,147426563707,108674054426,79337777513,57343376767,41017253517,29023287259,20305901206,14040233600,9588727541,6464232756,4298805319,2817915844,1819255282,1155683595,721615881,442364014,265872990,156430785,89941594,50432344,27514347,14565581,7458561,3680498,1742713,787526,337588,136151,51197,17711,5552,1536,366,71,9,1"
MpCGOO_O??_@?@??_,"0,0,0,0,0,1,5,35,153,645,2290,7500,22111,60884,155567,375399,857017,1866903,3893311,7814996,15143506,28433213,51856589,92110768,159666089,270624280,449217457,731364395,1169335312,1838130125,2843652690,4333489243,6510390848,9649490050,14119307887,20407759312,29153104343,41181117297,57548160919,79591366776,108985130058,147804821501,198596249055,264451157847,349086394868,456926206912,593184142370,763942997494,976228148259,1238071574339,1558560913883,1947869976134,2417264406481,2979078506127,3646657035269,4434258212037,5356912865473,6430237263581,7670196670402,9092819522706,10713862672781,12548430785425,14610554529693,16912734635067,19465460904851,22276717277771,25351486287382,28691267177710,32293624203142,36151781286984,40254280525770,44584720487936,49121590560119,53838214234606,58702813505603,63678701948092,68724611862229,73795155626489,78841418246034,83811672410168,88652204075514,93308231433736,97724896644698,101848306325972,105626594150705,109010977134139,111956776175849,114424372184301,116380069360092,117796840691959,118654932546248,118942310563988,118654932546248,117796840691959,116380069360092,114424372184301,111956776175849,109010977134139,105626594150705,101848306325972,97724896644698,93308231433736,88652204075514,83811672410168,78841418246034,73795155626489,68724611862229,63678701948092,58702813505603,53838214234606,49121590560119,44584720487936,40254280525770,36151781286984,32293624203142,28691267177710,25351486287382,22276717277771,19465460904851,16912734635067,14610554529693,12548430785425,10713862672781,9092819522706,7670196670402,6430237263581,5356912865473,4434258212037,3646657035269,2979078506127,2417264406481,1947869976134,1558560913883,1238071574339,976228148259,763942997494,593184142370,456926206912,349086394868,264451157847,198596249055,147804821501,108985130058,79591366776,57548160919,41181117297,29153104343,20407759312,14119307887,9649490050,6510390848,4333489243,2843652690,1838130125,1169335312,731364395,449217457,270624280,159666089,92110768,51856589,28433213,15143506,7814996,3893311,1866903,857017,375399,155567,60884,22111,7500,2290,645,153,35,5,1"
MpCGOQ?O??_@?@??_,"0,0,0,0,0,0,1,11,87,428,1788,6279,19640,55776,146233,358216,827819,1817442,3813955,7688534,14950241,28139739,51425280,91482333,158773608,269367973,447487549,729002484,1166170753,1833926872,2838159837,4326372103,6501303848,9637981712,14104926712,20389933185,29131276098,41154597949,57516312031,79553407683,108940377985,147752459674,198535613821,264381465560,349007096758,456836643021,593083975951,763831809776,976105919365,1237938219788,1558416844975,1947715528548,2417100481453,2978905929367,3646477228237,4434072480747,5356723147077,6430045290161,7670004792795,9092629815281,10713677758201,12548252894734,14610386405578,16912578475679,19465319333800,22276592287192,25351380184365,28691181527195,32293560853151,36151741235143,40254265000556,44584729874179,49121625416970,53838274271733,58702898673424,63678811348943,68724744861922,73795310871409,78841594667075,83811868288480,88652418097911,93308461690778,97725141671149,101848564203290,105626863403327,109011255868858,111957063031658,114424665372105,116380367587013,117797142312331,118655236352414,118942614941338,118655236352414,117797142312331,116380367587013,114424665372105,111957063031658,109011255868858,105626863403327,101848564203290,97725141671149,93308461690778,88652418097911,83811868288480,78841594667075,73795310871409,68724744861922,63678811348943,58702898673424,53838274271733,49121625416970,44584729874179,40254265000556,36151741235143,32293560853151,28691181527195,25351380184365,22276592287192,19465319333800,16912578475679,14610386405578,12548252894734,10713677758201,9092629815281,7670004792795,6430045290161,5356723147077,4434072480747,3646477228237,2978905929367,2417100481453,1947715528548,1558416844975,1237938219788,976105919365,763831809776,593083975951,456836643021,349007096758,264381465560,198535613821,147752459674,108940377985,79553407683,57516312031,41154597949,29131276098,20389933185,14104926712,9637981712,6501303848,4326372103,2838159837,1833926872,1166170753,729002484,447487549,269367973,158773608,91482333,51425280,28139739,14950241,7688534,3813955,1817442,827819,358216,146233,55776,19640,6279,1788,428,87,11,1"
MpCGOP??G?_@?@?@?,"0,0,0,0,0,1,5,29,141,587,2178,7214,21637,59972,154313,373591,855349,1865929,3895823,7824630,15168894,28486313,51959911,92295894,159984887,271148528,450055993,732664123,1171306132,1841048443,2847895064,4339539623,6518883200,9661217786,14135276925,20429197636,29181520063,41218306371,57596266663,79652876210,109062928420,147902171451,198716826893,264599008185,349265939000,457142159078,593441485982,764246858298,976583722005,1238483961601,1559035005227,1948410242574,2417874751705,2979762034547,3647415876097,4435093288757,5357823723045,6431221855407,7671251223870,9093938383798,10715038219163,12549653368905,14611812480623,16914014300559,19466746763677,22277992109065,25352731381536,28692462632034,32294749238898,36152814633182,40255200819692,44585506736258,49122222555629,53838673056368,58703081939055,63678764937140,68724456881573,73794773080325,78840801720466,83810818964216,88651114374260,93306909879662,97723351363416,101846549157668,105624640451807,109008845623763,111954488610307,114421953037809,116377545379228,117794240495333,118652286064170,118939648567972,118652286064170,117794240495333,116377545379228,114421953037809,111954488610307,109008845623763,105624640451807,101846549157668,97723351363416,93306909879662,88651114374260,83810818964216,78840801720466,73794773080325,68724456881573,63678764937140,58703081939055,53838673056368,49122222555629,44585506736258,40255200819692,36152814633182,32294749238898,28692462632034,25352731381536,22277992109065,19466746763677,16914014300559,14611812480623,12549653368905,10715038219163,9093938383798,7671251223870,6431221855407,5357823723045,4435093288757,3647415876097,2979762034547,2417874751705,1948410242574,1559035005227,1238483961601,976583722005,764246858298,593441485982,457142159078,349265939000,264599008185,198716826893,147902171451,109062928420,79652876210,57596266663,41218306371,29181520063,20429197636,14135276925,9661217786,6518883200,4339539623,2847895064,1841048443,1171306132,732664123,450055993,271148528,159984887,92295894,51959911,28486313,15168894,7824630,3895823,1865929,855349,373591,154313,59972,21637,7214,2178,587,141,29,5,1"
