graph6,polynomial
JpD?GCA@?G?,"0,0,0,0,0,3,17,89,344,1134,3289,8534,20385,45268,94733,188072,357207,651626,1147694,1957242,3242243,5227974,8223887,12639580,19011194,28016362,40501053,57486597,80189713,110010098,148534516,197494231,258742087,334172388,425667448,534975596,663634828,812819059,983254094,1175056188,1387669053,1619723529,1869031903,2132503185,2406220631,2685440170,2964767602,3238240716,3499602758,3742448283,3960556271,4148062123,4299797729,4411430828,4479755881,4502749130,4479755881,4411430828,4299797729,4148062123,3960556271,3742448283,3499602758,3238240716,2964767602,2685440170,2406220631,2132503185,1869031903,1619723529,1387669053,1175056188,983254094,812819059,663634828,534975596,425667448,334172388,258742087,197494231,148534516,110010098,80189713,57486597,40501053,28016362,19011194,12639580,8223887,5227974,3242243,1957242,1147694,651626,357207,188072,94733,45268,20385,8534,3289,1134,344,89,17,3"
JpD?GCA@A??,"0,0,0,0,0,1,13,69,294,1006,2981,7884,19053,42778,90189,180320,344173,630864,1115164,1908276,3169773,5124314,8077923,12440010,18742470,27663818,40045437,56911931,79475403,109142566,147496478,196280085,257343727,332599110,423926622,533097384,661646922,810775735,981203910,1173076136,1385823713,1618104741,1867709765,2131570833,2405737819,2685484576,2965371806,3239450374,3501409188,3744853821,3963503747,4151507807,4303638907,4415584932,4484087883,4507154538,4484087883,4415584932,4303638907,4151507807,3963503747,3744853821,3501409188,3239450374,2965371806,2685484576,2405737819,2131570833,1867709765,1618104741,1385823713,1173076136,981203910,810775735,661646922,533097384,423926622,332599110,257343727,196280085,147496478,109142566,79475403,56911931,40045437,27663818,18742470,12440010,8077923,5124314,3169773,1908276,1115164,630864,344173,180320,90189,42778,19053,7884,2981,1006,294,69,13,1"
JpD?GCAO??_,"0,0,0,0,0,1,15,71,300,992,2936,7701,18646,41790,88258,176595,337598,619479,1096657,1878786,3124789,5057150,7981043,12302945,18554234,27409950,39711707,56481216,78932318,108469777,146681500,195310289,256214737,331309103,422485849,531520282,659963634,809020961,979428722,1171335032,1384185938,1616637567,1866491475,2130670213,2405227235,2685418673,2965801780,3240400702,3502895960,3746861221,3966004397,4154442333,4306939302,4419154368,4487828850,4510949846,4487828850,4419154368,4306939302,4154442333,3966004397,3746861221,3502895960,3240400702,2965801780,2685418673,2405227235,2130670213,1866491475,1616637567,1384185938,1171335032,979428722,809020961,659963634,531520282,422485849,331309103,256214737,195310289,146681500,108469777,78932318,56481216,39711707,27409950,18554234,12302945,7981043,5057150,3124789,1878786,1096657,619479,337598,176595,88258,41790,18646,7701,2936,992,300,71,15,1"
JpD?GCAOA??,"0,0,0,0,1,8,35,143,473,1425,3861,9580,22229,48331,99616,195684,368557,668137,1171073,1989553,3285643,5285346,8297799,12733121,19127085,28157498,40669093,57683956,80416401,110266396,148818311,197803657,259071318,334517430,426019517,535327717,663976207,813141748,983544818,1175307769,1387868654,1619864705,1869103963,2132503610,2406140339,2685281324,2964525711,3237921233,3499205357,3741983895,3960026423,4147481850,4299172403,4410776467,4479079673,4502069714,4479079673,4410776467,4299172403,4147481850,3960026423,3741983895,3499205357,3237921233,2964525711,2685281324,2406140339,2132503610,1869103963,1619864705,1387868654,1175307769,983544818,813141748,663976207,535327717,426019517,334517430,259071318,197803657,148818311,110266396,80416401,57683956,40669093,28157498,19127085,12733121,8297799,5285346,3285643,1989553,1171073,668137,368557,195684,99616,48331,22229,9580,3861,1425,473,143,35,8,1"
JpD?GCC?GG?,"0,0,0,0,0,1,11,63,274,960,2877,7724,18735,42284,89393,179162,342373,628502,1111726,1903904,3163949,5117252,8068827,12429752,18729886,27650220,40029819,56896199,79457943,109126800,147480042,196267033,257331695,332592822,423922002,533101044,661652790,810790497,981220722,1173102078,1385848903,1618138387,1867739543,2131605837,2405765575,2685515200,2965390232,3239470194,3501414470,3744858521,3963493649,4151498559,4303614795,4415565068,4484056649,4507130114,4484056649,4415565068,4303614795,4151498559,3963493649,3744858521,3501414470,3239470194,2965390232,2685515200,2405765575,2131605837,1867739543,1618138387,1385848903,1173102078,981220722,810790497,661652790,533101044,423922002,332592822,257331695,196267033,147480042,109126800,79457943,56896199,40029819,27650220,18729886,12429752,8068827,5117252,3163949,1903904,1111726,628502,342373,179162,89393,42284,18735,7724,2877,960,274,63,11,1"
JpD?GCC?I??,"0,0,0,0,0,1,10,57,248,871,2656,7184,17615,40075,85314,171957,330271,608735,1080726,1856576,3093829,5015885,7926154,12233040,18465120,27300801,39578397,56323990,78747360,108260093,146443944,195050927,255932465,331013404,422176802,531211977,659656511,808732008,979159067,1171103333,1383991069,1616499919,1866406090,2130655995,2405275944,2685546929,2965995119,3240674573,3503230262,3747267650,3966459582,4154955430,4307482113,4419735991,4488418612,4511554638,4488418612,4419735991,4307482113,4154955430,3966459582,3747267650,3503230262,3240674573,2965995119,2685546929,2405275944,2130655995,1866406090,1616499919,1383991069,1171103333,979159067,808732008,659656511,531211977,422176802,331013404,255932465,195050927,146443944,108260093,78747360,56323990,39578397,27300801,18465120,12233040,7926154,5015885,3093829,1856576,1080726,608735,330271,171957,85314,40075,17615,7184,2656,871,248,57,10,1"
JpD?GCC@?G?,"0,0,0,0,1,6,35,141,505,1515,4169,10352,23935,51777,106280,207520,389003,701879,1224867,2072375,3410033,5466266,8555085,13089957,19611171,28799524,41504357,58746998,81744159,111892010,150771199,200103169,261729170,337525828,429357213,538950111,667818801,817113546,987538982,1179189715,1391494104,1623073803,1871736481,2134396642,2407152461,2685281328,2963419953,3235646779,3495746677,3737363355,3954325867,4140816776,4291710733,4402715789,4470651319,4493512558,4470651319,4402715789,4291710733,4140816776,3954325867,3737363355,3495746677,3235646779,2963419953,2685281328,2407152461,2134396642,1871736481,1623073803,1391494104,1179189715,987538982,817113546,667818801,538950111,429357213,337525828,261729170,200103169,150771199,111892010,81744159,58746998,41504357,28799524,19611171,13089957,8555085,5466266,3410033,2072375,1224867,701879,389003,207520,106280,51777,23935,10352,4169,1515,505,141,35,6,1"
JpD?GCC@A??,"0,0,0,0,0,1,12,75,310,1063,3145,8279,19890,44471,93383,186006,353902,646892,1140623,1947512,3228521,5209869,8199518,12608819,18971504,27968021,40441299,57416575,80106217,109915992,148426476,197376975,258612657,334037759,425524453,534834165,663491293,812685458,983126359,1174948241,1387574638,1619658499,1868987438,2132495247,2406238008,2685498734,2964852295,3238367773,3499753590,3742637888,3960763912,4148302318,4300046732,4411703567,4480027185,4503032882,4480027185,4411703567,4300046732,4148302318,3960763912,3742637888,3499753590,3238367773,2964852295,2685498734,2406238008,2132495247,1868987438,1619658499,1387574638,1174948241,983126359,812685458,663491293,534834165,425524453,334037759,258612657,197376975,148426476,109915992,80106217,57416575,40441299,27968021,18971504,12608819,8199518,5209869,3228521,1947512,1140623,646892,353902,186006,93383,44471,19890,8279,3145,1063,310,75,12,1"
JpD?GCCO??_,"0,0,0,0,0,1,8,53,234,857,2614,7138,17525,39975,85112,171783,329919,608415,1080192,1856132,3093037,5015319,7925130,12232372,18463916,27300175,39576991,56323568,78745960,108259911,146442576,195051249,255931145,331014290,422175662,531213357,659655451,808734040,979157891,1171105869,1383989889,1616502779,1866404668,2130659281,2405274172,2685550353,2965993161,3240678115,3503227950,3747271444,3966456924,4154959190,4307479425,4419739779,4488415728,4511558550,4488415728,4419739779,4307479425,4154959190,3966456924,3747271444,3503227950,3240678115,2965993161,2685550353,2405274172,2130659281,1866404668,1616502779,1383989889,1171105869,979157891,808734040,659655451,531213357,422175662,331014290,255931145,195051249,146442576,108259911,78745960,56323568,39576991,27300175,18463916,12232372,7925130,5015319,3093037,1856132,1080192,608415,329919,171783,85112,39975,17525,7138,2614,857,234,53,8,1"
JpD?GCCOA??,"0,0,0,0,0,1,14,79,324,1093,3207,8381,20084,44763,93841,186704,354914,648268,1142545,1950024,3231757,5213939,8204558,12614803,18978644,27976167,40450445,57426689,80117193,109927410,148438332,197388861,258624201,334048701,425534505,534842725,663498429,812690782,983129495,1174949329,1387573662,1619655199,1868982152,2132488233,2406229068,2685488434,2964840901,3238355235,3499740354,3742624402,3960749694,4148288018,4300032448,4411689103,4480012593,4503018594,4480012593,4411689103,4300032448,4148288018,3960749694,3742624402,3499740354,3238355235,2964840901,2685488434,2406229068,2132488233,1868982152,1619655199,1387573662,1174949329,983129495,812690782,663498429,534842725,425534505,334048701,258624201,197388861,148438332,109927410,80117193,57426689,40450445,27976167,18978644,12614803,8204558,5213939,3231757,1950024,1142545,648268,354914,186704,93841,44763,20084,8381,3207,1093,324,79,14,1"
JpD?GD??G?_,"0,0,0,0,0,1,10,55,241,840,2565,6938,17080,38931,83081,167849,323104,596585,1061091,1825736,3046919,4946461,7826281,12092470,18272403,27041952,39238386,55886363,78196037,107578332,145618435,194070162,254790793,329710438,420721749,529620563,657957867,806962901,977368880,1169349004,1382340710,1615022835,1865179310,2129751190,2404763321,2685484100,2966431510,3241636690,3504732147,3749296148,3968983867,4157918528,4310813162,4423339361,4492193591,4515386054,4492193591,4423339361,4310813162,4157918528,3968983867,3749296148,3504732147,3241636690,2966431510,2685484100,2404763321,2129751190,1865179310,1615022835,1382340710,1169349004,977368880,806962901,657957867,529620563,420721749,329710438,254790793,194070162,145618435,107578332,78196037,55886363,39238386,27041952,18272403,12092470,7826281,4946461,3046919,1825736,1061091,596585,323104,167849,83081,38931,17080,6938,2565,840,241,55,10,1"
JpD?GD??G@?,"0,0,0,0,0,1,11,63,268,924,2784,7419,18108,40896,86740,174205,333902,613995,1088647,1867580,3109289,5036380,7953675,12267793,18509804,27355178,39645161,56402170,78840012,108364131,146562574,195179347,256073053,331159143,422330427,531363034,659808528,808872769,979291914,1171214640,1384086846,1616564059,1866447511,2130659151,2405251539,2685479777,2965900522,3240536196,3503067096,3747065287,3966238067,4154701081,4307218876,4419448672,4488132526,4511256458,4488132526,4419448672,4307218876,4154701081,3966238067,3747065287,3503067096,3240536196,2965900522,2685479777,2405251539,2130659151,1866447511,1616564059,1384086846,1171214640,979291914,808872769,659808528,531363034,422330427,331159143,256073053,195179347,146562574,108364131,78840012,56402170,39645161,27355178,18509804,12267793,7953675,5036380,3109289,1867580,1088647,613995,333902,174205,86740,40896,18108,7419,2784,924,268,63,11,1"
JpD?GD??I??,"0,0,0,0,0,1,13,71,296,1010,2988,7901,19078,42808,90238,180403,344264,631011,1115317,1908538,3170083,5124788,8078457,12440911,18743576,27665504,40047533,56915142,79479344,109148253,147503266,196289285,257354605,332613087,423942289,533116592,661667594,810799619,981228130,1173102684,1385848668,1618130395,1867731169,2131590425,2405750473,2685493237,2965370702,3239443800,3501391596,3744830255,3963469155,4151468539,4303590368,4415534774,4484031678,4507100174,4484031678,4415534774,4303590368,4151468539,3963469155,3744830255,3501391596,3239443800,2965370702,2685493237,2405750473,2131590425,1867731169,1618130395,1385848668,1173102684,981228130,810799619,661667594,533116592,423942289,332613087,257354605,196289285,147503266,109148253,79479344,56915142,40047533,27665504,18743576,12440911,8078457,5124788,3170083,1908538,1115317,631011,344264,180403,90238,42808,19078,7901,2988,1010,296,71,13,1"
JpD?GD?OA??,"0,0,0,0,1,8,39,163,543,1623,4355,10694,24503,52721,107660,209686,392031,706141,1230577,2080075,3419677,5478650,8570069,13108117,19632315,28824198,41531493,58777518,81776635,111926552,150806159,200139115,261763180,337559008,429386671,538976333,667839393,817130158,987547686,1179193689,1391490442,1623064879,1871719829,2134376568,2407124873,2685251502,2963384905,3235610301,3495706021,3737323993,3954282259,4140774906,4291666791,4402673481,4470606453,4493470722,4470606453,4402673481,4291666791,4140774906,3954282259,3737323993,3495706021,3235610301,2963384905,2685251502,2407124873,2134376568,1871719829,1623064879,1391490442,1179193689,987547686,817130158,667839393,538976333,429386671,337559008,261763180,200139115,150806159,111926552,81776635,58777518,41531493,28824198,19632315,13108117,8570069,5478650,3419677,2080075,1230577,706141,392031,209686,107660,52721,24503,10694,4355,1623,543,163,39,8,1"
JpG`@@??G?_,"0,0,0,1,3,24,83,314,914,2543,6316,14778,32213,66953,132360,251319,459410,812449,1392636,2321558,3769603,5974941,9257058,14040736,20870493,30438274,43593141,61363748,84958488,115773323,155368053,205453743,267835388,344367807,436864372,547021499,676292673,825797119,996177971,1187508241,1399166360,1629774709,1877113929,2138132564,2408933252,2684864532,2960599925,3230322259,3487876854,3727032495,3941687090,4126148930,4275349198,4385101311,4452248937,4474854220,4452248937,4385101311,4275349198,4126148930,3941687090,3727032495,3487876854,3230322259,2960599925,2684864532,2408933252,2138132564,1877113929,1629774709,1399166360,1187508241,996177971,825797119,676292673,547021499,436864372,344367807,267835388,205453743,155368053,115773323,84958488,61363748,43593141,30438274,20870493,14040736,9257058,5974941,3769603,2321558,1392636,812449,459410,251319,132360,66953,32213,14778,6316,2543,914,314,83,24,3,1"
JpG`C@??G?_,"0,0,0,0,1,7,42,164,563,1677,4518,11076,25319,54391,110806,215288,401634,721995,1255769,2118902,3477769,5563305,8690284,13274987,19858400,29124440,41921700,59274585,82397097,112686742,151718991,201214888,263005763,338966561,430947657,540671561,669636718,818989492,989416346,1181011488,1393186961,1624568132,1872951747,2135264561,2407598434,2685253432,2962867470,3234547819,3494086803,3735163362,3951613443,4137657079,4288173628,4398902096,4466660457,4489467300,4466660457,4398902096,4288173628,4137657079,3951613443,3735163362,3494086803,3234547819,2962867470,2685253432,2407598434,2135264561,1872951747,1624568132,1393186961,1181011488,989416346,818989492,669636718,540671561,430947657,338966561,263005763,201214888,151718991,112686742,82397097,59274585,41921700,29124440,19858400,13274987,8690284,5563305,3477769,2118902,1255769,721995,401634,215288,110806,54391,25319,11076,4518,1677,563,164,42,7,1"
JpG`A?@?G@?,"0,0,0,1,3,20,67,248,726,2057,5208,12424,27603,58359,117098,225307,416706,744521,1287868,2164262,3539567,5646579,8798972,13415258,20034309,29342622,42185283,59588976,82763062,113107543,152191075,201737419,263569810,339566523,431568566,541303359,670258709,819588311,989968279,1181501593,1393590520,1624872889,1873135343,2135319530,2407507906,2685017310,2962475847,3234009775,3493400124,3734345683,3950671092,4136614792,4287042842,4397713739,4465430135,4488228360,4465430135,4397713739,4287042842,4136614792,3950671092,3734345683,3493400124,3234009775,2962475847,2685017310,2407507906,2135319530,1873135343,1624872889,1393590520,1181501593,989968279,819588311,670258709,541303359,431568566,339566523,263569810,201737419,152191075,113107543,82763062,59588976,42185283,29342622,20034309,13415258,8798972,5646579,3539567,2164262,1287868,744521,416706,225307,117098,58359,27603,12424,5208,2057,726,248,67,20,3,1"
JpG`A?@?GA?,"0,0,0,0,1,9,46,190,629,1837,4867,11785,26620,56713,114697,221549,411407,736808,1277396,2149730,3520607,5621349,8767190,13374772,19984948,29282024,42114082,59504634,82667078,112998023,152070801,201604950,263430007,339418326,431418518,541151415,670112652,819448030,989843414,1181391288,1393504386,1624809612,1873104055,2135316587,2407542416,2685083193,2962580416,3234145483,3493572509,3734544194,3950901121,4136863833,4287314371,4397995058,4465724086,4488520576,4465724086,4397995058,4287314371,4136863833,3950901121,3734544194,3493572509,3234145483,2962580416,2685083193,2407542416,2135316587,1873104055,1624809612,1393504386,1181391288,989843414,819448030,670112652,541151415,431418518,339418326,263430007,201604950,152070801,112998023,82667078,59504634,42114082,29282024,19984948,13374772,8767190,5621349,3520607,2149730,1277396,736808,411407,221549,114697,56713,26620,11785,4867,1837,629,190,46,9,1"
JpG`A?@?I??,"0,0,0,1,3,22,67,260,744,2099,5268,12524,27733,58515,117232,225409,416588,744065,1286746,2162184,3535915,5640807,8790146,13402566,20016579,29318804,42153951,59549304,82713680,113047841,152120267,201655775,263477386,339464705,431458478,541187625,670139823,819470059,989853787,1181395755,1393496976,1624796237,1873078825,2135287312,2407502112,2685040900,2962529287,3234094035,3493513950,3734488175,3950838556,4136804804,4287250672,4397935379,4465659549,4488461036,4465659549,4397935379,4287250672,4136804804,3950838556,3734488175,3493513950,3234094035,2962529287,2685040900,2407502112,2135287312,1873078825,1624796237,1393496976,1181395755,989853787,819470059,670139823,541187625,431458478,339464705,263477386,201655775,152120267,113047841,82713680,59549304,42153951,29318804,20016579,13402566,8790146,5640807,3535915,2162184,1286746,744065,416588,225409,117232,58515,27733,12524,5268,2099,744,260,67,22,3,1"
JpGc?D??G?_,"0,0,0,0,1,4,28,103,397,1216,3481,8821,20932,46048,96046,189914,359964,655317,1152930,1963923,3251137,5238893,8237714,12655908,19031021,28038763,40527099,57515064,80221415,110043256,148570063,197529763,258778576,334207051,425701256,535005462,663662244,812840581,983271643,1175066626,1387674543,1619721049,1869024358,2132487490,2406200224,2685412190,2964735798,3238202298,3499561773,3742401710,3960508228,4148009799,4299745216,4411375196,4479701273,4502692390,4479701273,4411375196,4299745216,4148009799,3960508228,3742401710,3499561773,3238202298,2964735798,2685412190,2406200224,2132487490,1869024358,1619721049,1387674543,1175066626,983271643,812840581,663662244,535005462,425701256,334207051,258778576,197529763,148570063,110043256,80221415,57515064,40527099,28038763,19031021,12655908,8237714,5238893,3251137,1963923,1152930,655317,359964,189914,96046,46048,20932,8821,3481,1216,397,103,28,4,1"
JpGcC@??G?_,"0,0,0,0,0,4,26,120,434,1384,3862,9756,22807,49858,102919,202226,380576,689150,1205988,2045497,3371981,5414641,8485704,12999402,19494619,28653584,41323420,58528938,81484403,111589678,150424182,199714652,261299182,337062729,428865716,538442410,667304297,816609991,987057098,1178751209,1391111802,1622768392,1871519625,2134288442,2407157922,2685416220,2963684117,3236046688,3496274092,3738018780,3955089815,4141682682,4292654006,4403721353,4471689727,4494567788,4471689727,4403721353,4292654006,4141682682,3955089815,3738018780,3496274092,3236046688,2963684117,2685416220,2407157922,2134288442,1871519625,1622768392,1391111802,1178751209,987057098,816609991,667304297,538442410,428865716,337062729,261299182,199714652,150424182,111589678,81484403,58528938,41323420,28653584,19494619,12999402,8485704,5414641,3371981,2045497,1205988,689150,380576,202226,102919,49858,22807,9756,3862,1384,434,120,26,4"
JpGcA?@?G@?,"0,0,0,0,1,5,31,130,453,1404,3878,9721,22636,49366,101782,199868,376139,681237,1192538,2023570,3337627,5362480,8408893,12889328,19340884,28444081,41044420,58165341,81020787,111010878,149716301,198866302,260303241,335917542,427576822,537023760,665778955,815011305,985428401,1177144659,1389587724,1621393178,1870362516,2133418293,2406639609,2685306464,2964027799,3236873748,3497595903,3739827207,3957356192,4144357232,4295667931,4406990341,4475116857,4498048480,4475116857,4406990341,4295667931,4144357232,3957356192,3739827207,3497595903,3236873748,2964027799,2685306464,2406639609,2133418293,1870362516,1621393178,1389587724,1177144659,985428401,815011305,665778955,537023760,427576822,335917542,260303241,198866302,149716301,111010878,81020787,58165341,41044420,28444081,19340884,12889328,8408893,5362480,3337627,2023570,1192538,681237,376139,199868,101782,49366,22636,9721,3878,1404,453,130,31,5,1"
JpGcA?@?GA?,"0,0,0,0,0,3,24,110,413,1316,3705,9408,22098,48443,100334,197546,372654,676080,1185174,2013160,3323517,5343412,8384026,12857245,19300652,28394095,40984244,58093363,80937053,110914587,149608413,198746618,260174581,335780402,427435260,536879741,665637659,814874935,985303795,1177033803,1389497263,1621325116,1870322803,2133406904,2406662440,2685361384,2964118462,3236996862,3497753249,3740012480,3957570744,4144592891,4295923947,4407258447,4475395410,4498327458,4475395410,4407258447,4295923947,4144592891,3957570744,3740012480,3497753249,3236996862,2964118462,2685361384,2406662440,2133406904,1870322803,1621325116,1389497263,1177033803,985303795,814874935,665637659,536879741,427435260,335780402,260174581,198746618,149608413,110914587,80937053,58093363,40984244,28394095,19300652,12857245,8384026,5343412,3323517,2013160,1185174,676080,372654,197546,100334,48443,22098,9408,3705,1316,413,110,24,3"
JpGcA?@?I??,"0,0,0,0,1,5,29,120,437,1338,3740,9429,22084,48314,100036,196906,371455,673983,1181776,2007864,3315681,5332088,8368243,12835854,19272474,28357721,40938508,58037115,80869375,110834782,149516289,198642414,260059287,335655472,427302844,536742702,665499541,814739559,985175479,1176917227,1389397040,1621245680,1870268186,2133380693,2406667511,2685399814,2964191145,3237103936,3497893777,3740184439,3957770892,4144817530,4296168495,4407517745,4475663595,4498598700,4475663595,4407517745,4296168495,4144817530,3957770892,3740184439,3497893777,3237103936,2964191145,2685399814,2406667511,2133380693,1870268186,1621245680,1389397040,1176917227,985175479,814739559,665499541,536742702,427302844,335655472,260059287,198642414,149516289,110834782,80869375,58037115,40938508,28357721,19272474,12835854,8368243,5332088,3315681,2007864,1181776,673983,371455,196906,100036,48314,22084,9429,3740,1338,437,120,29,5,1"
JpGa?C@?OA?,"0,0,0,1,3,20,62,234,672,1916,4878,11705,26166,55662,112248,216991,402961,722545,1253823,2112976,3464281,5538830,8648297,13209071,19758113,28980125,41718745,59000058,82033642,112220813,151133225,200498851,262146878,337963594,429799243,539391524,668239894,817509624,987887860,1179487778,1391719657,1623226473,1871797150,2134370986,2407023561,2685061290,2963097142,3235238106,3495243862,3736789652,3953675421,4140116247,4290956279,4401935360,4469842657,4492705696,4469842657,4401935360,4290956279,4140116247,3953675421,3736789652,3495243862,3235238106,2963097142,2685061290,2407023561,2134370986,1871797150,1623226473,1391719657,1179487778,987887860,817509624,668239894,539391524,429799243,337963594,262146878,200498851,151133225,112220813,82033642,59000058,41718745,28980125,19758113,13209071,8648297,5538830,3464281,2112976,1253823,722545,402961,216991,112248,55662,26166,11705,4878,1916,672,234,62,20,3,1"
JpGa?C@?OC?,"0,0,0,0,1,5,33,134,473,1452,3983,9938,23047,50102,103033,201885,379308,686066,1199621,2033680,3351739,5381638,8434327,12922381,19382870,28496435,41108436,58241948,81110762,111114721,149833749,198996570,260445043,336068609,427734325,537184370,665938287,815164849,985571499,1177271965,1389694163,1621474272,1870413756,2133435935,2406621143,2685249795,2963931981,3236739418,3497424089,3739620265,3957118148,4144092100,4295380652,4406687159,4474803852,4497731976,4474803852,4406687159,4295380652,4144092100,3957118148,3739620265,3497424089,3236739418,2963931981,2685249795,2406621143,2133435935,1870413756,1621474272,1389694163,1177271965,985571499,815164849,665938287,537184370,427734325,336068609,260445043,198996570,149833749,111114721,81110762,58241948,41108436,28496435,19382870,12922381,8434327,5381638,3351739,2033680,1199621,686066,379308,201885,103033,50102,23047,9938,3983,1452,473,134,33,5,1"
JpGa?C@?Q??,"0,0,0,1,3,20,58,222,624,1794,4558,10993,24724,52870,107148,208219,388295,698927,1217085,2057512,3382625,5421940,8484691,12985291,19458735,28587731,41214317,58364952,81248784,111268985,150000601,199176705,260632046,336262682,427927379,537375234,666117918,815332646,985716194,1177394546,1389784043,1621532797,1870431368,2133417344,2406556515,2685146870,2963783494,3236554132,3497196658,3739363148,3956825075,4143777821,4295041535,4406337174,4474439847,4497370248,4474439847,4406337174,4295041535,4143777821,3956825075,3739363148,3497196658,3236554132,2963783494,2685146870,2406556515,2133417344,1870431368,1621532797,1389784043,1177394546,985716194,815332646,666117918,537375234,427927379,336262682,260632046,199176705,150000601,111268985,81248784,58364952,41214317,28587731,19458735,12985291,8484691,5421940,3382625,2057512,1217085,698927,388295,208219,107148,52870,24724,10993,4558,1794,624,222,58,20,3,1"
JpGa?C@?_?_,"0,0,0,0,1,4,28,107,417,1260,3599,9097,21456,47042,97818,192826,364670,662699,1163946,1979945,3273937,5270275,8279958,12711606,19102543,28128915,40638589,57649668,80380871,110228968,148781729,197766213,259037944,334485177,425993100,535305242,663961550,813130925,983544607,1175311646,1387881725,1619882093,1869130190,2132530540,2406175828,2685315716,2964565004,3237958664,3499246637,3742019224,3960066582,4147516275,4299208868,4410808568,4479115763,4502099890,4479115763,4410808568,4299208868,4147516275,3960066582,3742019224,3499246637,3237958664,2964565004,2685315716,2406175828,2132530540,1869130190,1619882093,1387881725,1175311646,983544607,813130925,663961550,535305242,425993100,334485177,259037944,197766213,148781729,110228968,80380871,57649668,40638589,28128915,19102543,12711606,8279958,5270275,3273937,1979945,1163946,662699,364670,192826,97818,47042,21456,9097,3599,1260,417,107,28,4,1"
JpGa?C@?_C?,"0,0,0,0,0,6,32,150,524,1588,4317,10691,24518,52910,108082,210501,393517,708809,1234701,2086419,3428969,5491831,8588014,13132263,19663153,28863452,41579848,58835557,81844286,112004819,150893414,200234866,261865274,337665548,429493989,539082942,667939601,817221991,987627404,1179258409,1391535607,1623091146,1871723301,2134358062,2407083616,2685189441,2963301127,3235510168,3495588054,3737192504,3954139475,4140624328,4291507193,4402511143,4470440304,4493304272,4470440304,4402511143,4291507193,4140624328,3954139475,3737192504,3495588054,3235510168,2963301127,2685189441,2407083616,2134358062,1871723301,1623091146,1391535607,1179258409,987627404,817221991,667939601,539082942,429493989,337665548,261865274,200234866,150893414,112004819,81844286,58835557,41579848,28863452,19663153,13132263,8588014,5491831,3428969,2086419,1234701,708809,393517,210501,108082,52910,24518,10691,4317,1588,524,150,32,6"
JpGa?C@?a??,"0,0,0,0,1,7,35,142,493,1466,4019,9962,23059,50016,102867,201397,378430,684416,1196973,2029352,3345371,5372090,8421085,12904023,19358694,28464591,41068536,58192056,81050770,111043071,149751123,198901992,260340713,335954233,427613441,537057966,665811333,815038871,985452899,1177162647,1389600769,1621398674,1870362268,2133409019,2406624721,2685282513,2963997969,3236835768,3497553091,3739776399,3957302340,4144297148,4295605798,4406924257,4475051122,4497980008,4475051122,4406924257,4295605798,4144297148,3957302340,3739776399,3497553091,3236835768,2963997969,2685282513,2406624721,2133409019,1870362268,1621398674,1389600769,1177162647,985452899,815038871,665811333,537057966,427613441,335954233,260340713,198901992,149751123,111043071,81050770,58192056,41068536,28464591,19358694,12904023,8421085,5372090,3345371,2029352,1196973,684416,378430,201397,102867,50016,23059,9962,4019,1466,493,142,35,7,1"
JpGa?C@O??_,"0,0,0,0,1,6,32,129,455,1368,3785,9439,22024,47986,99198,194992,367698,666961,1169656,1987645,3283581,5282659,8294942,12729766,19123687,28153589,40665725,57680188,80413347,110263510,148816689,197802159,259071954,334518357,426022558,535331464,663982142,813147537,983553311,1175315620,1387878063,1619873169,1869113538,2132510466,2406148240,2685285890,2964529956,3237922186,3499205981,3741979862,3960022974,4147474405,4299164926,4410766260,4479070897,4502058054,4479070897,4410766260,4299164926,4147474405,3960022974,3741979862,3499205981,3237922186,2964529956,2685285890,2406148240,2132510466,1869113538,1619873169,1387878063,1175315620,983553311,813147537,663982142,535331464,426022558,334518357,259071954,197802159,148816689,110263510,80413347,57680188,40665725,28153589,19123687,12729766,8294942,5282659,3283581,1987645,1169656,666961,367698,194992,99198,47986,22024,9439,3785,1368,455,129,32,6,1"
JpGa?C@OA??,"0,0,0,1,3,22,64,246,694,1958,4926,11755,26182,55554,111882,216195,401305,719553,1248771,2104970,3451979,5520822,8622631,13173757,19710847,28918439,41639969,58902352,81914706,112079259,150968173,200310909,261936934,337734704,429554723,539136688,667981072,817254490,987643642,1179264320,1391525311,1623070051,1871686168,2134313312,2407023875,2685124814,2963225440,3235431816,3495501080,3737107522,3954046513,4140534675,4291412901,4402420456,4470344529,4493214080,4470344529,4402420456,4291412901,4140534675,3954046513,3737107522,3495501080,3235431816,2963225440,2685124814,2407023875,2134313312,1871686168,1623070051,1391525311,1179264320,987643642,817254490,667981072,539136688,429554723,337734704,261936934,200310909,150968173,112079259,81914706,58902352,41639969,28918439,19710847,13173757,8622631,5520822,3451979,2104970,1248771,719553,401305,216195,111882,55554,26182,11755,4926,1958,694,246,64,22,3,1"
