graph6,polynomial
Ip_I?C@?_,"0,0,0,0,0,2,20,100,364,1110,2966,7128,15786,32724,64026,119302,212932,365840,606882,975630,1522820,2313864,3427110,4957284,7009882,9704214,13160692,17505278,22848480,29290958,36894884,45695126,55663200,66729470,78741952,91504594,104734926,118119142,131269892,143801808,155286310,165341416,173582206,179717202,183489490,184770866,183489490,179717202,173582206,165341416,155286310,143801808,131269892,118119142,104734926,91504594,78741952,66729470,55663200,45695126,36894884,29290958,22848480,17505278,13160692,9704214,7009882,4957284,3427110,2313864,1522820,975630,606882,365840,212932,119302,64026,32724,15786,7128,2966,1110,364,100,20,2"
Ip_I?C@O?,"0,0,0,0,1,4,27,98,375,1088,2951,7034,15686,32407,63670,118532,212026,364227,605040,972710,1519630,2309160,3422204,4950594,7003278,9695594,13152823,17495440,22840258,29280986,36887699,45686549,55658645,66723705,78741351,91502946,104739210,118122111,131279338,143809417,155300345,165352806,173599664,179731168,183508824,184785648,183508824,179731168,173599664,165352806,155300345,143809417,131279338,118122111,104739210,91502946,78741351,66723705,55658645,45686549,36887699,29280986,22840258,17495440,13152823,9695594,7003278,4950594,3422204,2309160,1519630,972710,605040,364227,212026,118532,63670,32407,15686,7034,2951,1088,375,98,27,4,1"
Ip_I?CA?_,"0,0,0,0,1,11,44,179,546,1499,3738,8556,18290,36921,70790,129720,228627,388447,638876,1019172,1581113,2389074,3522783,5074570,7151761,9869577,13350689,17715095,23076608,29527723,37135832,45925821,55877018,66908649,78879985,91582982,104750567,118056255,131131789,143578579,154989942,164969326,173155300,179239634,182988746,184255220,182988746,179239634,173155300,164969326,154989942,143578579,131131789,118056255,104750567,91582982,78879985,66908649,55877018,45925821,37135832,29527723,23076608,17715095,13350689,9869577,7151761,5074570,3522783,2389074,1581113,1019172,638876,388447,228627,129720,70790,36921,18290,8556,3738,1499,546,179,44,11,1"
Ip_I?CAO?,"0,0,0,0,0,4,25,112,400,1181,3127,7432,16383,33723,65794,122064,217389,372385,616683,989220,1541899,2338880,3460236,4998554,7061591,9765278,13233155,17586211,22939143,29386002,36994625,45791587,55755964,66808327,78806771,91544212,104750798,118100691,131221770,143715479,155170569,165190779,173409821,179520557,183284877,184557494,183284877,179520557,173409821,165190779,155170569,143715479,131221770,118100691,104750798,91544212,78806771,66808327,55755964,45791587,36994625,29386002,22939143,17586211,13233155,9765278,7061591,4998554,3460236,2338880,1541899,989220,616683,372385,217389,122064,65794,33723,16383,7432,3127,1181,400,112,25,4"
Ip_I?D??G,"0,0,0,0,0,2,20,90,342,1054,2848,6898,15406,32054,63002,117730,210656,362624,602572,969922,1515612,2304878,3416326,4944652,6995556,9688292,13143682,17487508,22830590,29273588,36878830,45681116,55651996,66721668,78738134,91505258,104740232,118129294,131284778,143821224,155309690,165368360,173611910,179749150,183522638,184804526,183522638,179749150,173611910,165368360,155309690,143821224,131284778,118129294,104740232,91505258,78738134,66721668,55651996,45681116,36878830,29273588,22830590,17487508,13143682,9688292,6995556,4944652,3416326,2304878,1515612,969922,602572,362624,210656,117730,63002,32054,15406,6898,2848,1054,342,90,20,2"
IpaCA?@?G,"0,0,0,0,1,11,54,199,616,1677,4129,9338,19772,39538,75231,136900,239771,405178,663126,1053228,1627570,2450686,3602225,5174352,7273714,10014729,13518856,17904507,23283667,29747003,37359763,46145136,56080882,67085238,79017151,91669060,104775157,118011164,131011838,143382028,154719143,164630664,172759094,178799584,182521285,183778360,182521285,178799584,172759094,164630664,154719143,143382028,131011838,118011164,104775157,91669060,79017151,67085238,56080882,46145136,37359763,29747003,23283667,17904507,13518856,10014729,7273714,5174352,3602225,2450686,1627570,1053228,663126,405178,239771,136900,75231,39538,19772,9338,4129,1677,616,199,54,11,1"
IpaA?C@?_,"0,0,0,0,1,8,42,158,509,1425,3606,8308,17925,36312,69912,128426,226861,386038,635787,1015162,1576235,2383166,3515892,5066646,7143047,9860070,13340758,17704917,23066619,29518254,37127334,45918588,55871523,66905222,78878796,91584308,104754484,118062820,131140810,143590050,155003450,164984797,173172145,179257637,183007309,184274176,183007309,179257637,173172145,164984797,155003450,143590050,131140810,118062820,104754484,91584308,78878796,66905222,55871523,45918588,37127334,29518254,23066619,17704917,13340758,9860070,7143047,5066646,3515892,2383166,1576235,1015162,635787,386038,226861,128426,69912,36312,17925,8308,3606,1425,509,158,42,8,1"
IpaA?C@O?,"0,0,0,0,0,5,29,129,445,1295,3365,7912,17250,35268,68338,126166,223653,381732,630054,1007912,1567131,2372172,3502823,5051766,7126189,9841835,13321300,17685075,23046664,29499373,37109827,45903878,55859737,66897598,78875386,91586246,104761143,118075184,131157983,143612520,155029897,165015498,173205444,179293808,183044362,184312106,183044362,179293808,173205444,165015498,155029897,143612520,131157983,118075184,104761143,91586246,78875386,66897598,55859737,45903878,37109827,29499373,23046664,17685075,13321300,9841835,7126189,5051766,3502823,2372172,1567131,1007912,630054,381732,223653,126166,68338,35268,17250,7912,3365,1295,445,129,29,5"
IpaA?CA?_,"0,0,0,1,5,24,81,269,736,1908,4494,9953,20680,40945,77120,139594,243252,409765,668720,1060194,1635566,2460104,3612447,5185615,7285305,10026770,13530189,17915416,23292953,29754866,37365230,46148469,56081250,67083369,79012254,91662011,104765826,118000347,130999294,143368814,154704930,164616252,172744320,178784833,182506368,183763812,182506368,178784833,172744320,164616252,154704930,143368814,130999294,118000347,104765826,91662011,79012254,67083369,56081250,46148469,37365230,29754866,23292953,17915416,13530189,10026770,7285305,5185615,3612447,2460104,1635566,1060194,668720,409765,243252,139594,77120,40945,20680,9953,4494,1908,736,269,81,24,5,1"
IpaA?CAO?,"0,0,0,0,1,7,39,155,508,1432,3637,8420,18159,36820,70848,130122,229642,390546,642597,1025306,1590528,2402926,3542077,5100716,7185630,9912247,13402388,17776060,23145721,29603919,37216271,46007776,55955992,66980612,78939408,91625712,104771407,118052220,131099505,143517592,154899829,164853099,173015931,179083341,182821127,184084344,182821127,179083341,173015931,164853099,154899829,143517592,131099505,118052220,104771407,91625712,78939408,66980612,55955992,46007776,37216271,29603919,23145721,17776060,13402388,9912247,7185630,5100716,3542077,2402926,1590528,1025306,642597,390546,229642,130122,70848,36820,18159,8420,3637,1432,508,155,39,7,1"
IpaA?D??G,"0,0,0,0,1,6,34,130,449,1291,3352,7846,17167,35056,68024,125602,222857,380488,628429,1005578,1564241,2368376,3498312,5046222,7120019,9834692,13313778,17676889,23038573,29491176,37102426,45897022,55854435,66893512,78873406,91585940,104763378,118079312,131164694,143620962,155040606,165027499,173219151,179308141,183059713,184327320,183059713,179308141,173219151,165027499,155040606,143620962,131164694,118079312,104763378,91585940,78873406,66893512,55854435,45897022,37102426,29491176,23038573,17676889,13313778,9834692,7120019,5046222,3498312,2368376,1564241,1005578,628429,380488,222857,125602,68024,35056,17167,7846,3352,1291,449,130,34,6,1"
IpaA?D?O?,"0,0,0,0,0,6,36,150,506,1456,3694,8574,18512,37518,72108,132314,233204,396152,651010,1037506,1607626,2426186,3572658,5139900,7234378,9971240,13471702,17855226,23233350,29697916,37313424,46104164,56046858,67060748,79003192,91667894,104787152,118037706,131052076,143436308,154785476,164708450,172845430,178893160,182618628,183877702,182618628,178893160,172845430,164708450,154785476,143436308,131052076,118037706,104787152,91667894,79003192,67060748,56046858,46104164,37313424,29697916,23233350,17855226,13471702,9971240,7234378,5139900,3572658,2426186,1607626,1037506,651010,396152,233204,132314,72108,37518,18512,8574,3694,1456,506,150,36,6"
Ip`?GCCO?,"0,0,0,0,0,2,21,104,380,1157,3076,7368,16251,33602,65541,121840,216959,372054,616039,988778,1541006,2338410,3459168,4998130,7060372,9765082,13231902,17586355,22937944,29386654,36993522,45792752,55754954,66810056,78805835,91546362,104749830,118103244,131220697,143718226,155169356,165193705,173408497,179523505,183283470,184560478,183283470,179523505,173408497,165193705,155169356,143718226,131220697,118103244,104749830,91546362,78805835,66810056,55754954,45792752,36993522,29386654,22937944,17586355,13231902,9765082,7060372,4998130,3459168,2338410,1541006,988778,616039,372054,216959,121840,65541,33602,16251,7368,3076,1157,380,104,21,2"
Ip`?GD??G,"0,0,0,0,0,2,20,96,354,1086,2913,7024,15608,32413,63537,118566,211838,364283,604788,972860,1519261,2309450,3421760,4951002,7002723,9696210,13152085,17496332,22839361,29282038,36886635,45687869,55657294,66725325,78739790,91504692,104737476,118124081,131277315,143811661,155298151,165355062,173597450,179733518,183506461,184788110,183506461,179733518,173597450,165355062,155298151,143811661,131277315,118124081,104737476,91504692,78739790,66725325,55657294,45687869,36886635,29282038,22839361,17496332,13152085,9696210,7002723,4951002,3421760,2309450,1519261,972860,604788,364283,211838,118566,63537,32413,15608,7024,2913,1086,354,96,20,2"
Ip`?GD?O?,"0,0,0,0,1,7,36,139,468,1331,3429,7992,17392,35442,68593,126480,224077,382190,630678,1008550,1567906,2372952,3503725,5052548,7127122,9842525,13322074,17685605,23047209,29499495,37110095,45903656,55859620,66897072,78874999,91585352,104760625,118074110,131157288,143611476,155029175,165014308,173204840,179292654,183043693,184311032,183043693,179292654,173204840,165014308,155029175,143611476,131157288,118074110,104760625,91585352,78874999,66897072,55859620,45903656,37110095,29499495,23047209,17685605,13322074,9842525,7127122,5052548,3503725,2372952,1567906,1008550,630678,382190,224077,126480,68593,35442,17392,7992,3429,1331,468,139,36,7,1"
Ip`?GGC@?,"0,0,0,1,5,25,91,296,803,2078,4830,10597,21847,42940,80370,144716,250986,421108,684803,1082328,1665208,2498792,3661528,5246363,7358575,10112875,13628714,18025134,23411576,29879137,37490764,46269940,56192695,67178342,79084117,91704561,104773687,117969228,130926639,143253969,154549418,164423719,172520509,178537148,182243855,183496256,182243855,178537148,172520509,164423719,154549418,143253969,130926639,117969228,104773687,91704561,79084117,67178342,56192695,46269940,37490764,29879137,23411576,18025134,13628714,10112875,7358575,5246363,3661528,2498792,1665208,1082328,684803,421108,250986,144716,80370,42940,21847,10597,4830,2078,803,296,91,25,5,1"
Ip`?GGCO?,"0,0,0,0,1,9,43,167,536,1484,3742,8596,18455,37283,71563,131138,231116,392519,645253,1028668,1594787,2408048,3548253,5107724,7193627,9920863,13411687,17785480,23155310,29612915,37224716,46014813,55961754,66984233,78941196,91624790,104768371,118046297,131091468,143506831,154887360,164838405,173000191,179066057,182803616,184066160,182803616,179066057,173000191,164838405,154887360,143506831,131091468,118046297,104768371,91624790,78941196,66984233,55961754,46014813,37224716,29612915,23155310,17785480,13411687,9920863,7193627,5107724,3548253,2408048,1594787,1028668,645253,392519,231116,131138,71563,37283,18455,8596,3742,1484,536,167,43,9,1"
Ip`?GH??G,"0,0,0,0,1,6,32,122,423,1217,3191,7512,16525,33897,66049,122378,217813,372843,617307,989858,1542674,2339660,3461138,4999336,7062524,9765968,13233929,17586741,22939688,29386124,36994893,45791365,55755847,66807801,78806384,91543318,104750280,118099617,131221075,143714435,155169847,165189589,173409217,179519403,183284208,184556420,183284208,179519403,173409217,165189589,155169847,143714435,131221075,118099617,104750280,91543318,78806384,66807801,55755847,45791365,36994893,29386124,22939688,17586741,13233929,9765968,7062524,4999336,3461138,2339660,1542674,989858,617307,372843,217813,122378,66049,33897,16525,7512,3191,1217,423,122,32,6,1"
Ip`?GH?O?,"0,0,0,0,0,5,32,137,467,1362,3499,8190,17789,36242,69975,128892,227902,388206,639541,1021408,1585663,2397100,3535169,5092816,7176811,9902627,13392194,17765684,23135332,29594007,37207267,46000060,55949921,66976692,78937747,91626658,104775113,118058630,131108594,143529372,154913771,164869071,173033597,179102163,182840636,184104206,182840636,179102163,173033597,164869071,154913771,143529372,131108594,118058630,104775113,91626658,78937747,66976692,55949921,46000060,37207267,29594007,23135332,17765684,13392194,9902627,7176811,5092816,3535169,2397100,1585663,1021408,639541,388206,227902,128892,69975,36242,17789,8190,3499,1362,467,137,32,5"
Ip`?I?@O?,"0,0,0,0,0,2,23,108,396,1207,3184,7598,16715,34450,67027,124328,220909,378142,625067,1001728,1559014,2362712,3490992,5038734,7110708,9825802,13303144,17667557,23027710,29482786,37092806,45891152,55847636,66891622,78870695,91589082,104765478,118087878,131171739,143634606,155051956,165045261,173233675,179328559,183075946,184348622,183075946,179328559,173233675,165045261,155051956,143634606,131171739,118087878,104765478,91589082,78870695,66891622,55847636,45891152,37092806,29482786,23027710,17667557,13303144,9825802,7110708,5038734,3490992,2362712,1559014,1001728,625067,378142,220909,124328,67027,34450,16715,7598,3184,1207,396,108,23,2"
Ip`?I@?O?,"0,0,0,0,1,10,51,188,601,1654,4096,9308,19812,39684,75627,137736,241368,407960,667696,1060288,1638063,2465608,3622656,5201458,7308539,10058036,13571036,17965428,23352541,29822336,37439168,46225456,56158233,67155112,79074707,91709620,104794412,118005544,130978773,143320348,154629278,164514762,172620908,178644386,182355479,183608956,182355479,178644386,172620908,164514762,154629278,143320348,130978773,118005544,104794412,91709620,79074707,67155112,56158233,46225456,37439168,29822336,23352541,17965428,13571036,10058036,7308539,5201458,3622656,2465608,1638063,1060288,667696,407960,241368,137736,75627,39684,19812,9308,4096,1654,601,188,51,10,1"
IpOGI?@?G,"0,0,0,0,1,4,26,95,360,1051,2852,6812,15259,31584,62219,116114,208132,358165,596094,959798,1501643,2284887,3390342,4909893,6952907,9634678,13081406,17414154,22750296,29184587,36788336,45588019,55565856,66642213,78676485,91460266,104723770,118137520,131328369,143893361,155417774,165501245,173774644,179926136,183716274,184997636,183716274,179926136,173774644,165501245,155417774,143893361,131328369,118137520,104723770,91460266,78676485,66642213,55565856,45588019,36788336,29184587,22750296,17414154,13081406,9634678,6952907,4909893,3390342,2284887,1501643,959798,596094,358165,208132,116114,62219,31584,15259,6812,2852,1051,360,95,26,4,1"
IpOGI?@?O,"0,0,0,0,0,4,24,110,384,1146,3027,7210,15946,32895,64317,119634,213446,366271,607656,976236,1523793,2314516,3428252,4957764,7011129,9704324,13161723,17505036,22849319,29289824,36895571,45693435,55663580,66727295,78742362,91501940,104735732,118116297,131270903,143799385,155287809,165338818,173584370,179714902,183491677,184768766,183491677,179714902,173584370,165338818,155287809,143799385,131270903,118116297,104735732,91501940,78742362,66727295,55663580,45693435,36895571,29289824,22849319,17505036,13161723,9704324,7011129,4957764,3428252,2314516,1523793,976236,607656,366271,213446,119634,64317,32895,15946,7210,3027,1146,384,110,24,4"
IpOGI?@O?,"0,0,0,0,1,6,33,126,433,1240,3240,7606,16686,34160,66483,123036,218778,374204,619184,992354,1545921,2343718,3466142,5005300,7069451,9773768,13242574,17595972,22949283,29395716,37004138,45799842,55763121,66813420,78810019,91544620,104748882,118095392,131213979,143704546,155157306,165174738,173392392,179501186,183264999,184536900,183264999,179501186,173392392,165174738,155157306,143704546,131213979,118095392,104748882,91544620,78810019,66813420,55763121,45799842,37004138,29395716,22949283,17595972,13242574,9773768,7069451,5005300,3466142,2343718,1545921,992354,619184,374204,218778,123036,66483,34160,16686,7606,3240,1240,433,126,33,6,1"
IpOGI@?O?,"0,0,0,1,3,22,68,245,674,1807,4290,9637,20143,40131,75923,137940,240923,406709,664795,1055346,1629694,2453230,3604617,5177045,7276099,10017204,13520765,17906491,23284811,29747934,37359950,46145105,56079968,67084221,79015339,91667191,104772788,118008733,131009051,143379570,154716266,164627941,172756351,178796994,182518502,183775856,182518502,178796994,172756351,164627941,154716266,143379570,131009051,118008733,104772788,91667191,79015339,67084221,56079968,46145105,37359950,29747934,23284811,17906491,13520765,10017204,7276099,5177045,3604617,2453230,1629694,1055346,664795,406709,240923,137940,75923,40131,20143,9637,4290,1807,674,245,68,22,3,1"
IpOGOOGA?,"0,0,0,1,7,31,123,370,1009,2520,5753,12335,24979,48271,89141,158496,271906,451833,728547,1142796,1746511,2605168,3797138,5414833,7562446,10353325,13904941,18333774,23746447,30231127,37847585,46616753,56512261,67452097,79293233,91831023,104801525,117886167,130725026,142931600,154110351,163878271,171885003,177833224,181497088,182734820,181497088,177833224,171885003,163878271,154110351,142931600,130725026,117886167,104801525,91831023,79293233,67452097,56512261,46616753,37847585,30231127,23746447,18333774,13904941,10353325,7562446,5414833,3797138,2605168,1746511,1142796,728547,451833,271906,158496,89141,48271,24979,12335,5753,2520,1009,370,123,31,7,1"
IpOGOOGO?,"0,0,0,0,3,16,65,234,687,1830,4411,9888,20696,41147,77752,140924,245746,414031,675558,1070582,1650696,2481174,3640896,5222730,7332142,10084118,13598413,17993974,23380698,29849608,37463849,46246977,56174819,67166429,79079369,91707542,104784646,117988447,130954028,143288895,154591309,164471516,172573108,178593478,182302354,183555320,182302354,178593478,172573108,164471516,154591309,143288895,130954028,117988447,104784646,91707542,79079369,67166429,56174819,46246977,37463849,29849608,23380698,17993974,13598413,10084118,7332142,5222730,3640896,2481174,1650696,1070582,675558,414031,245746,140924,77752,41147,20696,9888,4411,1830,687,234,65,16,3"
IpOGOP??G,"0,0,0,0,1,9,40,159,502,1409,3561,8234,17762,36052,69465,127780,225841,384594,633780,1012554,1572774,2378882,3510611,5060456,7135858,9852031,13331988,17695805,23057187,29508949,37118623,45910868,55865090,66900540,78876169,91583992,104756747,118067532,131148242,143600042,155015647,164998822,173188046,179274622,183025111,184292136,183025111,179274622,173188046,164998822,155015647,143600042,131148242,118067532,104756747,91583992,78876169,66900540,55865090,45910868,37118623,29508949,23057187,17695805,13331988,9852031,7135858,5060456,3510611,2378882,1572774,1012554,633780,384594,225841,127780,69465,36052,17762,8234,3561,1409,502,159,40,9,1"
IpOGOP?O?,"0,0,0,0,2,12,50,188,576,1594,3937,9008,19164,38575,73623,134578,236270,400343,656432,1044544,1616179,2436682,3584902,5154066,7250075,9988392,13489677,17873902,23251675,29715410,37329341,46117769,56057278,67067577,79005826,91665904,104780530,118025963,131035747,143415557,154760743,164680006,172814636,178859956,182584357,183842798,182584357,178859956,172814636,164680006,154760743,143415557,131035747,118025963,104780530,91665904,79005826,67067577,56057278,46117769,37329341,29715410,23251675,17873902,13489677,9988392,7250075,5154066,3584902,2436682,1616179,1044544,656432,400343,236270,134578,73623,38575,19164,9008,3937,1594,576,188,50,12,2"
IpOGQ?@?O,"0,0,0,0,1,7,34,139,446,1287,3293,7720,16828,34432,66767,123548,219319,374974,620010,993468,1546938,2345068,3467251,5006550,7070386,9774691,13242822,17596261,22948701,29394889,37002673,45798152,55760718,66811250,78807339,91542256,104746729,118093742,131212638,143704310,155157341,165175586,173393908,179503132,183267103,184539476,183267103,179503132,173393908,165175586,155157341,143704310,131212638,118093742,104746729,91542256,78807339,66811250,55760718,45798152,37002673,29394889,22948701,17596261,13242822,9774691,7070386,5006550,3467251,2345068,1546938,993468,620010,374974,219319,123548,66767,34432,16828,7720,3293,1287,446,139,34,7,1"
IpOGQ?@O?,"0,0,0,0,0,5,29,125,435,1271,3312,7808,17072,34957,67849,125430,222559,380175,627960,1005142,1563572,2367758,3497473,5045484,7119030,9833831,13312693,17676129,23037545,29490453,37101578,45896621,55853831,66893453,78873224,91586344,104763693,118080123,131165406,143622373,155041738,165029144,173220688,179310124,183061333,184329350,183061333,179310124,173220688,165029144,155041738,143622373,131165406,118080123,104763693,91586344,78873224,66893453,55853831,45896621,37101578,29490453,23037545,17676129,13312693,9833831,7119030,5045484,3497473,2367758,1563572,1005142,627960,380175,222559,125430,67849,34957,17072,7808,3312,1271,435,125,29,5"
IpOGQ@?O?,"0,0,0,0,3,14,61,214,643,1740,4234,9566,20168,40278,76427,138984,242960,410178,670462,1063964,1642357,2470982,3628724,5208616,7316239,10066572,13579712,17974684,23361277,29830834,37446640,46232024,56162891,67158320,79075553,91708552,104790826,117999724,130970481,143310358,154617014,164501012,172605854,178628466,182338719,183592236,182338719,178628466,172605854,164501012,154617014,143310358,130970481,117999724,104790826,91708552,79075553,67158320,56162891,46232024,37446640,29830834,23361277,17974684,13579712,10066572,7316239,5208616,3628724,2470982,1642357,1063964,670462,410178,242960,138984,76427,40278,20168,9566,4234,1740,643,214,61,14,3"
IpOI?D??G,"0,0,0,0,0,2,22,98,368,1124,3007,7232,16032,33195,64951,120926,215648,370199,613606,985566,1537045,2333482,3453388,4991462,7052973,9756960,13223537,17577816,22929649,29378876,36986713,45787219,55751024,66807873,78805652,91548328,104753738,118109171,131228487,143727753,155180195,165205798,173421376,179537236,183297409,184574618,183297409,179537236,173421376,165205798,155180195,143727753,131228487,118109171,104753738,91548328,78805652,66807873,55751024,45787219,36986713,29378876,22929649,17577816,13223537,9756960,7052973,4991462,3453388,2333482,1537045,985566,613606,370199,215648,120926,64951,33195,16032,7232,3007,1124,368,98,22,2"
IpOI?D?O?,"0,0,0,0,1,9,46,171,556,1543,3875,8876,19014,38282,73343,134076,235767,399628,655768,1043644,1615576,2435896,3584645,5153928,7250686,9989351,13491876,17876479,23255621,29719925,37334855,46123570,56063794,67073528,79011761,91670692,104784051,118027656,131035722,143412940,154756299,164673366,172806100,178850088,182573689,183831504,182573689,178850088,172806100,164673366,154756299,143412940,131035722,118027656,104784051,91670692,79011761,67073528,56063794,46123570,37334855,29719925,23255621,17876479,13491876,9989351,7250686,5153928,3584645,2435896,1615576,1043644,655768,399628,235767,134076,73343,38282,19014,8876,3875,1543,556,171,46,9,1"
IpOIA@?O?,"0,0,0,1,5,29,101,328,909,2316,5357,11667,23843,46477,86415,154496,266226,444069,718205,1129492,1729829,2584720,3772830,5386735,7530698,10318507,13867873,18295342,23707977,30194031,37813385,46587191,56488813,67435959,79285827,91833203,104813701,117908775,130757920,142974058,154161629,163937095,171949913,177902884,181569564,182808100,181569564,177902884,171949913,163937095,154161629,142974058,130757920,117908775,104813701,91833203,79285827,67435959,56488813,46587191,37813385,30194031,23707977,18295342,13867873,10318507,7530698,5386735,3772830,2584720,1729829,1129492,718205,444069,266226,154496,86415,46477,23843,11667,5357,2316,909,328,101,29,5,1"
IsaCC@??G,"0,0,1,2,20,59,212,567,1483,3444,7573,15615,30739,57805,104508,182221,307519,503527,801566,1243015,1880549,2779640,4018707,5689194,7893714,10743226,14352060,18832591,24287066,30798764,38422573,47175178,57026457,67892049,79628615,92032827,104844172,117749925,130397480,142409146,153399550,162995678,170857001,176694820,180289680,181503814,180289680,176694820,170857001,162995678,153399550,142409146,130397480,117749925,104844172,92032827,79628615,67892049,57026457,47175178,38422573,30798764,24287066,18832591,14352060,10743226,7893714,5689194,4018707,2779640,1880549,1243015,801566,503527,307519,182221,104508,57805,30739,15615,7573,3444,1483,567,212,59,20,2,1"
IsaCA?@?O,"0,0,1,2,18,47,176,471,1225,2882,6437,13449,26835,51133,93536,164937,281225,464787,746310,1166429,1777279,2644238,3845733,5473802,7632476,10434418,13996568,18434665,23854410,30343076,37959727,46724318,56609883,67534119,79353867,91864887,104804034,117853651,130655358,142824366,153966802,163701722,171680745,177607850,181258600,182491902,181258600,177607850,171680745,163701722,153966802,142824366,130655358,117853651,104804034,91864887,79353867,67534119,56609883,46724318,37959727,30343076,23854410,18434665,13996568,10434418,7632476,5473802,3845733,2644238,1777279,1166429,746310,464787,281225,164937,93536,51133,26835,13449,6437,2882,1225,471,176,47,18,2,1"
IsaCA?@O?,"0,0,0,1,6,31,112,356,975,2462,5639,12180,24793,48061,88967,158475,272266,452877,730737,1146729,1752977,2615022,3811366,5434565,7588715,10386976,13946479,18383273,23803470,30294536,37915467,46686488,56580514,67514823,79346126,91869832,104822318,117885653,130700697,142882193,154036117,163780960,171767858,177700961,181355421,182589942,181355421,177700961,171767858,163780960,154036117,142882193,130700697,117885653,104822318,91869832,79346126,67514823,56580514,46686488,37915467,30294536,23803470,18383273,13946479,10386976,7588715,5434565,3811366,2615022,1752977,1146729,730737,452877,272266,158475,88967,48061,24793,12180,5639,2462,975,356,112,31,6,1"
IsaA?CA?_,"0,0,1,2,18,43,164,433,1117,2644,5928,12447,25029,48002,88305,156633,268503,445924,719268,1128751,1726292,2577182,3759753,5366416,7501995,10279854,13818233,18234687,23636617,30113332,37726024,46496239,56398799,67352408,79213805,91778525,104782200,117904470,130784037,143032639,154252021,164057236,172095869,178068128,181747267,182990410,181747267,178068128,172095869,164057236,154252021,143032639,130784037,117904470,104782200,91778525,79213805,67352408,56398799,46496239,37726024,30113332,23636617,18234687,13818233,10279854,7501995,5366416,3759753,2577182,1726292,1128751,719268,445924,268503,156633,88305,48002,25029,12447,5928,2644,1117,433,164,43,18,2,1"
IsaA?CAO?,"0,0,0,1,4,23,84,280,783,2024,4778,10534,21825,42986,80670,145391,252406,423628,689069,1089033,1675286,2513150,3681400,5272831,7392656,10155340,13680044,18085125,23479521,29953476,37569222,46349419,56269290,67247500,79141262,91744974,104793006,117963966,130894328,143193366,154460974,164309478,172384264,178384163,182080348,183329074,182080348,178384163,172384264,164309478,154460974,143193366,130894328,117963966,104793006,91744974,79141262,67247500,56269290,46349419,37569222,29953476,23479521,18085125,13680044,10155340,7392656,5272831,3681400,2513150,1675286,1089033,689069,423628,252406,145391,80670,42986,21825,10534,4778,2024,783,280,84,23,4,1"
IsaA?D??G,"0,0,0,1,3,23,69,254,703,1874,4434,9929,20711,41146,77644,140716,245306,413344,674461,1069024,1648526,2478344,3637220,5218265,7326827,10078057,13591646,17986702,23373106,29842041,37456564,46240378,56169247,67162204,79076711,91706741,104785863,117991836,130959533,143296427,154600696,164482543,172585419,178606808,182316331,183569536,182316331,178606808,172585419,164482543,154600696,143296427,130959533,117991836,104785863,91706741,79076711,67162204,56169247,46240378,37456564,29842041,23373106,17986702,13591646,10078057,7326827,5218265,3637220,2478344,1648526,1069024,674461,413344,245306,140716,77644,41146,20711,9929,4434,1874,703,254,69,23,3,1"
IsaA?D?O?,"0,0,0,0,4,18,74,256,751,1976,4711,10469,21836,43137,81118,146379,254304,426937,694450,1097305,1687478,2530348,3704754,5303546,7431801,10203655,13737843,18152135,23554799,30035263,37654849,46435446,56351554,67321199,79201316,91786451,104811443,117955691,130856765,143125392,154363227,164184271,172235581,178217569,181902587,183147514,181902587,178217569,172235581,164184271,154363227,143125392,130856765,117955691,104811443,91786451,79201316,67321199,56351554,46435446,37654849,30035263,23554799,18152135,13737843,10203655,7431801,5303546,3704754,2530348,1687478,1097305,694450,426937,254304,146379,81118,43137,21836,10469,4711,1976,751,256,74,18,4"
IsaAA@?O?,"0,0,0,2,10,34,122,374,1014,2498,5736,12314,25098,48534,89790,159790,274462,456180,735804,1154078,1763390,2629254,3830320,5459050,7619688,10424854,13991420,18435170,23861540,30357374,37981244,46752446,56643464,67571168,79391774,91901054,104835894,117878598,130670994,142829114,153959890,163683402,171652246,177571404,181217320,182449066,181217320,177571404,171652246,163683402,153959890,142829114,130670994,117878598,104835894,91901054,79391774,67571168,56643464,46752446,37981244,30357374,23861540,18435170,13991420,10424854,7619688,5459050,3830320,2629254,1763390,1154078,735804,456180,274462,159790,89790,48534,25098,12314,5736,2498,1014,374,122,34,10,2"
Is`?GGCO?,"0,0,0,1,4,21,76,260,727,1892,4507,10022,20881,41365,77989,141143,245924,414053,675365,1070019,1649585,2479400,3638236,5219043,7327325,10078068,13591023,17985421,23371038,29839176,37453023,46236228,56164616,67157493,79072082,91702604,104782634,117989751,130958775,143297345,154603085,164486488,172590772,178613183,182323353,183576898,182323353,178613183,172590772,164486488,154603085,143297345,130958775,117989751,104782634,91702604,79072082,67157493,56164616,46236228,37453023,29839176,23371038,17985421,13591023,10078068,7327325,5219043,3638236,2479400,1649585,1070019,675365,414053,245924,141143,77989,41365,20881,10022,4507,1892,727,260,76,21,4,1"
