graph6,polynomial
IpD?GC@O?,"0,0,0,0,0,2,19,97,347,1069,2857,6890,15323,31855,62491,116776,208874,359568,597652,962382,1504399,2289111,3394678,4915959,6958819,9642590,13088513,17423276,22757802,29193899,36794941,45596106,55570025,66647764,78677026,91462010,104719806,118135013,131319581,143886598,155404763,165490995,173758522,179913518,183698382,184984294,183698382,179913518,173758522,165490995,155404763,143886598,131319581,118135013,104719806,91462010,78677026,66647764,55570025,45596106,36794941,29193899,22757802,17423276,13088513,9642590,6958819,4915959,3394678,2289111,1504399,962382,597652,359568,208874,116776,62491,31855,15323,6890,2857,1069,347,97,19,2"
IpD?GCA?_,"0,0,0,0,1,10,41,166,505,1416,3551,8194,17624,35761,68836,126620,223820,381263,628502,1004584,1561190,2362676,3488630,5031530,7099018,9806492,13277291,17632154,22985470,29430720,37036331,45827705,55785193,66828579,78817001,91542478,104737464,118074111,131183222,143664683,155109553,165119772,173332064,179436186,183197738,184468600,183197738,179436186,173332064,165119772,155109553,143664683,131183222,118074111,104737464,91542478,78817001,66828579,55785193,45827705,37036331,29430720,22985470,17632154,13277291,9806492,7099018,5031530,3488630,2362676,1561190,1004584,628502,381263,223820,126620,68836,35761,17624,8194,3551,1416,505,166,41,10,1"
IpD?GCA@?,"0,0,0,0,0,4,24,108,384,1146,3038,7240,16008,33028,64550,120006,214064,367220,608988,978074,1526272,2317708,3432258,4962598,7016790,9710826,13168860,17512600,22857224,29297746,36903042,45700158,55669250,66731530,78744918,91502538,104734180,118112630,131264962,143791220,155277868,165327268,173571326,179700846,183477014,184753862,183477014,179700846,173571326,165327268,155277868,143791220,131264962,118112630,104734180,91502538,78744918,66731530,55669250,45700158,36903042,29297746,22857224,17512600,13168860,9710826,7016790,4962598,3432258,2317708,1526272,978074,608988,367220,214064,120006,64550,33028,16008,7240,3038,1146,384,108,24,4"
IpD?GCAO?,"0,0,0,0,1,8,35,138,441,1260,3234,7562,16520,33812,65677,121620,216252,370082,612714,982716,1531915,2324418,3440046,4971288,7026459,9721022,13179548,17523330,22867747,29307322,36911838,45707148,55674603,66734472,78745701,91500284,104729784,118104978,131255221,143778742,155263618,165310592,173553928,179681660,183457763,184733892,183457763,179681660,173553928,165310592,155263618,143778742,131255221,118104978,104729784,91500284,78745701,66734472,55674603,45707148,36911838,29307322,22867747,17523330,13179548,9721022,7026459,4971288,3440046,2324418,1531915,982716,612714,370082,216252,121620,65677,33812,16520,7562,3234,1260,441,138,35,8,1"
IpD?GCC?G,"0,0,0,0,0,2,19,85,331,1009,2764,6714,15033,31360,61800,115668,207388,357515,594942,958856,1500124,2283749,3388490,4908809,6950806,9633878,13079438,17413738,22748557,29185135,36786882,45589353,55564921,66644327,78675864,91463248,104723152,118141072,131327912,143896935,155417210,165505289,173773734,179930134,183715453,185001498,183715453,179930134,173773734,165505289,155417210,143896935,131327912,118141072,104723152,91463248,78675864,66644327,55564921,45589353,36786882,29185135,22748557,17413738,13079438,9633878,6950806,4908809,3388490,2283749,1500124,958856,594942,357515,207388,115668,61800,31360,15033,6714,2764,1009,331,85,19,2"
IpD?GCC@?,"0,0,0,0,1,6,33,132,449,1280,3331,7788,16996,34717,67356,124376,220772,377065,623052,997512,1552544,2352014,3476212,5017174,7083024,9788982,13258951,17613112,22966740,29412822,37020025,45813837,55774511,66821511,78814287,91544538,104744178,118086013,131199854,143685829,155134725,165148668,173363396,179470026,183232608,184503996,183232608,179470026,173363396,165148668,155134725,143685829,131199854,118086013,104744178,91544538,78814287,66821511,55774511,45813837,37020025,29412822,22966740,17613112,13258951,9788982,7083024,5017174,3476212,2352014,1552544,997512,623052,377065,220772,124376,67356,34717,16996,7788,3331,1280,449,132,33,6,1"
IpD?GCCO?,"0,0,0,0,0,2,20,98,360,1102,2951,7102,15740,32659,63921,119170,212738,365587,606562,975248,1522325,2313332,3426480,4956594,7009137,9703420,13159855,17504526,22847699,29290224,36894273,45694607,55662778,66729271,78741896,91504708,104735322,118119641,131270613,143802797,155287411,165342638,173583698,179718674,183491041,184772450,183491041,179718674,173583698,165342638,155287411,143802797,131270613,118119641,104735322,91504708,78741896,66729271,55662778,45694607,36894273,29290224,22847699,17504526,13159855,9703420,7009137,4956594,3426480,2313332,1522325,975248,606562,365587,212738,119170,63921,32659,15740,7102,2951,1102,360,98,20,2"
IpD?GD??G,"0,0,0,0,0,2,19,89,335,1029,2789,6758,15107,31475,61943,115908,207666,357868,595392,959402,1500699,2284463,3389194,4909555,6951579,9634586,13080053,17414392,22748978,29185387,36787077,45589346,55564713,66644080,78675394,91462630,104722594,118140281,131327129,143896270,155416395,165504395,173773082,179929310,183714682,185000798,183714682,179929310,173773082,165504395,155416395,143896270,131327129,118140281,104722594,91462630,78675394,66644080,55564713,45589346,36787077,29185387,22748978,17414392,13080053,9634586,6951579,4909555,3389194,2284463,1500699,959402,595392,357868,207666,115908,61943,31475,15107,6758,2789,1029,335,89,19,2"
IpD?GD?O?,"0,0,0,0,1,8,37,148,471,1338,3408,7922,17192,35018,67731,124948,221438,377910,624068,998742,1553843,2353554,3477738,5018788,7084621,9790484,13260240,17614390,22967587,29413344,37020332,45813770,55774053,66820876,78813275,91543240,104742894,118084356,131198209,143684282,155133022,165146808,173361902,179468274,183230983,184502400,183230983,179468274,173361902,165146808,155133022,143684282,131198209,118084356,104742894,91543240,78813275,66820876,55774053,45813770,37020332,29413344,22967587,17614390,13260240,9790484,7084621,5018788,3477738,2353554,1553843,998742,624068,377910,221438,124948,67731,35018,17192,7922,3408,1338,471,148,37,8,1"
IpG`A?@?G,"0,0,0,1,3,22,72,257,710,1887,4465,9961,20709,41088,77428,140200,244257,411412,671145,1063696,1640379,2466504,3620661,5195843,7297550,10041080,13546438,17933265,23311998,29774478,37384579,46166716,56097492,67096608,79021721,91666821,104765222,117993880,130986790,143350239,154680797,164587079,172710895,178748206,182467709,183724364,182467709,178748206,172710895,164587079,154680797,143350239,130986790,117993880,104765222,91666821,79021721,67096608,56097492,46166716,37384579,29774478,23311998,17933265,13546438,10041080,7297550,5195843,3620661,2466504,1640379,1063696,671145,411412,244257,140200,77428,41088,20709,9961,4465,1887,710,257,72,22,3,1"
IpGcA?@?G,"0,0,0,0,1,7,40,151,494,1399,3559,8236,17800,36140,69645,128100,226389,385444,635034,1014286,1575120,2381964,3514483,5065140,7141406,9858361,13338960,17703289,23064953,29516719,37126043,45917526,55870686,66904818,78878735,91584632,104755361,118063956,131142434,143592174,155005883,164987456,173175336,179260822,183010683,184277560,183010683,179260822,173175336,164987456,155005883,143592174,131142434,118063956,104755361,91584632,78878735,66904818,55870686,45917526,37126043,29516719,23064953,17703289,13338960,9858361,7141406,5065140,3514483,2381964,1575120,1014286,635034,385444,226389,128100,69645,36140,17800,8236,3559,1399,494,151,40,7,1"
IpGa?C@?O,"0,0,0,1,3,18,58,209,588,1609,3895,8859,18737,37690,71842,131400,230875,391678,643053,1024754,1587929,2397782,3532919,5086631,7165242,9884712,13366542,17732047,23093284,29544194,37150859,45939106,55887296,66916188,78883305,91582393,104745426,118046672,131117386,143560385,154967537,164943871,173127137,179209444,182957107,184223564,182957107,179209444,173127137,164943871,154967537,143560385,131117386,118046672,104745426,91582393,78883305,66916188,55887296,45939106,37150859,29544194,23093284,17732047,13366542,9884712,7165242,5086631,3532919,2397782,1587929,1024754,643053,391678,230875,131400,71842,37690,18737,8859,3895,1609,588,209,58,18,3,1"
IpGa?C@?_,"0,0,0,0,1,9,44,171,538,1489,3736,8558,18328,37009,70970,130040,229175,389297,640130,1020904,1583459,2392156,3526655,5079254,7157309,9875907,13357661,17722579,23084374,29535493,37143252,45932479,55882614,66912927,78882551,91583622,104749181,118052679,131125981,143570711,154980178,164957960,173142590,179225834,182974318,184240644,182974318,179225834,173142590,164957960,154980178,143570711,131125981,118052679,104749181,91583622,78882551,66912927,55882614,45932479,37143252,29535493,23084374,17722579,13357661,9875907,7157309,5079254,3526655,2392156,1583459,1020904,640130,389297,229175,130040,70970,37009,18328,8558,3736,1489,538,171,44,9,1"
IpGa?C@O?,"0,0,0,1,3,20,58,217,596,1619,3897,8857,18699,37602,71662,131080,230327,390828,641799,1023022,1585583,2394700,3529047,5081947,7159694,9878382,13359570,17724563,23085518,29536424,37143439,45932448,55881700,66911910,78880739,91581753,104746812,118050248,131123194,143568253,154977301,164955237,173139847,179223244,182971535,184238140,182971535,179223244,173139847,164955237,154977301,143568253,131123194,118050248,104746812,91581753,78880739,66911910,55881700,45932448,37143439,29536424,23085518,17724563,13359570,9878382,7159694,5081947,3529047,2394700,1585583,1023022,641799,390828,230327,131080,71662,37602,18699,8857,3897,1619,596,217,58,20,3,1"
IpGa?CA?_,"0,0,0,0,4,16,76,250,720,1888,4510,9998,20828,41238,77674,140518,244736,411960,671870,1064466,1641200,2467322,3621382,5196278,7297726,10040756,13545446,17931624,23309566,29771280,37380750,46162284,56092654,67091824,79017048,91662714,104762174,117992078,130986400,143351636,154683760,164591686,172716980,178755308,182475516,183732602,182475516,178755308,172716980,164591686,154683760,143351636,130986400,117992078,104762174,91662714,79017048,67091824,56092654,46162284,37380750,29771280,23309566,17931624,13545446,10040756,7297726,5196278,3621382,2467322,1641200,1064466,671870,411960,244736,140518,77674,41238,20828,9998,4510,1888,720,250,76,16,4"
IpI?I?@?G,"0,0,0,0,1,4,27,104,385,1124,3014,7156,15892,32768,64197,119376,213204,365884,607264,975644,1523269,2313756,3427628,4956932,7010465,9703512,13161208,17504288,22849017,29289424,36895532,45693280,55663921,66727404,78742987,91502344,104736498,118116880,131271853,143799888,155288790,165339488,173585260,179715500,183492633,184769288,183492633,179715500,173585260,165339488,155288790,143799888,131271853,118116880,104736498,91502344,78742987,66727404,55663921,45693280,36895532,29289424,22849017,17504288,13161208,9703512,7010465,4956932,3427628,2313756,1523269,975644,607264,365884,213204,119376,64197,32768,15892,7156,3014,1124,385,104,27,4,1"
IpICA?@?G,"0,0,0,0,0,5,33,137,459,1343,3440,8048,17484,35657,68893,127058,224867,383427,632324,1010874,1570776,2376794,3508221,5058064,7133334,9849667,13329561,17693837,23055277,29507665,37117554,45910469,55864875,66901241,78876940,91585588,104758473,118069951,131150530,143603105,155018430,165002272,173191240,179278256,183028309,184295934,183028309,179278256,173191240,165002272,155018430,143603105,131150530,118069951,104758473,91585588,78876940,66901241,55864875,45910469,37117554,29507665,23055277,17693837,13329561,9849667,7133334,5058064,3508221,2376794,1570776,1010874,632324,383427,224867,127058,68893,35657,17484,8048,3440,1343,459,137,33,5"
IpIA?C@?O,"0,0,0,0,1,5,34,135,448,1301,3344,7826,17044,34831,67436,124604,220961,377381,623358,997970,1552843,2352564,3476473,5017516,7083093,9789025,13258401,17612691,22965586,29411579,37018342,45812067,55772220,66819673,78812067,91542798,104742793,118085227,131199407,143686589,155135736,165150574,173365954,179473016,183235704,184507656,183235704,179473016,173365954,165150574,155135736,143686589,131199407,118085227,104742793,91542798,78812067,66819673,55772220,45812067,37018342,29411579,22965586,17612691,13258401,9789025,7083093,5017516,3476473,2352564,1552843,997970,623358,377381,220961,124604,67436,34831,17044,7826,3344,1301,448,135,34,5,1"
IpIA?C@?_,"0,0,0,0,0,4,29,124,424,1253,3255,7672,16795,34423,66838,123692,219697,375637,621047,994952,1549103,2347916,3470984,5011134,7075895,9781114,13250023,17603919,22956875,29403214,37010601,45805435,55767008,66816115,78810487,91543456,104745578,118090519,131206894,143696211,155147261,165163907,173380373,179488689,183251853,184524078,183251853,179488689,173380373,165163907,155147261,143696211,131206894,118090519,104745578,91543456,78810487,66816115,55767008,45805435,37010601,29403214,22956875,17603919,13250023,9781114,7075895,5011134,3470984,2347916,1549103,994952,621047,375637,219697,123692,66838,34423,16795,7672,3255,1253,424,124,29,4"
IpIA?C@O?,"0,0,0,0,1,5,30,123,424,1229,3216,7586,16632,34131,66392,122976,218653,374129,618994,992238,1545639,2343528,3465725,5004936,7068789,9773189,13241533,17594983,22947854,29394367,37002366,45798219,55761176,66811885,78808351,91543554,104748013,118095399,131214283,143705857,155159044,165177446,173395402,179504884,183268728,184541072,183268728,179504884,173395402,165177446,155159044,143705857,131214283,118095399,104748013,91543554,78808351,66811885,55761176,45798219,37002366,29394367,22947854,17594983,13241533,9773189,7068789,5004936,3465725,2343528,1545639,992238,618994,374129,218653,122976,66392,34131,16632,7586,3216,1229,424,123,30,5,1"
IpIA?CA?_,"0,0,0,0,3,13,61,211,614,1672,4055,9160,19353,38750,73668,134346,235486,398578,653149,1038946,1607390,2423682,3566473,5128952,7217294,9946943,13439012,17814094,23183433,29640145,37249485,46036270,55978268,66995674,78945800,91622608,104758727,118029156,131066651,143475486,154849335,164795109,172952549,179015055,182750439,184012700,182750439,179015055,172952549,164795109,154849335,143475486,131066651,118029156,104758727,91622608,78945800,66995674,55978268,46036270,37249485,29640145,23183433,17814094,13439012,9946943,7217294,5128952,3566473,2423682,1607390,1038946,653149,398578,235486,134346,73668,38750,19353,9160,4055,1672,614,211,61,13,3"
IpIA?CAO?,"0,0,0,0,0,6,32,136,458,1324,3416,7990,17376,35462,68592,126542,224132,382340,630802,1008802,1568088,2373290,3503930,5052870,7127230,9842726,13321866,17685440,23046584,29498886,37109014,45902608,55858116,66895820,78873416,91584198,104759444,118073598,131156842,143611876,155029742,165015704,173206372,179294814,183045768,184313586,183045768,179294814,173206372,165015704,155029742,143611876,131156842,118073598,104759444,91584198,78873416,66895820,55858116,45902608,37109014,29498886,23046584,17685440,13321866,9842726,7127230,5052870,3503930,2373290,1568088,1008802,630802,382340,224132,126542,68592,35462,17376,7990,3416,1324,458,136,32,6"
IpH?GCAO?,"0,0,0,1,3,18,52,193,534,1483,3610,8301,17711,35887,68843,126660,223587,380885,627683,1003450,1559226,2360230,3485041,5027217,7093475,9800116,13269609,17624095,22976319,29421506,37026974,45819073,55777068,66822277,78812043,91540007,104737388,118076873,131188583,143673370,155120390,165133157,173347471,179453142,183215410,184486968,183215410,179453142,173347471,165133157,155120390,143673370,131188583,118076873,104737388,91540007,78812043,66822277,55777068,45819073,37026974,29421506,22976319,17624095,13269609,9800116,7093475,5027217,3485041,2360230,1559226,1003450,627683,380885,223587,126660,68843,35887,17711,8301,3610,1483,534,193,52,18,3,1"
IpH?GCC?G,"0,0,0,0,1,4,27,108,397,1144,3069,7264,16066,33077,64694,120104,214302,367443,609350,978418,1526838,2318146,3432988,4963226,7017604,9711516,13169833,17513210,22858148,29298356,36903753,45700559,55669849,66731507,78745169,91502282,104733904,118111959,131264452,143790001,155276965,165325862,173569960,179699220,183475676,184751988,183475676,179699220,173569960,165325862,155276965,143790001,131264452,118111959,104733904,91502282,78745169,66731507,55669849,45700559,36903753,29298356,22858148,17513210,13169833,9711516,7017604,4963226,3432988,2318146,1526838,978418,609350,367443,214302,120104,64694,33077,16066,7264,3069,1144,397,108,27,4,1"
IpH?GCC@?,"0,0,0,0,0,7,37,157,505,1429,3619,8374,18008,36524,70226,128990,227657,387282,637412,1017496,1579125,2386962,3520403,5072190,7149217,9867213,13348280,17713103,23074710,29526451,37134735,45925444,55876825,66909308,78880776,91584614,104752249,118058692,131134099,143581608,154992741,164972796,173158438,179243304,182991958,184258962,182991958,179243304,173158438,164972796,154992741,143581608,131134099,118058692,104752249,91584614,78880776,66909308,55876825,45925444,37134735,29526451,23074710,17713103,13348280,9867213,7149217,5072190,3520403,2386962,1579125,1017496,637412,387282,227657,128990,70226,36524,18008,8374,3619,1429,505,157,37,7"
IpH?GCCO?,"0,0,0,0,1,7,34,135,452,1281,3321,7762,16928,34594,67107,123992,220127,376102,621650,995600,1549898,2348650,3471901,5011944,7076786,9781805,13250832,17604403,22957443,29403363,37010811,45805256,55766938,66815506,78810139,91542632,104744977,118089476,131206246,143695096,155146575,165162752,173379662,179487600,183251217,184522888,183251217,179487600,173379662,165162752,155146575,143695096,131206246,118089476,104744977,91542632,78810139,66815506,55766938,45805256,37010811,29403363,22957443,17604403,13250832,9781805,7076786,5011944,3471901,2348650,1549898,995600,621650,376102,220127,123992,67107,34594,16928,7762,3321,1281,452,135,34,7,1"
IpH?GD??G,"0,0,0,0,1,6,31,124,419,1202,3146,7398,16262,33378,65069,120676,214968,368288,610366,979648,1528137,2319686,3434514,4964840,7019201,9713018,13171122,17514488,22858995,29298878,36904060,45700492,55669391,66730872,78744157,91500984,104732620,118110302,131262807,143788454,155275262,165324002,173568466,179697468,183474051,184750392,183474051,179697468,173568466,165324002,155275262,143788454,131262807,118110302,104732620,91500984,78744157,66730872,55669391,45700492,36904060,29298878,22858995,17514488,13171122,9713018,7019201,4964840,3434514,2319686,1528137,979648,610366,368288,214968,120676,65069,33378,16262,7398,3146,1202,419,124,31,6,1"
IpH?GD?O?,"0,0,0,1,3,20,58,213,586,1595,3844,8753,18521,37291,71173,130344,229233,389271,639705,1020252,1582024,2390286,3523697,5075665,7152535,9870378,13350963,17715617,23076399,29527504,37135190,45925191,55875794,66907765,78878577,91581851,104749362,118055187,131130617,143578106,154989142,164968883,173155091,179239560,182988506,184255384,182988506,179239560,173155091,164968883,154989142,143578106,131130617,118055187,104749362,91581851,78878577,66907765,55875794,45925191,37135190,29527504,23076399,17715617,13350963,9870378,7152535,5075665,3523697,2390286,1582024,1020252,639705,389271,229233,130344,71173,37291,18521,8753,3844,1595,586,213,58,20,3,1"
IpH?GGC@?,"0,0,0,0,5,18,87,276,787,2034,4807,10556,21832,42941,80478,144924,251426,421795,685900,1083886,1667378,2501622,3665204,5250828,7363890,10118936,13635481,18032406,23419168,29886704,37498049,46276539,56198267,67182567,79086775,91705362,104772470,117965839,130921134,143246437,154540031,164412692,172508198,178523818,182229878,183482040,182229878,178523818,172508198,164412692,154540031,143246437,130921134,117965839,104772470,91705362,79086775,67182567,56198267,46276539,37498049,29886704,23419168,18032406,13635481,10118936,7363890,5250828,3665204,2501622,1667378,1083886,685900,421795,251426,144924,80478,42941,21832,10556,4807,2034,787,276,87,18,5"
IpH?GGCO?,"0,0,0,0,2,12,52,194,578,1594,3919,8940,18974,38169,72809,133102,233752,396245,650072,1035058,1602545,2417810,3559580,5121080,7208433,9937324,13428853,17803672,23173067,29630260,37240423,46028597,55972244,66991671,78944178,91623624,104762350,118035597,131075787,143487195,154863313,164811116,172970108,179033942,182769981,184032446,182769981,179033942,172970108,164811116,154863313,143487195,131075787,118035597,104762350,91623624,78944178,66991671,55972244,46028597,37240423,29630260,23173067,17803672,13428853,9937324,7208433,5121080,3559580,2417810,1602545,1035058,650072,396245,233752,133102,72809,38169,18974,8940,3919,1594,578,194,52,12,2"
IpH?GH??G,"0,0,0,0,0,7,31,141,451,1303,3334,7816,16982,34721,67227,124250,220369,376489,622042,996192,1550422,2349410,3472525,5012776,7077450,9782617,13251347,17605151,22957745,29403763,37010850,45805411,55766597,66815397,78809514,91542228,104744211,118088893,131205296,143694593,155145594,165162082,173378772,179487002,183250261,184522366,183250261,179487002,173378772,165162082,155145594,143694593,131205296,118088893,104744211,91542228,78809514,66815397,55766597,45805411,37010850,29403763,22957745,17605151,13251347,9782617,7077450,5012776,3472525,2349410,1550422,996192,622042,376489,220369,124250,67227,34721,16982,7816,3334,1303,451,141,31,7"
IpH?GH?O?,"0,0,0,0,3,12,55,192,573,1578,3878,8844,18820,37880,72349,132400,232702,394730,648040,1032334,1599061,2413468,3554306,5114854,7201369,9929398,13420328,17794782,23164023,29621386,37232246,46021338,55966365,66987524,78942003,91623652,104764868,118040446,131083129,143496912,154875060,164824620,172985244,179050072,182786823,184049556,182786823,179050072,172985244,164824620,154875060,143496912,131083129,118040446,104764868,91623652,78942003,66987524,55966365,46021338,37232246,29621386,23164023,17794782,13420328,9929398,7201369,5114854,3554306,2413468,1599061,1032334,648040,394730,232702,132400,72349,37880,18820,8844,3878,1578,573,192,55,12,3"
IpH?I?@O?,"0,0,0,0,1,9,40,155,504,1393,3555,8214,17738,35998,69437,127676,225773,384488,633672,1012402,1572696,2378706,3510557,5060392,7135846,9852067,13332186,17695925,23057523,29509361,37119027,45911374,55865664,66900994,78876673,91584476,104756951,118067790,131148280,143599832,155015327,164998478,173187282,179274018,183024313,184291304,183024313,179274018,173187282,164998478,155015327,143599832,131148280,118067790,104756951,91584476,78876673,66900994,55865664,45911374,37119027,29509361,23057523,17695925,13332186,9852067,7135846,5060392,3510557,2378706,1572696,1012402,633672,384488,225773,127676,69437,35998,17738,8214,3555,1393,504,155,40,9,1"
IpH?I@?O?,"0,0,0,1,5,25,83,278,767,1976,4655,10291,21305,42067,79065,142756,248208,417267,679673,1075726,1656899,2488532,3649376,5232293,7342608,10095331,13610065,18005776,23392189,29860405,37473467,46255051,56180839,67170109,79080359,91705675,104779745,117980549,130943164,143275324,154575179,164453265,172553097,178572230,182280272,183532996,182280272,178572230,172553097,164453265,154575179,143275324,130943164,117980549,104779745,91705675,79080359,67170109,56180839,46255051,37473467,29860405,23392189,18005776,13610065,10095331,7342608,5232293,3649376,2488532,1656899,1075726,679673,417267,248208,142756,79065,42067,21305,10291,4655,1976,767,278,83,25,5,1"
Ip_KA?@?G,"0,0,0,0,0,2,22,108,390,1180,3125,7462,16412,33865,65975,122498,217924,373415,617916,991274,1544253,2342468,3464172,5004094,7067299,9772882,13240547,17595586,22947539,29396246,37002767,45801229,55762228,66815675,78809470,91547664,104748432,118099019,131213601,143708337,155156815,165178854,173391672,179505288,183264261,184540958,183264261,179505288,173391672,165178854,155156815,143708337,131213601,118099019,104748432,91547664,78809470,66815675,55762228,45801229,37002767,29396246,22947539,17595586,13240547,9772882,7067299,5004094,3464172,2342468,1544253,991274,617916,373415,217924,122498,65975,33865,16412,7462,3125,1180,390,108,22,2"
