graph6,polynomial
HpH?GH?,"0,0,0,0,3,14,59,195,539,1373,3117,6590,13027,24417,43455,74149,121428,191869,292919,433524,622711,870142,1183662,1570321,2032879,2571142,3178717,3844977,4551801,5277647,5994436,6673198,7282082,7792649,8177439,8417585,8498812,8417585,8177439,7792649,7282082,6673198,5994436,5277647,4551801,3844977,3178717,2571142,2032879,1570321,1183662,870142,622711,433524,292919,191869,121428,74149,43455,24417,13027,6590,3117,1373,539,195,59,14,3"
HpH?I?@,"0,0,0,0,1,12,45,171,487,1255,2919,6242,12465,23539,42183,72289,118960,188565,288795,428436,616847,863348,1176514,1562763,2025665,2564414,3173463,3841147,4550561,5278699,5998686,6680060,7292152,7804699,8191891,8432793,8514812,8432793,8191891,7804699,7292152,6680060,5998686,5278699,4550561,3841147,3173463,2564414,2025665,1562763,1176514,863348,616847,428436,288795,188565,118960,72289,42183,23539,12465,6242,2919,1255,487,171,45,12,1"
HpH?I@?,"0,0,0,1,5,22,73,234,612,1506,3349,6984,13640,25364,44824,76064,124024,195267,297170,438728,628787,876957,1191059,1577961,2040292,2577905,3184240,3848654,4553243,5276401,5990200,6665989,7272000,7779970,8162889,8401785,8482546,8401785,8162889,7779970,7272000,6665989,5990200,5276401,4553243,3848654,3184240,2577905,2040292,1577961,1191059,876957,628787,438728,297170,195267,124024,76064,44824,25364,13640,6984,3349,1506,612,234,73,22,5,1"
Hp_I?C@,"0,0,0,0,1,5,36,131,427,1117,2706,5831,11879,22556,40858,70299,116432,185069,284629,423115,610946,856355,1169371,1554957,2018560,2557455,3168366,3837167,4549573,5279599,6003318,6686818,7302658,7816750,8206830,8447968,8531380,8447968,8206830,7816750,7302658,6686818,6003318,5279599,4549573,3837167,3168366,2557455,2018560,1554957,1169371,856355,610946,423115,284629,185069,116432,70299,40858,22556,11879,5831,2706,1117,427,131,36,5,1"
HpaA?C@,"0,0,0,0,1,12,53,183,527,1343,3083,6530,12969,24323,43383,74009,121360,191729,292871,433424,622787,870064,1183862,1570351,2033173,2571226,3179139,3844995,4552217,5277603,5994714,6673000,7282292,7792215,8177535,8417105,8498788,8417105,8177535,7792215,7282292,6673000,5994714,5277603,4552217,3844995,3179139,2571226,2033173,1570351,1183862,870064,622787,433424,292871,191729,121360,74009,43383,24323,12969,6530,3083,1343,527,183,53,12,1"
Hp`?GCC,"0,0,0,0,1,9,46,160,479,1242,2901,6198,12447,23475,42143,72205,118929,188463,288776,428321,616868,863253,1176573,1562665,2025794,2564328,3173623,3841062,4550776,5278606,5998900,6679943,7292406,7804570,8192126,8432652,8515064,8432652,8192126,7804570,7292406,6679943,5998900,5278606,4550776,3841062,3173623,2564328,2025794,1562665,1176573,863253,616868,428321,288776,188463,118929,72205,42143,23475,12447,6198,2901,1242,479,160,46,9,1"
Hp`?GD?,"0,0,0,0,1,8,41,151,463,1203,2847,6110,12305,23279,41887,71861,118504,187945,288191,427676,616179,862548,1175910,1562063,2025285,2563970,3173447,3841063,4550969,5279015,5999518,6680744,7293332,7805639,8193295,8433877,8516292,8433877,8193295,7805639,7293332,6680744,5999518,5279015,4550969,3841063,3173447,2563970,2025285,1562063,1175910,862548,616179,427676,288191,187945,118504,71861,41887,23279,12305,6110,2847,1203,463,151,41,8,1"
Hp`?GGC,"0,0,0,1,5,23,78,243,628,1545,3403,7072,13782,25560,45080,76408,124449,195785,297755,439373,629476,877662,1191722,1578563,2040801,2578263,3184416,3848653,4553050,5275992,5989582,6665188,7271074,7778901,8161720,8400560,8481318,8400560,8161720,7778901,7271074,6665188,5989582,5275992,4553050,3848653,3184416,2578263,2040801,1578563,1191722,877662,629476,439373,297755,195785,124449,76408,45080,25560,13782,7072,3403,1545,628,243,78,23,5,1"
Hp`?GH?,"0,0,0,0,1,10,47,169,501,1287,2995,6382,12751,23995,42941,73411,120616,190799,291807,432188,621469,868660,1182508,1569053,2032079,2570332,3178601,3844779,4552477,5278259,5995868,6674504,7284212,7794381,8179997,8419663,8501460,8419663,8179997,7794381,7284212,6674504,5995868,5278259,4552477,3844779,3178601,2570332,2032079,1569053,1182508,868660,621469,432188,291807,190799,120616,73411,42941,23995,12751,6382,2995,1287,501,169,47,10,1"
Hp`?I?@,"0,0,0,0,1,7,40,142,451,1178,2803,6030,12207,23105,41675,71555,118153,187467,287704,427061,615600,861863,1175355,1561439,2024908,2563548,3173361,3840950,4551252,5279260,6000196,6681321,7294312,7806446,8194482,8434820,8517560,8434820,8194482,7806446,7294312,6681321,6000196,5279260,4551252,3840950,3173361,2563548,2024908,1561439,1175355,861863,615600,427061,287704,187467,118153,71555,41675,23105,12207,6030,2803,1178,451,142,40,7,1"
Hp`?I@?,"0,0,0,0,1,11,52,180,533,1358,3121,6618,13161,24645,43935,74873,122653,193537,295356,436607,626738,874711,1189155,1576031,2039010,2576736,3183965,3848566,4554196,5277522,5992412,6668225,7275212,7782996,8166768,8405256,8486664,8405256,8166768,7782996,7275212,6668225,5992412,5277522,4554196,3848566,3183965,2576736,2039010,1576031,1189155,874711,626738,436607,295356,193537,122653,74873,43935,24645,13161,6618,3121,1358,533,180,52,11,1"
HpOGI?@,"0,0,0,0,1,7,38,139,433,1137,2720,5869,11909,22614,40892,70395,116458,185163,284665,423219,610916,856475,1169297,1555039,2018464,2557525,3168186,3837287,4549341,5279675,6003138,6686916,7302386,7816922,8206570,8448090,8531172,8448090,8206570,7816922,7302386,6686916,6003138,5279675,4549341,3837287,3168186,2557525,2018464,1555039,1169297,856475,610916,423219,284665,185163,116458,70395,40892,22614,11909,5869,2720,1137,433,139,38,7,1"
HpOGI@?,"0,0,0,1,3,20,59,206,546,1392,3123,6624,13032,24458,43464,74206,121428,191935,292924,433644,622735,870289,1183717,1570521,2032946,2571371,3178788,3845192,4551767,5277759,5994304,6673201,7281768,7792504,8177029,8417349,8498334,8417349,8177029,7792504,7281768,6673201,5994304,5277759,4551767,3845192,3178788,2571371,2032946,1570521,1183717,870289,622735,433644,292924,191935,121428,74206,43464,24458,13032,6624,3123,1392,546,206,59,20,3,1"
HpOGOOG,"0,0,0,1,7,28,103,292,750,1776,3837,7802,14992,27408,47852,80296,129790,202735,306612,450104,642127,891845,1207145,1594373,2056308,2592227,3195930,3856292,4556067,5273295,5980938,6650163,7250248,7752714,8131691,8367801,8447846,8367801,8131691,7752714,7250248,6650163,5980938,5273295,4556067,3856292,3195930,2592227,2056308,1594373,1207145,891845,642127,450104,306612,202735,129790,80296,47852,27408,14992,7802,3837,1776,750,292,103,28,7,1"
HpOGOP?,"0,0,0,0,3,16,61,209,573,1437,3247,6832,13425,25073,44455,75599,123470,194615,296451,437954,627989,876168,1190324,1577315,2039777,2577562,3184101,3848729,4553537,5276927,5990946,6666938,7273100,7781221,8164235,8403197,8483972,8403197,8164235,7781221,7273100,6666938,5990946,5276927,4553537,3848729,3184101,2577562,2039777,1577315,1190324,876168,627989,437954,296451,194615,123470,75599,44455,25073,13425,6832,3247,1437,573,209,61,16,3"
HpOGQ?@,"0,0,0,0,1,10,43,159,469,1223,2861,6148,12335,23337,41921,71957,118530,188039,288227,427780,616149,862668,1175836,1562145,2025189,2564040,3173267,3841183,4550737,5279091,5999338,6680842,7293060,7805811,8193035,8433999,8516084,8433999,8193035,7805811,7293060,6680842,5999338,5279091,4550737,3841183,3173267,2564040,2025189,1562145,1175836,862668,616149,427780,288227,188039,118530,71957,41921,23337,12335,6148,2861,1223,469,159,43,10,1"
HpOGQ@?,"0,0,0,0,3,14,59,197,555,1405,3189,6738,13295,24871,44193,75267,123040,194089,295883,437298,627291,875488,1189646,1576697,2039301,2577188,3183905,3848765,4553713,5277319,5991598,6667720,7274008,7782333,8165379,8404403,8485244,8404403,8165379,7782333,7274008,6667720,5991598,5277319,4553713,3848765,3183905,2577188,2039301,1576697,1189646,875488,627291,437298,295883,194089,123040,75267,44193,24871,13295,6738,3189,1405,555,197,59,14,3"
HpOI?D?,"0,0,0,0,1,10,47,165,499,1279,2985,6362,12729,23953,42915,73359,120584,190733,291799,432164,621519,868674,1182644,1569125,2032287,2570446,3178877,3844883,4552693,5278257,5996010,6674378,7284198,7794091,8179891,8419273,8501284,8419273,8179891,7794091,7284198,6674378,5996010,5278257,4552693,3844883,3178877,2570446,2032287,1569125,1182644,868674,621519,432164,291799,190733,120584,73359,42915,23953,12729,6362,2985,1279,499,165,47,10,1"
HpOIA@?,"0,0,0,1,5,26,85,264,692,1670,3653,7536,14564,26830,47050,79290,128492,201219,304834,448214,640035,889799,1205111,1592629,2054766,2591219,3195324,3856366,4556587,5274589,5982706,6652619,7252954,7755986,8135089,8371535,8451466,8371535,8135089,7755986,7252954,6652619,5982706,5274589,4556587,3856366,3195324,2591219,2054766,1592629,1205111,889799,640035,448214,304834,201219,128492,79290,47050,26830,14564,7536,3653,1670,692,264,85,26,5,1"
HsaCA?@,"0,0,1,2,18,49,165,416,1027,2260,4728,9271,17380,31001,53192,87750,139981,215964,323464,470502,666153,918802,1236489,1624519,2085913,2618936,3217979,3871006,4561936,5268295,5964555,6621541,7210415,7702630,8074171,8305088,8383746,8305088,8074171,7702630,7210415,6621541,5964555,5268295,4561936,3871006,3217979,2618936,2085913,1624519,1236489,918802,666153,470502,323464,215964,139981,87750,53192,31001,17380,9271,4728,2260,1027,416,165,49,18,2,1"
HsaA?CA,"0,0,1,2,16,39,139,352,869,1958,4172,8293,15776,28499,49446,82396,132635,206280,311102,455328,648277,898536,1214447,1601655,2063495,2598464,3201101,3859452,4557232,5271625,5976695,6642753,7240369,7740158,8117577,8352242,8432182,8352242,8117577,7740158,7240369,6642753,5976695,5271625,4557232,3859452,3201101,2598464,2063495,1601655,1214447,898536,648277,455328,311102,206280,132635,82396,49446,28499,15776,8293,4172,1958,869,352,139,39,16,2,1"
HsaA?D?,"0,0,0,1,6,28,94,285,738,1760,3817,7813,15047,27553,48133,80829,130629,204022,308446,452588,645258,895676,1211570,1599290,2061403,2597199,3200325,3859736,4558091,5273627,5979251,6646357,7244278,7744914,8122404,8357634,8437340,8357634,8122404,7744914,7244278,6646357,5979251,5273627,4558091,3859736,3200325,2597199,2061403,1599290,1211570,895676,645258,452588,308446,204022,130629,80829,48133,27553,15047,7813,3817,1760,738,285,94,28,6,1"
Hs`?GGC,"0,0,1,2,16,36,132,333,821,1865,3994,7977,15262,27683,48214,80632,130204,203066,306987,450261,642298,891745,1207042,1593965,2055952,2591554,3195381,3855527,4555607,5272700,5980733,6649844,7250415,7752757,8132148,8368085,8448466,8368085,8132148,7752757,7250415,6649844,5980733,5272700,4555607,3855527,3195381,2591554,2055952,1593965,1207042,891745,642298,450261,306987,203066,130204,80632,48214,27683,15262,7977,3994,1865,821,333,132,36,16,2,1"
Hs`?GH?,"0,0,0,1,4,21,75,238,630,1543,3439,7147,13947,25853,45613,77223,125706,197532,300197,442479,633369,882213,1196967,1584154,2046570,2583689,3189229,3852163,4555044,5275908,5987369,6660478,7264134,7769799,8151167,8388871,8469400,8388871,8151167,7769799,7264134,6660478,5987369,5275908,4555044,3852163,3189229,2583689,2046570,1584154,1196967,882213,633369,442479,300197,197532,125706,77223,45613,25853,13947,7147,3439,1543,630,238,75,21,4,1"
Hs`?I?@,"0,0,0,1,3,21,60,215,570,1439,3219,6806,13354,24982,44278,75402,123151,194269,295977,437483,627384,875616,1189688,1576819,2039259,2577255,3183810,3848727,4553570,5277286,5991350,6667644,7273780,7782173,8165118,8404294,8484938,8404294,8165118,7782173,7273780,6667644,5991350,5277286,4553570,3848727,3183810,2577255,2039259,1576819,1189688,875616,627384,437483,295977,194269,123151,75402,44278,24982,13354,6806,3219,1439,570,215,60,21,3,1"
Hs`?I@?,"0,0,0,0,4,18,70,232,635,1559,3483,7257,14176,26250,46276,78256,127219,199638,303027,446102,637792,887391,1202767,1590352,2052836,2589588,3194290,3855887,4556953,5275637,5984653,6655198,7256350,7759833,8139490,8376114,8456278,8376114,8139490,7759833,7256350,6655198,5984653,5275637,4556953,3855887,3194290,2589588,2052836,1590352,1202767,887391,637792,446102,303027,199638,127219,78256,46276,26250,14176,7257,3483,1559,635,232,70,18,4"
Hs`AA@?,"0,0,0,2,10,32,114,328,833,1921,4145,8351,15958,28934,50242,83796,134775,209452,315495,461146,655498,907215,1224315,1612440,2074508,2609064,3210326,3866501,4561137,5271819,5972535,6634088,7227154,7723087,8097380,8330176,8409390,8330176,8097380,7723087,7227154,6634088,5972535,5271819,4561137,3866501,3210326,2609064,2074508,1612440,1224315,907215,655498,461146,315495,209452,134775,83796,50242,28934,15958,8351,4145,1921,833,328,114,32,10,2"
HsOGQ?@,"0,0,0,1,3,18,53,192,520,1336,3035,6476,12814,24130,43022,73608,120684,191005,291860,432408,621417,868885,1182363,1569223,2031852,2570477,3178250,3844976,4552027,5278415,5995458,6674705,7283688,7794670,8179491,8419907,8501006,8419907,8179491,7794670,7283688,6674705,5995458,5278415,4552027,3844976,3178250,2570477,2031852,1569223,1182363,868885,621417,432408,291860,191005,120684,73608,43022,24130,12814,6476,3035,1336,520,192,53,18,3,1"
HsOGQ@?,"0,0,0,0,2,13,61,201,573,1442,3279,6901,13602,25360,44982,76426,124722,196354,298910,441049,631873,880744,1195554,1582890,2045579,2582972,3188894,3852274,4555514,5276826,5988767,6662209,7266142,7772162,8153657,8391489,8472098,8391489,8153657,7772162,7266142,6662209,5988767,5276826,4555514,3852274,3188894,2582972,2045579,1582890,1195554,880744,631873,441049,298910,196354,124722,76426,44982,25360,13602,6901,3279,1442,573,201,61,13,2"
HsOI?D?,"0,0,0,0,1,10,47,171,517,1319,3067,6530,13019,24449,43679,74529,122228,193019,294771,435962,626049,874006,1188492,1575429,2038501,2576378,3183789,3848567,4554389,5277931,5993030,6669026,7276138,7784065,8167937,8406481,8487892,8406481,8167937,7784065,7276138,6669026,5993030,5277931,4554389,3848567,3183789,2576378,2038501,1575429,1188492,874006,626049,435962,294771,193019,122228,74529,43679,24449,13019,6530,3067,1319,517,171,47,10,1"
HsOIA@?,"0,0,0,0,4,21,77,251,683,1652,3661,7573,14690,27066,47508,80020,129650,202852,307142,451169,643771,894182,1210172,1598042,2060379,2596498,3200010,3859812,4558578,5274562,5980615,6648107,7246304,7747234,8124919,8360271,8439994,8360271,8124919,7747234,7246304,6648107,5980615,5274562,4558578,3859812,3200010,2596498,2060379,1598042,1210172,894182,643771,451169,307142,202852,129650,80020,47508,27066,14690,7573,3661,1652,683,251,77,21,4"
HsPAA@?,"0,0,0,3,12,45,145,398,986,2207,4657,9219,17333,31039,53325,88117,140608,217030,325027,472697,668951,922303,1240557,1629106,2090660,2623637,3222143,3874331,4563932,5268760,5963111,6618156,7204984,7695525,8065651,8295779,8374076,8295779,8065651,7695525,7204984,6618156,5963111,5268760,4563932,3874331,3222143,2623637,2090660,1629106,1240557,922303,668951,472697,325027,217030,140608,88117,53325,31039,17333,9219,4657,2207,986,398,145,45,12,3"
HqD?I?@,"0,0,0,0,1,5,42,136,463,1202,2869,6150,12471,23519,42407,72625,119777,189635,290708,430789,620272,867189,1181485,1567801,2031530,2569580,3178775,3844686,4553384,5278818,5997520,6675639,7286358,7795838,8182482,8421300,8504032,8421300,8182482,7795838,7286358,6675639,5997520,5278818,4553384,3844686,3178775,2569580,2031530,1567801,1181485,867189,620272,430789,290708,189635,119777,72625,42407,23519,12471,6150,2869,1202,463,136,42,5,1"
HqD?I@?,"0,0,0,0,1,15,64,210,613,1522,3425,7170,14085,26111,46161,78099,127121,199489,303020,446093,637986,887553,1203207,1590699,2053484,2590050,3195049,3856278,4557540,5275710,5984918,6654855,7256166,7759012,8138968,8375006,8455584,8375006,8138968,7759012,7256166,6654855,5984918,5275710,4557540,3856278,3195049,2590050,2053484,1590699,1203207,887553,637986,446093,303020,199489,127121,78099,46161,26111,14085,7170,3425,1522,613,210,64,15,1"
HqDAA@?,"0,0,0,1,8,38,120,349,896,2062,4373,8791,16651,30055,51879,86183,137975,213706,320808,467762,663134,915942,1233612,1622154,2083821,2617671,3217203,3871290,4562795,5270297,5967111,6625145,7214324,7707386,8078998,8310480,8388904,8310480,8078998,7707386,7214324,6625145,5967111,5270297,4562795,3871290,3217203,2617671,2083821,1622154,1233612,915942,663134,467762,320808,213706,137975,86183,51879,30055,16651,8791,4373,2062,896,349,120,38,8,1"
HqPAA@?,"0,0,1,4,24,76,218,559,1329,2831,5740,11029,20208,35367,59606,96880,152378,232258,344099,495725,695708,952225,1272666,1661993,2122492,2652244,3245209,3889533,4569177,5262440,5944221,6586444,7161039,7640967,8002856,8227777,8304298,8227777,8002856,7640967,7161039,6586444,5944221,5262440,4569177,3889533,3245209,2652244,2122492,1661993,1272666,952225,695708,495725,344099,232258,152378,96880,59606,35367,20208,11029,5740,2831,1329,559,218,76,24,4,1"
HiPAA@?,"0,1,1,17,45,145,355,875,1912,3888,7527,13981,24747,42177,69309,110345,170234,255299,372704,530119,735387,996501,1319917,1710305,2168930,2693889,3278459,3911232,4576105,5252531,5915779,6539353,7095964,7560541,7910317,8127793,8201576,8127793,7910317,7560541,7095964,6539353,5915779,5252531,4576105,3911232,3278459,2693889,2168930,1710305,1319917,996501,735387,530119,372704,255299,170234,110345,69309,42177,24747,13981,7527,3888,1912,875,355,145,45,17,1,1"
